Hour,Day,Month,Year,Demand(MW),Day_of_week
18,24,3,2023,9952,6
19,24,3,2023,10499,6
20,24,3,2023,10766,6
21,24,3,2023,10892,6
22,24,3,2023,10797,6
23,24,3,2023,10219,6
24,24,3,2023,9523,6
1,25,3,2023,9151,7
2,25,3,2023,8926,7
3,25,3,2023,9372,7
4,25,3,2023,9477,7
5,25,3,2023,8609,7
6,25,3,2023,7813,7
7,25,3,2023,7846,7
8,25,3,2023,8322,7
9,25,3,2023,9154,7
10,25,3,2023,9690,7
11,25,3,2023,10075,7
12,25,3,2023,10555,7
13,25,3,2023,11049,7
14,25,3,2023,11201,7
15,25,3,2023,11006,7
16,25,3,2023,10838,7
17,25,3,2023,10294,7
18,25,3,2023,10162,7
19,25,3,2023,10639,7
20,25,3,2023,10834,7
21,25,3,2023,11194,7
22,25,3,2023,11043,7
23,25,3,2023,10577,7
24,25,3,2023,10205,7
1,26,3,2023,9713,1
2,26,3,2023,9470,1
3,26,3,2023,9798,1
4,26,3,2023,9893,1
5,26,3,2023,8856,1
6,26,3,2023,8013,1
7,26,3,2023,7896,1
8,26,3,2023,8088,1
9,26,3,2023,8618,1
10,26,3,2023,9165,1
11,26,3,2023,9494,1
12,26,3,2023,9974,1
13,26,3,2023,10484,1
14,26,3,2023,10782,1
15,26,3,2023,10747,1
16,26,3,2023,10649,1
17,26,3,2023,10331,1
18,26,3,2023,10352,1
19,26,3,2023,10366,1
20,26,3,2023,10596,1
21,26,3,2023,10776,1
22,26,3,2023,10234,1
23,26,3,2023,9013,1
24,26,3,2023,8681,1
1,27,3,2023,8674,2
2,27,3,2023,8690,2
3,27,3,2023,9147,2
4,27,3,2023,9239,2
5,27,3,2023,8413,2
6,27,3,2023,7755,2
7,27,3,2023,7975,2
8,27,3,2023,8775,2
9,27,3,2023,9548,2
10,27,3,2023,10175,2
11,27,3,2023,10275,2
12,27,3,2023,10788,2
13,27,3,2023,11349,2
14,27,3,2023,11813,2
15,27,3,2023,11676,2
16,27,3,2023,11271,2
17,27,3,2023,11036,2
18,27,3,2023,10975,2
19,27,3,2023,11682,2
20,27,3,2023,11958,2
21,27,3,2023,12010,2
22,27,3,2023,11906,2
23,27,3,2023,11411,2
24,27,3,2023,11066,2
1,28,3,2023,10122,3
2,28,3,2023,10089,3
3,28,3,2023,10295,3
4,28,3,2023,10598,3
5,28,3,2023,9796,3
6,28,3,2023,8889,3
7,28,3,2023,8954,3
8,28,3,2023,9432,3
9,28,3,2023,10267,3
10,28,3,2023,10859,3
11,28,3,2023,11163,3
12,28,3,2023,11373,3
13,28,3,2023,11639,3
14,28,3,2023,11832,3
15,28,3,2023,11969,3
16,28,3,2023,11710,3
17,28,3,2023,11382,3
18,28,3,2023,11529,3
19,28,3,2023,12230,3
20,28,3,2023,12260,3
21,28,3,2023,12388,3
22,28,3,2023,12332,3
23,28,3,2023,12034,3
24,28,3,2023,11505,3
1,29,3,2023,10885,4
2,29,3,2023,10560,4
3,29,3,2023,10773,4
4,29,3,2023,10607,4
5,29,3,2023,9509,4
6,29,3,2023,8622,4
7,29,3,2023,8625,4
8,29,3,2023,9039,4
9,29,3,2023,9163,4
10,29,3,2023,9689,4
11,29,3,2023,9972,4
12,29,3,2023,10302,4
13,29,3,2023,10652,4
14,29,3,2023,10598,4
15,29,3,2023,10677,4
16,29,3,2023,10354,4
17,29,3,2023,10358,4
18,29,3,2023,10844,4
19,29,3,2023,11012,4
20,29,3,2023,11074,4
21,29,3,2023,11153,4
22,29,3,2023,11120,4
23,29,3,2023,10495,4
24,29,3,2023,10267,4
1,30,3,2023,9709,5
2,30,3,2023,9461,5
3,30,3,2023,9957,5
4,30,3,2023,9965,5
5,30,3,2023,9044,5
6,30,3,2023,8357,5
7,30,3,2023,8529,5
8,30,3,2023,9025,5
9,30,3,2023,9564,5
10,30,3,2023,10138,5
11,30,3,2023,10855,5
12,30,3,2023,11163,5
13,30,3,2023,11529,5
14,30,3,2023,11845,5
15,30,3,2023,11993,5
16,30,3,2023,11754,5
17,30,3,2023,11708,5
18,30,3,2023,11782,5
19,30,3,2023,11878,5
20,30,3,2023,11956,5
21,30,3,2023,11990,5
22,30,3,2023,11016,5
23,30,3,2023,10262,5
24,30,3,2023,9261,5
1,31,3,2023,7720,6
2,31,3,2023,6307,6
3,31,3,2023,6963,6
4,31,3,2023,7523,6
5,31,3,2023,7165,6
6,31,3,2023,6597,6
7,31,3,2023,6661,6
8,31,3,2023,7129,6
9,31,3,2023,7538,6
10,31,3,2023,8015,6
11,31,3,2023,8541,6
12,31,3,2023,9176,6
13,31,3,2023,9560,6
14,31,3,2023,9053,6
15,31,3,2023,9327,6
16,31,3,2023,9324,6
17,31,3,2023,9499,6
18,31,3,2023,9825,6
19,31,3,2023,10361,6
20,31,3,2023,10468,6
21,31,3,2023,10794,6
22,31,3,2023,10219,6
23,31,3,2023,10219,6
24,31,3,2023,9709,6
1,1,4,2023,9508,7
2,1,4,2023,9170,7
3,1,4,2023,9407,7
4,1,4,2023,8688,7
5,1,4,2023,6485,7
6,1,4,2023,5602,7
7,1,4,2023,5792,7
8,1,4,2023,6530,7
9,1,4,2023,7635,7
10,1,4,2023,8219,7
11,1,4,2023,8628,7
12,1,4,2023,9272,7
13,1,4,2023,9488,7
14,1,4,2023,9796,7
15,1,4,2023,9660,7
16,1,4,2023,9507,7
17,1,4,2023,9468,7
18,1,4,2023,9769,7
19,1,4,2023,10202,7
20,1,4,2023,10522,7
21,1,4,2023,10593,7
22,1,4,2023,10497,7
23,1,4,2023,9668,7
24,1,4,2023,9300,7
1,2,4,2023,8929,1
2,2,4,2023,8711,1
3,2,4,2023,9020,1
4,2,4,2023,9122,1
5,2,4,2023,7893,1
6,2,4,2023,7408,1
7,2,4,2023,7601,1
8,2,4,2023,8000,1
9,2,4,2023,8806,1
10,2,4,2023,9404,1
11,2,4,2023,9677,1
12,2,4,2023,10102,1
13,2,4,2023,10427,1
14,2,4,2023,10756,1
15,2,4,2023,10748,1
16,2,4,2023,10437,1
17,2,4,2023,10418,1
18,2,4,2023,10441,1
19,2,4,2023,10931,1
20,2,4,2023,11045,1
21,2,4,2023,11412,1
22,2,4,2023,11249,1
23,2,4,2023,10777,1
24,2,4,2023,10164,1
1,3,4,2023,9906,2
2,3,4,2023,9548,2
3,3,4,2023,9983,2
4,3,4,2023,9651,2
5,3,4,2023,8676,2
6,3,4,2023,8001,2
7,3,4,2023,8098,2
8,3,4,2023,8709,2
9,3,4,2023,9476,2
10,3,4,2023,9907,2
11,3,4,2023,10201,2
12,3,4,2023,10525,2
13,3,4,2023,10866,2
14,3,4,2023,11067,2
15,3,4,2023,11183,2
16,3,4,2023,10895,2
17,3,4,2023,10846,2
18,3,4,2023,11077,2
19,3,4,2023,11639,2
20,3,4,2023,12218,2
21,3,4,2023,12363,2
22,3,4,2023,12085,2
23,3,4,2023,11693,2
24,3,4,2023,11064,2
1,4,4,2023,10588,3
2,4,4,2023,10252,3
3,4,4,2023,10513,3
4,4,4,2023,10535,3
5,4,4,2023,9555,3
6,4,4,2023,8871,3
7,4,4,2023,8949,3
8,4,4,2023,9396,3
9,4,4,2023,10189,3
10,4,4,2023,10657,3
11,4,4,2023,10967,3
12,4,4,2023,11485,3
13,4,4,2023,11929,3
14,4,4,2023,12153,3
15,4,4,2023,12260,3
16,4,4,2023,11954,3
17,4,4,2023,11813,3
18,4,4,2023,11880,3
19,4,4,2023,12694,3
20,4,4,2023,13202,3
21,4,4,2023,13362,3
22,4,4,2023,13216,3
23,4,4,2023,12830,3
24,4,4,2023,12291,3
1,5,4,2023,11801,4
2,5,4,2023,11236,4
3,5,4,2023,11342,4
4,5,4,2023,11263,4
5,5,4,2023,10637,4
6,5,4,2023,9961,4
7,5,4,2023,10019,4
8,5,4,2023,10338,4
9,5,4,2023,10734,4
10,5,4,2023,11313,4
11,5,4,2023,11490,4
12,5,4,2023,11833,4
13,5,4,2023,12222,4
14,5,4,2023,12527,4
15,5,4,2023,12592,4
16,5,4,2023,12251,4
17,5,4,2023,12130,4
18,5,4,2023,12156,4
19,5,4,2023,12788,4
20,5,4,2023,13180,4
21,5,4,2023,13253,4
22,5,4,2023,13224,4
23,5,4,2023,12853,4
24,5,4,2023,12443,4
1,6,4,2023,11963,5
2,6,4,2023,11491,5
3,6,4,2023,11832,5
4,6,4,2023,11692,5
5,6,4,2023,10634,5
6,6,4,2023,10030,5
7,6,4,2023,9998,5
8,6,4,2023,10616,5
9,6,4,2023,10972,5
10,6,4,2023,11603,5
11,6,4,2023,11997,5
12,6,4,2023,12314,5
13,6,4,2023,12589,5
14,6,4,2023,12718,5
15,6,4,2023,12556,5
16,6,4,2023,12010,5
17,6,4,2023,12144,5
18,6,4,2023,12268,5
19,6,4,2023,13070,5
20,6,4,2023,12923,5
21,6,4,2023,13265,5
22,6,4,2023,13164,5
23,6,4,2023,12735,5
24,6,4,2023,12237,5
1,7,4,2023,11713,6
2,7,4,2023,11344,6
3,7,4,2023,11751,6
4,7,4,2023,11254,6
5,7,4,2023,10426,6
6,7,4,2023,9702,6
7,7,4,2023,9482,6
8,7,4,2023,9624,6
9,7,4,2023,9982,6
10,7,4,2023,10278,6
11,7,4,2023,10867,6
12,7,4,2023,11282,6
13,7,4,2023,11649,6
14,7,4,2023,11257,6
15,7,4,2023,11647,6
16,7,4,2023,11535,6
17,7,4,2023,11278,6
18,7,4,2023,11497,6
19,7,4,2023,12402,6
20,7,4,2023,12620,6
21,7,4,2023,12813,6
22,7,4,2023,12837,6
23,7,4,2023,12384,6
24,7,4,2023,11948,6
1,8,4,2023,11419,7
2,8,4,2023,11194,7
3,8,4,2023,11356,7
4,8,4,2023,10816,7
5,8,4,2023,9986,7
6,8,4,2023,9298,7
7,8,4,2023,9545,7
8,8,4,2023,9899,7
9,8,4,2023,10272,7
10,8,4,2023,10631,7
11,8,4,2023,11209,7
12,8,4,2023,11695,7
13,8,4,2023,12036,7
14,8,4,2023,11949,7
15,8,4,2023,11668,7
16,8,4,2023,11268,7
17,8,4,2023,11792,7
18,8,4,2023,12584,7
19,8,4,2023,13333,7
20,8,4,2023,13740,7
21,8,4,2023,13871,7
22,8,4,2023,13743,7
23,8,4,2023,13366,7
24,8,4,2023,12847,7
1,9,4,2023,12470,1
2,9,4,2023,12131,1
3,9,4,2023,12274,1
4,9,4,2023,11831,1
5,9,4,2023,10968,1
6,9,4,2023,10072,1
7,9,4,2023,10069,1
8,9,4,2023,10462,1
9,9,4,2023,10895,1
10,9,4,2023,11664,1
11,9,4,2023,12082,1
12,9,4,2023,12331,1
13,9,4,2023,12828,1
14,9,4,2023,13162,1
15,9,4,2023,13217,1
16,9,4,2023,13042,1
17,9,4,2023,12875,1
18,9,4,2023,12923,1
19,9,4,2023,13545,1
20,9,4,2023,14000,1
21,9,4,2023,14176,1
22,9,4,2023,14007,1
23,9,4,2023,13655,1
24,9,4,2023,13057,1
1,10,4,2023,12661,2
2,10,4,2023,12365,2
3,10,4,2023,12305,2
4,10,4,2023,11903,2
5,10,4,2023,11378,2
6,10,4,2023,10582,2
7,10,4,2023,10517,2
8,10,4,2023,10808,2
9,10,4,2023,11351,2
10,10,4,2023,11907,2
11,10,4,2023,12190,2
12,10,4,2023,12718,2
13,10,4,2023,13042,2
14,10,4,2023,13254,2
15,10,4,2023,13233,2
16,10,4,2023,13209,2
17,10,4,2023,13047,2
18,10,4,2023,13221,2
19,10,4,2023,13917,2
20,10,4,2023,14197,2
21,10,4,2023,14380,2
22,10,4,2023,14165,2
23,10,4,2023,14021,2
24,10,4,2023,13324,2
1,11,4,2023,12858,3
2,11,4,2023,12597,3
3,11,4,2023,12696,3
4,11,4,2023,12230,3
5,11,4,2023,11610,3
6,11,4,2023,10903,3
7,11,4,2023,10889,3
8,11,4,2023,11211,3
9,11,4,2023,11750,3
10,11,4,2023,12257,3
11,11,4,2023,12580,3
12,11,4,2023,12948,3
13,11,4,2023,13427,3
14,11,4,2023,13490,3
15,11,4,2023,13738,3
16,11,4,2023,13641,3
17,11,4,2023,13413,3
18,11,4,2023,13432,3
19,11,4,2023,14380,3
20,11,4,2023,14537,3
21,11,4,2023,14800,3
22,11,4,2023,14436,3
23,11,4,2023,14241,3
24,11,4,2023,13844,3
1,12,4,2023,13158,4
2,12,4,2023,12677,4
3,12,4,2023,12830,4
4,12,4,2023,12336,4
5,12,4,2023,11596,4
6,12,4,2023,10894,4
7,12,4,2023,10887,4
8,12,4,2023,11174,4
9,12,4,2023,11867,4
10,12,4,2023,12161,4
11,12,4,2023,12762,4
12,12,4,2023,13242,4
13,12,4,2023,13404,4
14,12,4,2023,13601,4
15,12,4,2023,13653,4
16,12,4,2023,13299,4
17,12,4,2023,13289,4
18,12,4,2023,13391,4
19,12,4,2023,14404,4
20,12,4,2023,14641,4
21,12,4,2023,14932,4
22,12,4,2023,14541,4
23,12,4,2023,14008,4
24,12,4,2023,13441,4
1,13,4,2023,13011,5
2,13,4,2023,12606,5
3,13,4,2023,12770,5
4,13,4,2023,12258,5
5,13,4,2023,11607,5
6,13,4,2023,11159,5
7,13,4,2023,10941,5
8,13,4,2023,11289,5
9,13,4,2023,11655,5
10,13,4,2023,11982,5
11,13,4,2023,12743,5
12,13,4,2023,13188,5
13,13,4,2023,13309,5
14,13,4,2023,13246,5
15,13,4,2023,13338,5
16,13,4,2023,13280,5
17,13,4,2023,13348,5
18,13,4,2023,13052,5
19,13,4,2023,14402,5
20,13,4,2023,14772,5
21,13,4,2023,15304,5
22,13,4,2023,15033,5
23,13,4,2023,14550,5
24,13,4,2023,14001,5
1,14,4,2023,13215,6
2,14,4,2023,12749,6
3,14,4,2023,12677,6
4,14,4,2023,12395,6
5,14,4,2023,12022,6
6,14,4,2023,11241,6
7,14,4,2023,11068,6
8,14,4,2023,11024,6
9,14,4,2023,11141,6
10,14,4,2023,11370,6
11,14,4,2023,12050,6
12,14,4,2023,12552,6
13,14,4,2023,12813,6
14,14,4,2023,12794,6
15,14,4,2023,12713,6
16,14,4,2023,12594,6
17,14,4,2023,12978,6
18,14,4,2023,13618,6
19,14,4,2023,14772,6
20,14,4,2023,15042,6
21,14,4,2023,15339,6
22,14,4,2023,15190,6
23,14,4,2023,14275,6
24,14,4,2023,13733,6
1,15,4,2023,12538,7
2,15,4,2023,12534,7
3,15,4,2023,12359,7
4,15,4,2023,12373,7
5,15,4,2023,11903,7
6,15,4,2023,11475,7
7,15,4,2023,11501,7
8,15,4,2023,11583,7
9,15,4,2023,11670,7
10,15,4,2023,12126,7
11,15,4,2023,12383,7
12,15,4,2023,12715,7
13,15,4,2023,12644,7
14,15,4,2023,12582,7
15,15,4,2023,12503,7
16,15,4,2023,12362,7
17,15,4,2023,11381,7
18,15,4,2023,11732,7
19,15,4,2023,13219,7
20,15,4,2023,13315,7
21,15,4,2023,13969,7
22,15,4,2023,14104,7
23,15,4,2023,13329,7
24,15,4,2023,12724,7
1,16,4,2023,12078,1
2,16,4,2023,12010,1
3,16,4,2023,12187,1
4,16,4,2023,12333,1
5,16,4,2023,12197,1
6,16,4,2023,12121,1
7,16,4,2023,12129,1
8,16,4,2023,12223,1
9,16,4,2023,12134,1
10,16,4,2023,12220,1
11,16,4,2023,12406,1
12,16,4,2023,13053,1
13,16,4,2023,13228,1
14,16,4,2023,12781,1
15,16,4,2023,12676,1
16,16,4,2023,12451,1
17,16,4,2023,12504,1
18,16,4,2023,12694,1
19,16,4,2023,13880,1
20,16,4,2023,14390,1
21,16,4,2023,14599,1
22,16,4,2023,14845,1
23,16,4,2023,13924,1
24,16,4,2023,13275,1
1,17,4,2023,14969,2
2,17,4,2023,14804,2
3,17,4,2023,15291,2
4,17,4,2023,15685,2
5,17,4,2023,15274,2
6,17,4,2023,14330,2
7,17,4,2023,14066,2
8,17,4,2023,13427,2
9,17,4,2023,13216,2
10,17,4,2023,14231,2
11,17,4,2023,14985,2
12,17,4,2023,15877,2
13,17,4,2023,15749,2
14,17,4,2023,15628,2
15,17,4,2023,15736,2
16,17,4,2023,15247,2
17,17,4,2023,15530,2
18,17,4,2023,16560,2
19,17,4,2023,18351,2
20,17,4,2023,18536,2
21,17,4,2023,19698,2
22,17,4,2023,19473,2
23,17,4,2023,18788,2
24,17,4,2023,17118,2
1,18,4,2023,13278,3
2,18,4,2023,13127,3
3,18,4,2023,13372,3
4,18,4,2023,13229,3
5,18,4,2023,12933,3
6,18,4,2023,11936,3
7,18,4,2023,11656,3
8,18,4,2023,11944,3
9,18,4,2023,11997,3
10,18,4,2023,12463,3
11,18,4,2023,12657,3
12,18,4,2023,13307,3
13,18,4,2023,13279,3
14,18,4,2023,13251,3
15,18,4,2023,13059,3
16,18,4,2023,13109,3
17,18,4,2023,13188,3
18,18,4,2023,13891,3
19,18,4,2023,14687,3
20,18,4,2023,15204,3
21,18,4,2023,15626,3
22,18,4,2023,15543,3
23,18,4,2023,14573,3
24,18,4,2023,13569,3
1,19,4,2023,12694,4
2,19,4,2023,12497,4
3,19,4,2023,13226,4
4,19,4,2023,13485,4
5,19,4,2023,13178,4
6,19,4,2023,12540,4
7,19,4,2023,12354,4
8,19,4,2023,12411,4
9,19,4,2023,12398,4
10,19,4,2023,12546,4
11,19,4,2023,12959,4
12,19,4,2023,13415,4
13,19,4,2023,13941,4
14,19,4,2023,13824,4
15,19,4,2023,13822,4
16,19,4,2023,13666,4
17,19,4,2023,13705,4
18,19,4,2023,14011,4
19,19,4,2023,14988,4
20,19,4,2023,15236,4
21,19,4,2023,15648,4
22,19,4,2023,15443,4
23,19,4,2023,14347,4
24,19,4,2023,13455,4
1,20,4,2023,12840,5
2,20,4,2023,12759,5
3,20,4,2023,12882,5
4,20,4,2023,12834,5
5,20,4,2023,12418,5
6,20,4,2023,11952,5
7,20,4,2023,11721,5
8,20,4,2023,11566,5
9,20,4,2023,11661,5
10,20,4,2023,11759,5
11,20,4,2023,12494,5
12,20,4,2023,12898,5
13,20,4,2023,13230,5
14,20,4,2023,12759,5
15,20,4,2023,13101,5
16,20,4,2023,12966,5
17,20,4,2023,13224,5
18,20,4,2023,13252,5
19,20,4,2023,14251,5
20,20,4,2023,14247,5
21,20,4,2023,14457,5
22,20,4,2023,13914,5
23,20,4,2023,13418,5
24,20,4,2023,13559,5
1,21,4,2023,12807,6
2,21,4,2023,12567,6
3,21,4,2023,12667,6
4,21,4,2023,12295,6
5,21,4,2023,11686,6
6,21,4,2023,10779,6
7,21,4,2023,10218,6
8,21,4,2023,10000,6
9,21,4,2023,10117,6
10,21,4,2023,10112,6
11,21,4,2023,10394,6
12,21,4,2023,10948,6
13,21,4,2023,11459,6
14,21,4,2023,11243,6
15,21,4,2023,11460,6
16,21,4,2023,11182,6
17,21,4,2023,10828,6
18,21,4,2023,9641,6
19,21,4,2023,9781,6
20,21,4,2023,9332,6
21,21,4,2023,9608,6
22,21,4,2023,10058,6
23,21,4,2023,10272,6
24,21,4,2023,10364,6
1,22,4,2023,10272,7
2,22,4,2023,10006,7
3,22,4,2023,9540,7
4,22,4,2023,9291,7
5,22,4,2023,9083,7
6,22,4,2023,8595,7
7,22,4,2023,8631,7
8,22,4,2023,8382,7
9,22,4,2023,8056,7
10,22,4,2023,8210,7
11,22,4,2023,8633,7
12,22,4,2023,9040,7
13,22,4,2023,9269,7
14,22,4,2023,9804,7
15,22,4,2023,9796,7
16,22,4,2023,9665,7
17,22,4,2023,9374,7
18,22,4,2023,8973,7
19,22,4,2023,10850,7
20,22,4,2023,11300,7
21,22,4,2023,11584,7
22,22,4,2023,11764,7
23,22,4,2023,11687,7
24,22,4,2023,11509,7
1,23,4,2023,11014,1
2,23,4,2023,10694,1
3,23,4,2023,10337,1
4,23,4,2023,10130,1
5,23,4,2023,9779,1
6,23,4,2023,9000,1
7,23,4,2023,8694,1
8,23,4,2023,8501,1
9,23,4,2023,8226,1
10,23,4,2023,7970,1
11,23,4,2023,7526,1
12,23,4,2023,7557,1
13,23,4,2023,7860,1
14,23,4,2023,8309,1
15,23,4,2023,8139,1
16,23,4,2023,7793,1
17,23,4,2023,7412,1
18,23,4,2023,7252,1
19,23,4,2023,8811,1
20,23,4,2023,9271,1
21,23,4,2023,9418,1
22,23,4,2023,9308,1
23,23,4,2023,9252,1
24,23,4,2023,8980,1
1,24,4,2023,8519,2
2,24,4,2023,8194,2
3,24,4,2023,7964,2
4,24,4,2023,7680,2
5,24,4,2023,7444,2
6,24,4,2023,7059,2
7,24,4,2023,7271,2
8,24,4,2023,7550,2
9,24,4,2023,7758,2
10,24,4,2023,8154,2
11,24,4,2023,8569,2
12,24,4,2023,9061,2
13,24,4,2023,9536,2
14,24,4,2023,9855,2
15,24,4,2023,9628,2
16,24,4,2023,8765,2
17,24,4,2023,8179,2
18,24,4,2023,7712,2
19,24,4,2023,9620,2
20,24,4,2023,10045,2
21,24,4,2023,10230,2
22,24,4,2023,10165,2
23,24,4,2023,10032,2
24,24,4,2023,9688,2
1,25,4,2023,9362,3
2,25,4,2023,9019,3
3,25,4,2023,8620,3
4,25,4,2023,8458,3
5,25,4,2023,8236,3
6,25,4,2023,7813,3
7,25,4,2023,7989,3
8,25,4,2023,8161,3
9,25,4,2023,8556,3
10,25,4,2023,9002,3
11,25,4,2023,9311,3
12,25,4,2023,9719,3
13,25,4,2023,10077,3
14,25,4,2023,10441,3
15,25,4,2023,10654,3
16,25,4,2023,10358,3
17,25,4,2023,9936,3
18,25,4,2023,9565,3
19,25,4,2023,11191,3
20,25,4,2023,11684,3
21,25,4,2023,11836,3
22,25,4,2023,11749,3
23,25,4,2023,11833,3
24,25,4,2023,11459,3
1,26,4,2023,10986,4
2,26,4,2023,10638,4
3,26,4,2023,10403,4
4,26,4,2023,10012,4
5,26,4,2023,9735,4
6,26,4,2023,9128,4
7,26,4,2023,9132,4
8,26,4,2023,9340,4
9,26,4,2023,9622,4
10,26,4,2023,10029,4
11,26,4,2023,10361,4
12,26,4,2023,10655,4
13,26,4,2023,11095,4
14,26,4,2023,11412,4
15,26,4,2023,11058,4
16,26,4,2023,10931,4
17,26,4,2023,10496,4
18,26,4,2023,9958,4
19,26,4,2023,11408,4
20,26,4,2023,11731,4
21,26,4,2023,12155,4
22,26,4,2023,12194,4
23,26,4,2023,12109,4
24,26,4,2023,11973,4
1,27,4,2023,11494,5
2,27,4,2023,11125,5
3,27,4,2023,10704,5
4,27,4,2023,10405,5
5,27,4,2023,10050,5
6,27,4,2023,9512,5
7,27,4,2023,9554,5
8,27,4,2023,9685,5
9,27,4,2023,10048,5
10,27,4,2023,10489,5
11,27,4,2023,10834,5
12,27,4,2023,11335,5
13,27,4,2023,11486,5
14,27,4,2023,11551,5
15,27,4,2023,11121,5
16,27,4,2023,10324,5
17,27,4,2023,9067,5
18,27,4,2023,7169,5
19,27,4,2023,7532,5
20,27,4,2023,7753,5
21,27,4,2023,7720,5
22,27,4,2023,8304,5
23,27,4,2023,8725,5
24,27,4,2023,8848,5
1,28,4,2023,8698,6
2,28,4,2023,8535,6
3,28,4,2023,8188,6
4,28,4,2023,8160,6
5,28,4,2023,7852,6
6,28,4,2023,7561,6
7,28,4,2023,7711,6
8,28,4,2023,8008,6
9,28,4,2023,8295,6
10,28,4,2023,8486,6
11,28,4,2023,9002,6
12,28,4,2023,9539,6
13,28,4,2023,10341,6
14,28,4,2023,10234,6
15,28,4,2023,10367,6
16,28,4,2023,10079,6
17,28,4,2023,9813,6
18,28,4,2023,9481,6
19,28,4,2023,10971,6
20,28,4,2023,11797,6
21,28,4,2023,12006,6
22,28,4,2023,11789,6
23,28,4,2023,11807,6
24,28,4,2023,11373,6
1,29,4,2023,10918,7
2,29,4,2023,10515,7
3,29,4,2023,10184,7
4,29,4,2023,9954,7
5,29,4,2023,9634,7
6,29,4,2023,9111,7
7,29,4,2023,9186,7
8,29,4,2023,9229,7
9,29,4,2023,9576,7
10,29,4,2023,10158,7
11,29,4,2023,10446,7
12,29,4,2023,11099,7
13,29,4,2023,11455,7
14,29,4,2023,11627,7
15,29,4,2023,11670,7
16,29,4,2023,11059,7
17,29,4,2023,9184,7
18,29,4,2023,8301,7
19,29,4,2023,9176,7
20,29,4,2023,8866,7
21,29,4,2023,9235,7
22,29,4,2023,9695,7
23,29,4,2023,9988,7
24,29,4,2023,9884,7
1,30,4,2023,9801,1
2,30,4,2023,9401,1
3,30,4,2023,9035,1
4,30,4,2023,8785,1
5,30,4,2023,8703,1
6,30,4,2023,8596,1
7,30,4,2023,8848,1
8,30,4,2023,9117,1
9,30,4,2023,9452,1
10,30,4,2023,10248,1
11,30,4,2023,10829,1
12,30,4,2023,11349,1
13,30,4,2023,11894,1
14,30,4,2023,11814,1
15,30,4,2023,12171,1
16,30,4,2023,11813,1
17,30,4,2023,11438,1
18,30,4,2023,11025,1
19,30,4,2023,11653,1
20,30,4,2023,11643,1
21,30,4,2023,10990,1
22,30,4,2023,10341,1
23,30,4,2023,10369,1
24,30,4,2023,10457,1
1,1,5,2023,10597,2
2,1,5,2023,10240,2
3,1,5,2023,9940,2
4,1,5,2023,9594,2
5,1,5,2023,9367,2
6,1,5,2023,8760,2
7,1,5,2023,8723,2
8,1,5,2023,8365,2
9,1,5,2023,8433,2
10,1,5,2023,8595,2
11,1,5,2023,9155,2
12,1,5,2023,9578,2
13,1,5,2023,9995,2
14,1,5,2023,10259,2
15,1,5,2023,10087,2
16,1,5,2023,9863,2
17,1,5,2023,9152,2
18,1,5,2023,9176,2
19,1,5,2023,10428,2
20,1,5,2023,10972,2
21,1,5,2023,11274,2
22,1,5,2023,11204,2
23,1,5,2023,11053,2
24,1,5,2023,10736,2
1,2,5,2023,10420,3
2,2,5,2023,9983,3
3,2,5,2023,9696,3
4,2,5,2023,9465,3
5,2,5,2023,9364,3
6,2,5,2023,9212,3
7,2,5,2023,9458,3
8,2,5,2023,9759,3
9,2,5,2023,10114,3
10,2,5,2023,10757,3
11,2,5,2023,11434,3
12,2,5,2023,11833,3
13,2,5,2023,12182,3
14,2,5,2023,11859,3
15,2,5,2023,12114,3
16,2,5,2023,11940,3
17,2,5,2023,11718,3
18,2,5,2023,11046,3
19,2,5,2023,12628,3
20,2,5,2023,13295,3
21,2,5,2023,13336,3
22,2,5,2023,13091,3
23,2,5,2023,12835,3
24,2,5,2023,12504,3
1,3,5,2023,11966,4
2,3,5,2023,11526,4
3,3,5,2023,11327,4
4,3,5,2023,11029,4
5,3,5,2023,10919,4
6,3,5,2023,10618,4
7,3,5,2023,10658,4
8,3,5,2023,10704,4
9,3,5,2023,11107,4
10,3,5,2023,11849,4
11,3,5,2023,12243,4
12,3,5,2023,12598,4
13,3,5,2023,12898,4
14,3,5,2023,12438,4
15,3,5,2023,11446,4
16,3,5,2023,11242,4
17,3,5,2023,10922,4
18,3,5,2023,10691,4
19,3,5,2023,11839,4
20,3,5,2023,12287,4
21,3,5,2023,12366,4
22,3,5,2023,12179,4
23,3,5,2023,12006,4
24,3,5,2023,11582,4
1,4,5,2023,11222,5
2,4,5,2023,10906,5
3,4,5,2023,10652,5
4,4,5,2023,10378,5
5,4,5,2023,10165,5
6,4,5,2023,9762,5
7,4,5,2023,9806,5
8,4,5,2023,9832,5
9,4,5,2023,10256,5
10,4,5,2023,10516,5
11,4,5,2023,10776,5
12,4,5,2023,11374,5
13,4,5,2023,11790,5
14,4,5,2023,11554,5
15,4,5,2023,11464,5
16,4,5,2023,11251,5
17,4,5,2023,10694,5
18,4,5,2023,8477,5
19,4,5,2023,12067,5
20,4,5,2023,12290,5
21,4,5,2023,12139,5
22,4,5,2023,11707,5
23,4,5,2023,11729,5
24,4,5,2023,11517,5
1,5,5,2023,11028,6
2,5,5,2023,10741,6
3,5,5,2023,10334,6
4,5,5,2023,10132,6
5,5,5,2023,9915,6
6,5,5,2023,9352,6
7,5,5,2023,9511,6
