Hour,Day,Month,Year,Demand(MW),Day_of_week
15,23,10,2021,9195,7
16,23,10,2021,9072,7
17,23,10,2021,9132,7
18,23,10,2021,10924,7
19,23,10,2021,11457,7
20,23,10,2021,11125,7
21,23,10,2021,10868,7
22,23,10,2021,10667,7
23,23,10,2021,10187,7
24,23,10,2021,9787,7
1,24,10,2021,9303,1
2,24,10,2021,8940,1
3,24,10,2021,8610,1
4,24,10,2021,8373,1
5,24,10,2021,8090,1
6,24,10,2021,7852,1
7,24,10,2021,7831,1
8,24,10,2021,7981,1
9,24,10,2021,8336,1
10,24,10,2021,8884,1
11,24,10,2021,9310,1
12,24,10,2021,9809,1
13,24,10,2021,10015,1
14,24,10,2021,9818,1
15,24,10,2021,9911,1
16,24,10,2021,9896,1
17,24,10,2021,9662,1
18,24,10,2021,11308,1
19,24,10,2021,11618,1
20,24,10,2021,11211,1
21,24,10,2021,11071,1
22,24,10,2021,10602,1
23,24,10,2021,10253,1
24,24,10,2021,9850,1
1,25,10,2021,9388,2
2,25,10,2021,8988,2
3,25,10,2021,8559,2
4,25,10,2021,8404,2
5,25,10,2021,8142,2
6,25,10,2021,7877,2
7,25,10,2021,7939,2
8,25,10,2021,8134,2
9,25,10,2021,8473,2
10,25,10,2021,8971,2
11,25,10,2021,9228,2
12,25,10,2021,9650,2
13,25,10,2021,9847,2
14,25,10,2021,9783,2
15,25,10,2021,9853,2
16,25,10,2021,9749,2
17,25,10,2021,9570,2
18,25,10,2021,11141,2
19,25,10,2021,11615,2
20,25,10,2021,11269,2
21,25,10,2021,11241,2
22,25,10,2021,10651,2
23,25,10,2021,10139,2
24,25,10,2021,9927,2
1,26,10,2021,9510,3
2,26,10,2021,8983,3
3,26,10,2021,8701,3
4,26,10,2021,8441,3
5,26,10,2021,8249,3
6,26,10,2021,8085,3
7,26,10,2021,8053,3
8,26,10,2021,8196,3
9,26,10,2021,8538,3
10,26,10,2021,9014,3
11,26,10,2021,9339,3
12,26,10,2021,9962,3
13,26,10,2021,10109,3
14,26,10,2021,9933,3
15,26,10,2021,10152,3
16,26,10,2021,9798,3
17,26,10,2021,9669,3
18,26,10,2021,11364,3
19,26,10,2021,11827,3
20,26,10,2021,11506,3
21,26,10,2021,11184,3
22,26,10,2021,10915,3
23,26,10,2021,10593,3
24,26,10,2021,9999,3
1,27,10,2021,9526,4
2,27,10,2021,9208,4
3,27,10,2021,8844,4
4,27,10,2021,8645,4
5,27,10,2021,8462,4
6,27,10,2021,8234,4
7,27,10,2021,8247,4
8,27,10,2021,8253,4
9,27,10,2021,8628,4
10,27,10,2021,9035,4
11,27,10,2021,9512,4
12,27,10,2021,9839,4
13,27,10,2021,10044,4
14,27,10,2021,9998,4
15,27,10,2021,10050,4
16,27,10,2021,9764,4
17,27,10,2021,9848,4
18,27,10,2021,11557,4
19,27,10,2021,11784,4
20,27,10,2021,11535,4
21,27,10,2021,11188,4
22,27,10,2021,10867,4
23,27,10,2021,10355,4
24,27,10,2021,9559,4
1,28,10,2021,9432,5
2,28,10,2021,9141,5
3,28,10,2021,8889,5
4,28,10,2021,8578,5
5,28,10,2021,8382,5
6,28,10,2021,8262,5
7,28,10,2021,8070,5
8,28,10,2021,8376,5
9,28,10,2021,8718,5
10,28,10,2021,9061,5
11,28,10,2021,9477,5
12,28,10,2021,9973,5
13,28,10,2021,10140,5
14,28,10,2021,10088,5
15,28,10,2021,10176,5
16,28,10,2021,9845,5
17,28,10,2021,9722,5
18,28,10,2021,11281,5
19,28,10,2021,11926,5
20,28,10,2021,11472,5
21,28,10,2021,11254,5
22,28,10,2021,10950,5
23,28,10,2021,10565,5
24,28,10,2021,10136,5
1,29,10,2021,9822,6
2,29,10,2021,9336,6
3,29,10,2021,9086,6
4,29,10,2021,8777,6
5,29,10,2021,8542,6
6,29,10,2021,8236,6
7,29,10,2021,7786,6
8,29,10,2021,7757,6
9,29,10,2021,7690,6
10,29,10,2021,7808,6
11,29,10,2021,8100,6
12,29,10,2021,8438,6
13,29,10,2021,8959,6
14,29,10,2021,8790,6
15,29,10,2021,8805,6
16,29,10,2021,8568,6
17,29,10,2021,8382,6
18,29,10,2021,10262,6
19,29,10,2021,10780,6
20,29,10,2021,10690,6
21,29,10,2021,10653,6
22,29,10,2021,10468,6
23,29,10,2021,10039,6
24,29,10,2021,9728,6
1,30,10,2021,9263,7
2,30,10,2021,8885,7
3,30,10,2021,8556,7
4,30,10,2021,8356,7
5,30,10,2021,8035,7
6,30,10,2021,7764,7
7,30,10,2021,7881,7
8,30,10,2021,8003,7
9,30,10,2021,8153,7
10,30,10,2021,8556,7
11,30,10,2021,8961,7
12,30,10,2021,9475,7
13,30,10,2021,9843,7
14,30,10,2021,9822,7
15,30,10,2021,9757,7
16,30,10,2021,9533,7
17,30,10,2021,9503,7
18,30,10,2021,11033,7
19,30,10,2021,11641,7
20,30,10,2021,11234,7
21,30,10,2021,10871,7
22,30,10,2021,10553,7
23,30,10,2021,10152,7
24,30,10,2021,9770,7
1,31,10,2021,8975,1
2,31,10,2021,8745,1
3,31,10,2021,8407,1
4,31,10,2021,8116,1
5,31,10,2021,7866,1
6,31,10,2021,7798,1
7,31,10,2021,7775,1
8,31,10,2021,7907,1
9,31,10,2021,8270,1
10,31,10,2021,8771,1
11,31,10,2021,9079,1
12,31,10,2021,9445,1
13,31,10,2021,9756,1
14,31,10,2021,9625,1
15,31,10,2021,9734,1
16,31,10,2021,9321,1
17,31,10,2021,9216,1
18,31,10,2021,10728,1
19,31,10,2021,10779,1
20,31,10,2021,10578,1
21,31,10,2021,10235,1
22,31,10,2021,9905,1
23,31,10,2021,9289,1
24,31,10,2021,8986,1
1,1,11,2021,9422,2
2,1,11,2021,9212,2
3,1,11,2021,9028,2
4,1,11,2021,8854,2
5,1,11,2021,8783,2
6,1,11,2021,8748,2
7,1,11,2021,8863,2
8,1,11,2021,8587,2
9,1,11,2021,8663,2
10,1,11,2021,8877,2
11,1,11,2021,9447,2
12,1,11,2021,9755,2
13,1,11,2021,9707,2
14,1,11,2021,9732,2
15,1,11,2021,9756,2
16,1,11,2021,9378,2
17,1,11,2021,9545,2
18,1,11,2021,11196,2
19,1,11,2021,11352,2
20,1,11,2021,11710,2
21,1,11,2021,11680,2
22,1,11,2021,11360,2
23,1,11,2021,11096,2
24,1,11,2021,10220,2
1,2,11,2021,9076,3
2,2,11,2021,9100,3
3,2,11,2021,9012,3
4,2,11,2021,8791,3
5,2,11,2021,8866,3
6,2,11,2021,8847,3
7,2,11,2021,8787,3
8,2,11,2021,8186,3
9,2,11,2021,8186,3
10,2,11,2021,8621,3
11,2,11,2021,8862,3
12,2,11,2021,9184,3
13,2,11,2021,9009,3
14,2,11,2021,8793,3
15,2,11,2021,8851,3
16,2,11,2021,8552,3
17,2,11,2021,8652,3
18,2,11,2021,9533,3
19,2,11,2021,9990,3
20,2,11,2021,10298,3
21,2,11,2021,10418,3
22,2,11,2021,10137,3
23,2,11,2021,9908,3
24,2,11,2021,9585,3
1,3,11,2021,9569,4
2,3,11,2021,9296,4
3,3,11,2021,9129,4
4,3,11,2021,8851,4
5,3,11,2021,8719,4
6,3,11,2021,8666,4
7,3,11,2021,8761,4
8,3,11,2021,8839,4
9,3,11,2021,9133,4
10,3,11,2021,9121,4
11,3,11,2021,9225,4
12,3,11,2021,9802,4
13,3,11,2021,9939,4
14,3,11,2021,9702,4
15,3,11,2021,9562,4
16,3,11,2021,9125,4
17,3,11,2021,9227,4
18,3,11,2021,10806,4
19,3,11,2021,11389,4
20,3,11,2021,11206,4
21,3,11,2021,10947,4
22,3,11,2021,10513,4
23,3,11,2021,10088,4
24,3,11,2021,9673,4
1,4,11,2021,9153,5
2,4,11,2021,8858,5
3,4,11,2021,8548,5
4,4,11,2021,8209,5
5,4,11,2021,8014,5
6,4,11,2021,7839,5
7,4,11,2021,7698,5
8,4,11,2021,7969,5
9,4,11,2021,7858,5
10,4,11,2021,7923,5
11,4,11,2021,8200,5
12,4,11,2021,8891,5
13,4,11,2021,9318,5
14,4,11,2021,8624,5
15,4,11,2021,8756,5
16,4,11,2021,8544,5
17,4,11,2021,8574,5
18,4,11,2021,10300,5
19,4,11,2021,10312,5
20,4,11,2021,9989,5
21,4,11,2021,10052,5
22,4,11,2021,9693,5
23,4,11,2021,9413,5
24,4,11,2021,9067,5
1,5,11,2021,8691,6
2,5,11,2021,8612,6
3,5,11,2021,8523,6
4,5,11,2021,8284,6
5,5,11,2021,8222,6
6,5,11,2021,8394,6
7,5,11,2021,8556,6
8,5,11,2021,8490,6
9,5,11,2021,8533,6
10,5,11,2021,8395,6
11,5,11,2021,8495,6
12,5,11,2021,8535,6
13,5,11,2021,8540,6
14,5,11,2021,8530,6
15,5,11,2021,8775,6
16,5,11,2021,8779,6
17,5,11,2021,8967,6
18,5,11,2021,9228,6
19,5,11,2021,9467,6
20,5,11,2021,9492,6
21,5,11,2021,9035,6
22,5,11,2021,9078,6
23,5,11,2021,8841,6
24,5,11,2021,9030,6
1,6,11,2021,8941,7
2,6,11,2021,8553,7
3,6,11,2021,8504,7
4,6,11,2021,8279,7
5,6,11,2021,8182,7
6,6,11,2021,8253,7
7,6,11,2021,8285,7
8,6,11,2021,8078,7
9,6,11,2021,8660,7
10,6,11,2021,9079,7
11,6,11,2021,8893,7
12,6,11,2021,8918,7
13,6,11,2021,9061,7
14,6,11,2021,8536,7
15,6,11,2021,8126,7
16,6,11,2021,8062,7
17,6,11,2021,8093,7
18,6,11,2021,8862,7
19,6,11,2021,9013,7
20,6,11,2021,9085,7
21,6,11,2021,8902,7
22,6,11,2021,8779,7
23,6,11,2021,8676,7
24,6,11,2021,8708,7
1,7,11,2021,8524,1
2,7,11,2021,8228,1
3,7,11,2021,8108,1
4,7,11,2021,7894,1
5,7,11,2021,7859,1
6,7,11,2021,7863,1
7,7,11,2021,7998,1
8,7,11,2021,7910,1
9,7,11,2021,7947,1
10,7,11,2021,7940,1
11,7,11,2021,8077,1
12,7,11,2021,8477,1
13,7,11,2021,8565,1
14,7,11,2021,8379,1
15,7,11,2021,8249,1
16,7,11,2021,8023,1
17,7,11,2021,7786,1
18,7,11,2021,8503,1
19,7,11,2021,8927,1
20,7,11,2021,8832,1
21,7,11,2021,8526,1
22,7,11,2021,8342,1
23,7,11,2021,8335,1
24,7,11,2021,8796,1
1,8,11,2021,7781,2
2,8,11,2021,7335,2
3,8,11,2021,7137,2
4,8,11,2021,6773,2
5,8,11,2021,6773,2
6,8,11,2021,6832,2
7,8,11,2021,7203,2
8,8,11,2021,7406,2
9,8,11,2021,7494,2
10,8,11,2021,7801,2
11,8,11,2021,8423,2
12,8,11,2021,8762,2
13,8,11,2021,8901,2
14,8,11,2021,8354,2
15,8,11,2021,8128,2
16,8,11,2021,7833,2
17,8,11,2021,8072,2
18,8,11,2021,9565,2
19,8,11,2021,10031,2
20,8,11,2021,9883,2
21,8,11,2021,9503,2
22,8,11,2021,9169,2
23,8,11,2021,8781,2
24,8,11,2021,8325,2
1,9,11,2021,8854,3
2,9,11,2021,8472,3
3,9,11,2021,8172,3
4,9,11,2021,8014,3
5,9,11,2021,7795,3
6,9,11,2021,7946,3
7,9,11,2021,8191,3
8,9,11,2021,8148,3
9,9,11,2021,8466,3
10,9,11,2021,8494,3
11,9,11,2021,8984,3
12,9,11,2021,9343,3
13,9,11,2021,9448,3
14,9,11,2021,9374,3
15,9,11,2021,9154,3
16,9,11,2021,9014,3
17,9,11,2021,9108,3
18,9,11,2021,10801,3
19,9,11,2021,11069,3
20,9,11,2021,10819,3
21,9,11,2021,10573,3
22,9,11,2021,9994,3
23,9,11,2021,9741,3
24,9,11,2021,9316,3
1,10,11,2021,8616,4
2,10,11,2021,8358,4
3,10,11,2021,8084,4
4,10,11,2021,7833,4
5,10,11,2021,7720,4
6,10,11,2021,7823,4
7,10,11,2021,8189,4
8,10,11,2021,8381,4
9,10,11,2021,8434,4
10,10,11,2021,8758,4
11,10,11,2021,9319,4
12,10,11,2021,9955,4
13,10,11,2021,10006,4
14,10,11,2021,9266,4
15,10,11,2021,9146,4
16,10,11,2021,8901,4
17,10,11,2021,8923,4
18,10,11,2021,10866,4
19,10,11,2021,10951,4
20,10,11,2021,10623,4
21,10,11,2021,10372,4
22,10,11,2021,9884,4
23,10,11,2021,9524,4
24,10,11,2021,9028,4
1,11,11,2021,8614,5
2,11,11,2021,8251,5
3,11,11,2021,7851,5
4,11,11,2021,7725,5
5,11,11,2021,7510,5
6,11,11,2021,7469,5
7,11,11,2021,7520,5
8,11,11,2021,7601,5
9,11,11,2021,7571,5
10,11,11,2021,7736,5
11,11,11,2021,7928,5
12,11,11,2021,8523,5
13,11,11,2021,8703,5
14,11,11,2021,8109,5
15,11,11,2021,8032,5
16,11,11,2021,7901,5
17,11,11,2021,8077,5
18,11,11,2021,9673,5
19,11,11,2021,9643,5
20,11,11,2021,9635,5
21,11,11,2021,9534,5
22,11,11,2021,9155,5
23,11,11,2021,8944,5
24,11,11,2021,8584,5
1,12,11,2021,8129,6
2,12,11,2021,7718,6
3,12,11,2021,7390,6
4,12,11,2021,7251,6
5,12,11,2021,7096,6
6,12,11,2021,7074,6
7,12,11,2021,7332,6
8,12,11,2021,7713,6
9,12,11,2021,7855,6
10,12,11,2021,7738,6
11,12,11,2021,8377,6
12,12,11,2021,8930,6
13,12,11,2021,9190,6
14,12,11,2021,8841,6
15,12,11,2021,8843,6
16,12,11,2021,8524,6
17,12,11,2021,8902,6
18,12,11,2021,10326,6
19,12,11,2021,10514,6
20,12,11,2021,10231,6
21,12,11,2021,10026,6
22,12,11,2021,9481,6
23,12,11,2021,9147,6
24,12,11,2021,8719,6
1,13,11,2021,8313,7
2,13,11,2021,7916,7
3,13,11,2021,7761,7
4,13,11,2021,7497,7
5,13,11,2021,7286,7
6,13,11,2021,7420,7
7,13,11,2021,7724,7
8,13,11,2021,8270,7
9,13,11,2021,8401,7
10,13,11,2021,8377,7
11,13,11,2021,8780,7
12,13,11,2021,9009,7
13,13,11,2021,9243,7
14,13,11,2021,9093,7
15,13,11,2021,9049,7
16,13,11,2021,8627,7
17,13,11,2021,8640,7
18,13,11,2021,10373,7
19,13,11,2021,10250,7
20,13,11,2021,10000,7
21,13,11,2021,9779,7
22,13,11,2021,9072,7
23,13,11,2021,8778,7
24,13,11,2021,8331,7
1,14,11,2021,7893,1
2,14,11,2021,7515,1
3,14,11,2021,7151,1
4,14,11,2021,7106,1
5,14,11,2021,6923,1
6,14,11,2021,7064,1
7,14,11,2021,7611,1
8,14,11,2021,8056,1
9,14,11,2021,8075,1
10,14,11,2021,8209,1
11,14,11,2021,8595,1
12,14,11,2021,9073,1
13,14,11,2021,9337,1
14,14,11,2021,9003,1
15,14,11,2021,8731,1
16,14,11,2021,8535,1
17,14,11,2021,8988,1
18,14,11,2021,10531,1
19,14,11,2021,10389,1
20,14,11,2021,10150,1
21,14,11,2021,9697,1
22,14,11,2021,9266,1
23,14,11,2021,8838,1
24,14,11,2021,8487,1
1,15,11,2021,7983,2
2,15,11,2021,7589,2
3,15,11,2021,7368,2
4,15,11,2021,7094,2
5,15,11,2021,7019,2
6,15,11,2021,7118,2
7,15,11,2021,7730,2
8,15,11,2021,8266,2
9,15,11,2021,8375,2
10,15,11,2021,8402,2
11,15,11,2021,8937,2
12,15,11,2021,9306,2
13,15,11,2021,9475,2
14,15,11,2021,9177,2
15,15,11,2021,8985,2
16,15,11,2021,8329,2
17,15,11,2021,8526,2
18,15,11,2021,10610,2
19,15,11,2021,10307,2
20,15,11,2021,10133,2
21,15,11,2021,9881,2
22,15,11,2021,9442,2
23,15,11,2021,8997,2
24,15,11,2021,8614,2
1,16,11,2021,7828,3
2,16,11,2021,7569,3
3,16,11,2021,7358,3
4,16,11,2021,7183,3
5,16,11,2021,7153,3
6,16,11,2021,7259,3
7,16,11,2021,7661,3
8,16,11,2021,8230,3
9,16,11,2021,8356,3
10,16,11,2021,8351,3
11,16,11,2021,8716,3
12,16,11,2021,9141,3
13,16,11,2021,9354,3
14,16,11,2021,9063,3
15,16,11,2021,8994,3
16,16,11,2021,8829,3
17,16,11,2021,9265,3
18,16,11,2021,10559,3
19,16,11,2021,10382,3
20,16,11,2021,10052,3
21,16,11,2021,9769,3
22,16,11,2021,9300,3
23,16,11,2021,8956,3
24,16,11,2021,8470,3
1,17,11,2021,7947,4
2,17,11,2021,7493,4
3,17,11,2021,7233,4
4,17,11,2021,7175,4
5,17,11,2021,7056,4
6,17,11,2021,7117,4
7,17,11,2021,7624,4
8,17,11,2021,8342,4
9,17,11,2021,8490,4
10,17,11,2021,8476,4
11,17,11,2021,8915,4
12,17,11,2021,9295,4
13,17,11,2021,9572,4
14,17,11,2021,9091,4
15,17,11,2021,9082,4
16,17,11,2021,8768,4
17,17,11,2021,8995,4
18,17,11,2021,10671,4
19,17,11,2021,10356,4
20,17,11,2021,10126,4
21,17,11,2021,9821,4
22,17,11,2021,9400,4
23,17,11,2021,9050,4
24,17,11,2021,8662,4
1,18,11,2021,7943,5
2,18,11,2021,7609,5
3,18,11,2021,7321,5
4,18,11,2021,7077,5
5,18,11,2021,6877,5
6,18,11,2021,7042,5
7,18,11,2021,7053,5
8,18,11,2021,7447,5
9,18,11,2021,7449,5
10,18,11,2021,7452,5
11,18,11,2021,7708,5
12,18,11,2021,8157,5
13,18,11,2021,8349,5
14,18,11,2021,7563,5
15,18,11,2021,7450,5
16,18,11,2021,7384,5
17,18,11,2021,7643,5
18,18,11,2021,8903,5
19,18,11,2021,9079,5
20,18,11,2021,9115,5
21,18,11,2021,8901,5
22,18,11,2021,8495,5
23,18,11,2021,8208,5
24,18,11,2021,7817,5
1,19,11,2021,7211,6
2,19,11,2021,6977,6
3,19,11,2021,6725,6
4,19,11,2021,6474,6
5,19,11,2021,6293,6
6,19,11,2021,6572,6
7,19,11,2021,6900,6
8,19,11,2021,7532,6
9,19,11,2021,7569,6
10,19,11,2021,7563,6
11,19,11,2021,7792,6
12,19,11,2021,8315,6
13,19,11,2021,8692,6
14,19,11,2021,8346,6
15,19,11,2021,8347,6
16,19,11,2021,8359,6
17,19,11,2021,8614,6
18,19,11,2021,10131,6
19,19,11,2021,10125,6
20,19,11,2021,9954,6
21,19,11,2021,9709,6
22,19,11,2021,9104,6
23,19,11,2021,8576,6
24,19,11,2021,8274,6
1,20,11,2021,7796,7
2,20,11,2021,7287,7
3,20,11,2021,7135,7
4,20,11,2021,6795,7
5,20,11,2021,6770,7
6,20,11,2021,6946,7
7,20,11,2021,7449,7
8,20,11,2021,8025,7
9,20,11,2021,8201,7
10,20,11,2021,8130,7
11,20,11,2021,8668,7
12,20,11,2021,9012,7
13,20,11,2021,9254,7
14,20,11,2021,8943,7
15,20,11,2021,8712,7
16,20,11,2021,8694,7
17,20,11,2021,9170,7
18,20,11,2021,10549,7
19,20,11,2021,10346,7
20,20,11,2021,10254,7
21,20,11,2021,9946,7
22,20,11,2021,9515,7
23,20,11,2021,8970,7
24,20,11,2021,8553,7
1,21,11,2021,8017,1
2,21,11,2021,7609,1
3,21,11,2021,7304,1
4,21,11,2021,7079,1
5,21,11,2021,7024,1
6,21,11,2021,7089,1
7,21,11,2021,7460,1
8,21,11,2021,8208,1
9,21,11,2021,8282,1
10,21,11,2021,8494,1
11,21,11,2021,8631,1
12,21,11,2021,9135,1
13,21,11,2021,9331,1
14,21,11,2021,8971,1
15,21,11,2021,8663,1
16,21,11,2021,8549,1
17,21,11,2021,9071,1
18,21,11,2021,10526,1
19,21,11,2021,10365,1
20,21,11,2021,10120,1
21,21,11,2021,9754,1
22,21,11,2021,9213,1
23,21,11,2021,8729,1
24,21,11,2021,8383,1
1,22,11,2021,8017,2
2,22,11,2021,7609,2
3,22,11,2021,7304,2
4,22,11,2021,7079,2
5,22,11,2021,7024,2
6,22,11,2021,7089,2
7,22,11,2021,7460,2
8,22,11,2021,8208,2
9,22,11,2021,8282,2
10,22,11,2021,8494,2
11,22,11,2021,8631,2
12,22,11,2021,9135,2
13,22,11,2021,9331,2
14,22,11,2021,8971,2
15,22,11,2021,8663,2
16,22,11,2021,8549,2
17,22,11,2021,9071,2
18,22,11,2021,10526,2
19,22,11,2021,10365,2
20,22,11,2021,10120,2
21,22,11,2021,9754,2
22,22,11,2021,9213,2
23,22,11,2021,8729,2
24,22,11,2021,8383,2
1,23,11,2021,7547,3
2,23,11,2021,7338,3
3,23,11,2021,7155,3
4,23,11,2021,6774,3
5,23,11,2021,6735,3
6,23,11,2021,6923,3
7,23,11,2021,7514,3
8,23,11,2021,7976,3
9,23,11,2021,8114,3
10,23,11,2021,8066,3
11,23,11,2021,8281,3
12,23,11,2021,8684,3
13,23,11,2021,8999,3
14,23,11,2021,8588,3
15,23,11,2021,8590,3
16,23,11,2021,8472,3
17,23,11,2021,8510,3
18,23,11,2021,10156,3
19,23,11,2021,10025,3
20,23,11,2021,9848,3
21,23,11,2021,9531,3
22,23,11,2021,9066,3
23,23,11,2021,8695,3
24,23,11,2021,8189,3
1,24,11,2021,7573,4
2,24,11,2021,7148,4
3,24,11,2021,6884,4
4,24,11,2021,6749,4
5,24,11,2021,6604,4
6,24,11,2021,6840,4
7,24,11,2021,7221,4
8,24,11,2021,7960,4
9,24,11,2021,8260,4
10,24,11,2021,8097,4
11,24,11,2021,8557,4
12,24,11,2021,9081,4
13,24,11,2021,8981,4
14,24,11,2021,8686,4
15,24,11,2021,8626,4
16,24,11,2021,8566,4
17,24,11,2021,8875,4
18,24,11,2021,10107,4
19,24,11,2021,10062,4
20,24,11,2021,9886,4
21,24,11,2021,9600,4
22,24,11,2021,9094,4
23,24,11,2021,8793,4
24,24,11,2021,8388,4
1,25,11,2021,7946,5
2,25,11,2021,7491,5
3,25,11,2021,7138,5
4,25,11,2021,6915,5
5,25,11,2021,6712,5
6,25,11,2021,6695,5
7,25,11,2021,6674,5
8,25,11,2021,7229,5
9,25,11,2021,7150,5
10,25,11,2021,7156,5
11,25,11,2021,7525,5
12,25,11,2021,8214,5
13,25,11,2021,8361,5
14,25,11,2021,7544,5
15,25,11,2021,7404,5
16,25,11,2021,7174,5
17,25,11,2021,7546,5
18,25,11,2021,9187,5
19,25,11,2021,8985,5
20,25,11,2021,9097,5
21,25,11,2021,8839,5
22,25,11,2021,8566,5
23,25,11,2021,8205,5
24,25,11,2021,7679,5
1,26,11,2021,7191,6
2,26,11,2021,6816,6
3,26,11,2021,6560,6
4,26,11,2021,6343,6
5,26,11,2021,6286,6
6,26,11,2021,6524,6
7,26,11,2021,6776,6
8,26,11,2021,7383,6
9,26,11,2021,7467,6
10,26,11,2021,7514,6
11,26,11,2021,7736,6
12,26,11,2021,8155,6
13,26,11,2021,7269,6
14,26,11,2021,7568,6
15,26,11,2021,7831,6
16,26,11,2021,8056,6
17,26,11,2021,8620,6
18,26,11,2021,10259,6
19,26,11,2021,10223,6
20,26,11,2021,10009,6
21,26,11,2021,9725,6
22,26,11,2021,9135,6
23,26,11,2021,8774,6
24,26,11,2021,8414,6
1,27,11,2021,7889,7
2,27,11,2021,7393,7
3,27,11,2021,7277,7
4,27,11,2021,6826,7
5,27,11,2021,6639,7
6,27,11,2021,6908,7
7,27,11,2021,7284,7
8,27,11,2021,7622,7
9,27,11,2021,7626,7
10,27,11,2021,7779,7
11,27,11,2021,8696,7
12,27,11,2021,8916,7
13,27,11,2021,8887,7
14,27,11,2021,8381,7
15,27,11,2021,8196,7
16,27,11,2021,8323,7
17,27,11,2021,8516,7
18,27,11,2021,9563,7
19,27,11,2021,9713,7
20,27,11,2021,9843,7
21,27,11,2021,9542,7
22,27,11,2021,9179,7
23,27,11,2021,8850,7
24,27,11,2021,8329,7
1,28,11,2021,7676,1
2,28,11,2021,7393,1
3,28,11,2021,7099,1
4,28,11,2021,6816,1
5,28,11,2021,6771,1
6,28,11,2021,6963,1
7,28,11,2021,7538,1
8,28,11,2021,7777,1
9,28,11,2021,7872,1
10,28,11,2021,7872,1
11,28,11,2021,8289,1
12,28,11,2021,8456,1
13,28,11,2021,8506,1
14,28,11,2021,8160,1
15,28,11,2021,8256,1
16,28,11,2021,8248,1
17,28,11,2021,8516,1
18,28,11,2021,9564,1
19,28,11,2021,9945,1
20,28,11,2021,10070,1
21,28,11,2021,9598,1
22,28,11,2021,9154,1
23,28,11,2021,8975,1
24,28,11,2021,8561,1
1,29,11,2021,7770,2
2,29,11,2021,7488,2
3,29,11,2021,7378,2
4,29,11,2021,7093,2
5,29,11,2021,7048,2
6,29,11,2021,7215,2
7,29,11,2021,7600,2
8,29,11,2021,7601,2
9,29,11,2021,7489,2
10,29,11,2021,7679,2
11,29,11,2021,8039,2
12,29,11,2021,8535,2
13,29,11,2021,8691,2
14,29,11,2021,8431,2
15,29,11,2021,8313,2
16,29,11,2021,8243,2
17,29,11,2021,8739,2
18,29,11,2021,9728,2
19,29,11,2021,10116,2
20,29,11,2021,10254,2
21,29,11,2021,9645,2
22,29,11,2021,9317,2
23,29,11,2021,8938,2
24,29,11,2021,8577,2
1,30,11,2021,7954,3
2,30,11,2021,7739,3
3,30,11,2021,7412,3
4,30,11,2021,7292,3
5,30,11,2021,7167,3
6,30,11,2021,7436,3
7,30,11,2021,7834,3
8,30,11,2021,8055,3
9,30,11,2021,8012,3
10,30,11,2021,7957,3
11,30,11,2021,8391,3
12,30,11,2021,8691,3
13,30,11,2021,8862,3
14,30,11,2021,8686,3
15,30,11,2021,8523,3
16,30,11,2021,8153,3
17,30,11,2021,8834,3
18,30,11,2021,9983,3
19,30,11,2021,10243,3
20,30,11,2021,10181,3
21,30,11,2021,9976,3
22,30,11,2021,9644,3
23,30,11,2021,9260,3
24,30,11,2021,8763,3
1,1,12,2021,6929,4
2,1,12,2021,6508,4
3,1,12,2021,6226,4
4,1,12,2021,6191,4
5,1,12,2021,6127,4
6,1,12,2021,6358,4
7,1,12,2021,6554,4
8,1,12,2021,7175,4
9,1,12,2021,7633,4
10,1,12,2021,7699,4
11,1,12,2021,7922,4
12,1,12,2021,8254,4
13,1,12,2021,8438,4
14,1,12,2021,8013,4
15,1,12,2021,7889,4
16,1,12,2021,7900,4
17,1,12,2021,8006,4
18,1,12,2021,9514,4
19,1,12,2021,9537,4
20,1,12,2021,9176,4
21,1,12,2021,8848,4
22,1,12,2021,8463,4
23,1,12,2021,7818,4
24,1,12,2021,7373,4
1,2,12,2021,6942,5
2,2,12,2021,6556,5
3,2,12,2021,6266,5
4,2,12,2021,6013,5
5,2,12,2021,6097,5
6,2,12,2021,6327,5
7,2,12,2021,6661,5
8,2,12,2021,7148,5
9,2,12,2021,7717,5
10,2,12,2021,7850,5
11,2,12,2021,8065,5
12,2,12,2021,8400,5
13,2,12,2021,8610,5
14,2,12,2021,8262,5
15,2,12,2021,7991,5
16,2,12,2021,7950,5
17,2,12,2021,8164,5
18,2,12,2021,9379,5
19,2,12,2021,9588,5
20,2,12,2021,9331,5
21,2,12,2021,9055,5
22,2,12,2021,8534,5
23,2,12,2021,8024,5
24,2,12,2021,7620,5
1,3,12,2021,7142,6
2,3,12,2021,6719,6
3,3,12,2021,6460,6
4,3,12,2021,6255,6
5,3,12,2021,6104,6
6,3,12,2021,6157,6
7,3,12,2021,6213,6
8,3,12,2021,6437,6
9,3,12,2021,6276,6
10,3,12,2021,6199,6
11,3,12,2021,6430,6
12,3,12,2021,6698,6
13,3,12,2021,7022,6
14,3,12,2021,6379,6
15,3,12,2021,6240,6
16,3,12,2021,6106,6
17,3,12,2021,6337,6
18,3,12,2021,7953,6
19,3,12,2021,8244,6
20,3,12,2021,8223,6
21,3,12,2021,8251,6
22,3,12,2021,7864,6
23,3,12,2021,7244,6
24,3,12,2021,6850,6
1,4,12,2021,6341,7
2,4,12,2021,6176,7
3,4,12,2021,5923,7
4,4,12,2021,5780,7
