Year,Month,Day,Hour,Demand(kW),Day_of_week,Holiday,Demand(MW),Multiply
2021,6,2,1,214.78,4,1,10739,0.02
2021,6,2,2,217.66,4,1,10883,0.03
2021,6,2,3,220.52,4,1,11026,
2021,6,2,4,214.28,4,1,10714,
2021,6,2,5,207.94,4,1,10397,
2021,6,2,6,203.16,4,1,10158,
2021,6,2,7,198.34,4,1,9917,
2021,6,2,8,197.1,4,1,9855,
2021,6,2,9,195.86,4,1,9793,
2021,6,2,10,188.5,4,1,9425,
2021,6,2,11,181.04,4,1,9052,
2021,6,2,12,174.82,4,1,8741,
2021,6,2,13,168.56,4,1,8428,
2021,6,2,14,166.4,4,1,8320,
2021,6,2,15,164.18,4,1,8209,
2021,6,2,16,163,4,1,8150,
2021,6,2,17,161.76,4,1,8088,
2021,6,2,18,160.58,4,1,8029,
2021,6,2,19,164.66,4,1,8233,
2021,6,2,20,175.58,4,1,8779,
2021,6,2,21,181.18,4,1,9059,
2021,6,2,22,184.16,4,1,9208,
2021,6,2,23,187.02,4,1,9351,
2021,6,2,24,254.54,4,1,12727,
2021,6,3,1,246.16,5,1,12308,
2021,6,3,2,246.16,5,1,12308,
2021,6,3,3,246.16,5,1,12308,
2021,6,3,4,246.16,5,1,12308,
2021,6,3,5,246.16,5,1,12308,
2021,6,3,6,197.62,5,1,9881,
2021,6,3,7,193.72,5,1,9686,
2021,6,3,8,195.64,5,1,9782,
2021,6,3,9,205.08,5,1,10254,
2021,6,3,10,211.66,5,1,10583,
2021,6,3,11,218.62,5,1,10931,
2021,6,3,12,225.8,5,1,11290,
2021,6,3,13,226.38,5,1,11319,
2021,6,3,14,220.94,5,1,11047,
2021,6,3,15,221.4,5,1,11070,
2021,6,3,16,215.42,5,1,10771,
2021,6,3,17,208.36,5,1,10418,
2021,6,3,18,199.46,5,1,9973,
2021,6,3,19,224.6,5,1,11230,
2021,6,3,20,251.44,5,1,12572,
2021,6,3,21,255.08,5,1,12754,
2021,6,3,22,252.56,5,1,12628,
2021,6,3,23,252.68,5,1,12634,
2021,6,3,24,249.52,5,1,12476,
2021,6,4,1,233.06,6,1,11653,
2021,6,4,2,225.52,6,1,11276,
2021,6,4,3,216.58,6,1,10829,
2021,6,4,4,209.8,6,1,10490,
2021,6,4,5,201.94,6,1,10097,
2021,6,4,6,183.92,6,1,9196,
2021,6,4,7,176.2,6,1,8810,
2021,6,4,8,170.86,6,1,8543,
2021,6,4,9,170.82,6,1,8541,
2021,6,4,10,172.24,6,1,8612,
2021,6,4,11,173.8,6,1,8690,
2021,6,4,12,183.06,6,1,9153,
2021,6,4,13,187.6,6,1,9380,
2021,6,4,14,185.92,6,1,9296,
2021,6,4,15,190.96,6,1,9548,
2021,6,4,16,184.9,6,1,9245,
2021,6,4,17,172.9,6,1,8645,
2021,6,4,18,168.32,6,1,8416,
2021,6,4,19,200.2,6,1,10010,
2021,6,4,20,225.38,6,1,11269,
2021,6,4,21,231.68,6,1,11584,
2021,6,4,22,228.76,6,1,11438,
2021,6,4,23,226.42,6,1,11321,
2021,6,4,24,225.14,6,1,11257,
2021,6,5,1,236.42,7,1,11821,
2021,6,5,2,230.76,7,1,11538,
2021,6,5,3,221.98,7,1,11099,
2021,6,5,4,216.46,7,1,10823,
2021,6,5,5,205.6,7,1,10280,
2021,6,5,6,191,7,1,9550,
2021,6,5,7,181.3,7,1,9065,
2021,6,5,8,169.04,7,1,8452,
2021,6,5,9,166.92,7,1,8346,
2021,6,5,10,177.16,7,1,8858,
2021,6,5,11,184.04,7,1,9202,
2021,6,5,12,197.74,7,1,9887,
2021,6,5,13,210.82,7,1,10541,
2021,6,5,14,202.58,7,1,10129,
2021,6,5,15,195.12,7,1,9756,
2021,6,5,16,188.88,7,1,9444,
2021,6,5,17,182.38,7,1,9119,
2021,6,5,18,179.18,7,1,8959,
2021,6,5,19,201.26,7,1,10063,
2021,6,5,20,221.8,7,1,11090,
2021,6,5,21,225.24,7,1,11262,
2021,6,5,22,228.04,7,1,11402,
2021,6,5,23,228.4,7,1,11420,
2021,6,5,24,225.72,7,1,11286,
2021,6,6,1,218.12,1,1,10906,
2021,6,6,2,208.42,1,1,10421,
2021,6,6,3,202.5,1,1,10125,
2021,6,6,4,189.98,1,1,9499,
2021,6,6,5,186.44,1,1,9322,
2021,6,6,6,176.54,1,1,8827,
2021,6,6,7,173.16,1,1,8658,
2021,6,6,8,180.18,1,1,9009,
2021,6,6,9,185.62,1,1,9281,
2021,6,6,10,192.74,1,1,9637,
2021,6,6,11,189.18,1,1,9459,
2021,6,6,12,202.82,1,1,10141,
2021,6,6,13,216.1,1,1,10805,
2021,6,6,14,208.52,1,1,10426,
2021,6,6,15,195.6,1,1,9780,
2021,6,6,16,180.74,1,1,9037,
2021,6,6,17,170.96,1,1,8548,
2021,6,6,18,169.84,1,1,8492,
2021,6,6,19,187.54,1,1,9377,
2021,6,6,20,199.04,1,1,9952,
2021,6,6,21,204.54,1,1,10227,
2021,6,6,22,204.08,1,1,10204,
2021,6,6,23,202.08,1,1,10104,
2021,6,6,24,201.98,1,1,10099,
2021,6,7,1,198.3,2,1,9915,
2021,6,7,2,193.32,2,1,9666,
2021,6,7,3,187.76,2,1,9388,
2021,6,7,4,182.68,2,1,9134,
2021,6,7,5,179.12,2,1,8956,
2021,6,7,6,168.06,2,1,8403,
2021,6,7,7,167.56,2,1,8378,
2021,6,7,8,172.56,2,1,8628,
2021,6,7,9,181.94,2,1,9097,
2021,6,7,10,195.38,2,1,9769,
2021,6,7,11,204.8,2,1,10240,
2021,6,7,12,210.26,2,1,10513,
2021,6,7,13,219.1,2,1,10955,
2021,6,7,14,218.42,2,1,10921,
2021,6,7,15,219.62,2,1,10981,
2021,6,7,16,204.1,2,1,10205,
2021,6,7,17,189.54,2,1,9477,
2021,6,7,18,173.14,2,1,8657,
2021,6,7,19,197.06,2,1,9853,
2021,6,7,20,212.04,2,1,10602,
2021,6,7,21,217.38,2,1,10869,
2021,6,7,22,221.32,2,1,11066,
2021,6,7,23,219.72,2,1,10986,
2021,6,7,24,216.92,2,1,10846,
2021,6,8,1,208.24,3,1,10412,
2021,6,8,2,202.08,3,1,10104,
2021,6,8,3,196.4,3,1,9820,
2021,6,8,4,191.96,3,1,9598,
2021,6,8,5,184.46,3,1,9223,
2021,6,8,6,170.8,3,1,8540,
2021,6,8,7,167.48,3,1,8374,
2021,6,8,8,167.86,3,1,8393,
2021,6,8,9,175.62,3,1,8781,
2021,6,8,10,185.22,3,1,9261,
2021,6,8,11,193.4,3,1,9670,
2021,6,8,12,198.32,3,1,9916,
2021,6,8,13,205.02,3,1,10251,
2021,6,8,14,204.44,3,1,10222,
2021,6,8,15,209.46,3,1,10473,
2021,6,8,16,209.26,3,1,10463,
2021,6,8,17,200.84,3,1,10042,
2021,6,8,18,193.84,3,1,9692,
2021,6,8,19,221.24,3,1,11062,
2021,6,8,20,243.62,3,1,12181,
2021,6,8,21,248.22,3,1,12411,
2021,6,8,22,243.16,3,1,12158,
2021,6,8,23,240.36,3,1,12018,
2021,6,8,24,230.8,3,1,11540,
2021,6,9,1,222.86,4,1,11143,
2021,6,9,2,212.72,4,1,10636,
2021,6,9,3,207.88,4,1,10394,
2021,6,9,4,203.08,4,1,10154,
2021,6,9,5,198.8,4,1,9940,
2021,6,9,6,185.44,4,1,9272,
2021,6,9,7,183,4,1,9150,
2021,6,9,8,182.86,4,1,9143,
2021,6,9,9,191.96,4,1,9598,
2021,6,9,10,203.9,4,1,10195,
2021,6,9,11,206.72,4,1,10336,
2021,6,9,12,211.78,4,1,10589,
2021,6,9,13,210.28,4,1,10514,
2021,6,9,14,208.52,4,1,10426,
2021,6,9,15,217.5,4,1,10875,
2021,6,9,16,217.48,4,1,10874,
2021,6,9,17,211,4,1,10550,
2021,6,9,18,200.24,4,1,10012,
2021,6,9,19,223.4,4,1,11170,
2021,6,9,20,253.66,4,1,12683,
2021,6,9,21,256.06,4,1,12803,
2021,6,9,22,253.48,4,1,12674,
2021,6,9,23,252.24,4,1,12612,
2021,6,9,24,245.8,4,1,12290,
2021,6,10,1,217.84,5,1,10892,
2021,6,10,2,208.16,5,1,10408,
2021,6,10,3,202.82,5,1,10141,
2021,6,10,4,197.6,5,1,9880,
2021,6,10,5,191.92,5,1,9596,
2021,6,10,6,173.82,5,1,8691,
2021,6,10,7,171,5,1,8550,
2021,6,10,8,171.88,5,1,8594,
2021,6,10,9,182.56,5,1,9128,
2021,6,10,10,185.22,5,1,9261,
2021,6,10,11,188.76,5,1,9438,
2021,6,10,12,195.32,5,1,9766,
2021,6,10,13,197.3,5,1,9865,
2021,6,10,14,197.36,5,1,9868,
2021,6,10,15,198.54,5,1,9927,
2021,6,10,16,197.2,5,1,9860,
2021,6,10,17,187.96,5,1,9398,
2021,6,10,18,184.3,5,1,9215,
2021,6,10,19,202.56,5,1,10128,
2021,6,10,20,230.38,5,1,11519,
2021,6,10,21,229.1,5,1,11455,
2021,6,10,22,223.82,5,1,11191,
2021,6,10,23,226.44,5,1,11322,
2021,6,10,24,223.66,5,1,11183,
2021,6,11,1,233.06,6,1,11653,
2021,6,11,2,225.52,6,1,11276,
2021,6,11,3,216.58,6,1,10829,
2021,6,11,4,209.8,6,1,10490,
2021,6,11,5,201.94,6,1,10097,
2021,6,11,6,183.92,6,1,9196,
2021,6,11,7,176.2,6,1,8810,
2021,6,11,8,170.86,6,1,8543,
2021,6,11,9,170.82,6,1,8541,
2021,6,11,10,172.24,6,1,8612,
2021,6,11,11,173.8,6,1,8690,
2021,6,11,12,183.06,6,1,9153,
2021,6,11,13,187.6,6,1,9380,
2021,6,11,14,185.92,6,1,9296,
2021,6,11,15,190.96,6,1,9548,
2021,6,11,16,184.9,6,1,9245,
2021,6,11,17,172.9,6,1,8645,
2021,6,11,18,168.32,6,1,8416,
2021,6,11,19,200.2,6,1,10010,
2021,6,11,20,225.38,6,1,11269,
2021,6,11,21,231.68,6,1,11584,
2021,6,11,22,228.76,6,1,11438,
2021,6,11,23,226.42,6,1,11321,
2021,6,11,24,225.14,6,1,11257,
2021,6,12,1,217.04,7,1,10852,
2021,6,12,2,208.92,7,1,10446,
2021,6,12,3,199.7,7,1,9985,
2021,6,12,4,192.52,7,1,9626,
2021,6,12,5,185.1,7,1,9255,
2021,6,12,6,173.32,7,1,8666,
2021,6,12,7,169.44,7,1,8472,
2021,6,12,8,170.6,7,1,8530,
2021,6,12,9,180.54,7,1,9027,
2021,6,12,10,184.48,7,1,9224,
2021,6,12,11,193.42,7,1,9671,
2021,6,12,12,201.36,7,1,10068,
2021,6,12,13,208.14,7,1,10407,
2021,6,12,14,210.14,7,1,10507,
2021,6,12,15,218.82,7,1,10941,
2021,6,12,16,213.52,7,1,10676,
2021,6,12,17,205.68,7,1,10284,
2021,6,12,18,195.8,7,1,9790,
2021,6,12,19,221.32,7,1,11066,
2021,6,12,20,250.5,7,1,12525,
2021,6,12,21,253.36,7,1,12668,
2021,6,12,22,249.66,7,1,12483,
2021,6,12,23,246.6,7,1,12330,
2021,6,12,24,245.92,7,1,12296,
2021,6,13,1,235.52,1,1,11776,
2021,6,13,2,229.58,1,1,11479,
2021,6,13,3,219.6,1,1,10980,
2021,6,13,4,214.2,1,1,10710,
2021,6,13,5,207.68,1,1,10384,
2021,6,13,6,190.54,1,1,9527,
2021,6,13,7,186.04,1,1,9302,
2021,6,13,8,187.6,1,1,9380,
2021,6,13,9,194.44,1,1,9722,
2021,6,13,10,202.82,1,1,10141,
2021,6,13,11,208.36,1,1,10418,
2021,6,13,12,216.72,1,1,10836,
2021,6,13,13,220.06,1,1,11003,
2021,6,13,14,223.48,1,1,11174,
2021,6,13,15,227.74,1,1,11387,
2021,6,13,16,224.68,1,1,11234,
2021,6,13,17,214.2,1,1,10710,
2021,6,13,18,204.72,1,1,10236,
2021,6,13,19,227.66,1,1,11383,
2021,6,13,20,250.24,1,1,12512,
2021,6,13,21,255.84,1,1,12792,
2021,6,13,22,251.16,1,1,12558,
2021,6,13,23,252.56,1,1,12628,
2021,6,13,24,251.08,1,1,12554,
2021,6,14,1,243.46,2,1,12173,
2021,6,14,2,234.24,2,1,11712,
2021,6,14,3,227.24,2,1,11362,
2021,6,14,4,223.52,2,1,11176,
2021,6,14,5,217.1,2,1,10855,
2021,6,14,6,194.8,2,1,9740,
2021,6,14,7,190.68,2,1,9534,
2021,6,14,8,188.82,2,1,9441,
2021,6,14,9,194.7,2,1,9735,
2021,6,14,10,209.62,2,1,10481,
2021,6,14,11,212.06,2,1,10603,
2021,6,14,12,219.18,2,1,10959,
2021,6,14,13,223.84,2,1,11192,
2021,6,14,14,222.62,2,1,11131,
2021,6,14,15,227.7,2,1,11385,
2021,6,14,16,225.18,2,1,11259,
2021,6,14,17,212.94,2,1,10647,
2021,6,14,18,203.2,2,1,10160,
2021,6,14,19,226.62,2,1,11331,
2021,6,14,20,252.82,2,1,12641,
2021,6,14,21,254.98,2,1,12749,
2021,6,14,22,255.52,2,1,12776,
2021,6,14,23,255.04,2,1,12752,
2021,6,14,24,252.56,2,1,12628,
2021,6,15,1,241.58,3,1,12079,
2021,6,15,2,233.26,3,1,11663,
2021,6,15,3,230.28,3,1,11514,
2021,6,15,4,225.6,3,1,11280,
2021,6,15,5,221.02,3,1,11051,
2021,6,15,6,200.94,3,1,10047,
2021,6,15,7,194.9,3,1,9745,
2021,6,15,8,192.46,3,1,9623,
2021,6,15,9,199,3,1,9950,
2021,6,15,10,204,3,1,10200,
2021,6,15,11,210.8,3,1,10540,
2021,6,15,12,218.96,3,1,10948,
2021,6,15,13,221.48,3,1,11074,
2021,6,15,14,219.88,3,1,10994,
2021,6,15,15,218.56,3,1,10928,
2021,6,15,16,216.58,3,1,10829,
2021,6,15,17,204.84,3,1,10242,
2021,6,15,18,201.14,3,1,10057,
2021,6,15,19,225.88,3,1,11294,
2021,6,15,20,246.52,3,1,12326,
2021,6,15,21,247.04,3,1,12352,
2021,6,15,22,248.12,3,1,12406,
2021,6,15,23,243.34,3,1,12167,
2021,6,15,24,241,3,1,12050,
2021,6,16,1,232.84,4,1,11642,
2021,6,16,2,226.06,4,1,11303,
2021,6,16,3,220.24,4,1,11012,
2021,6,16,4,209.86,4,1,10493,
2021,6,16,5,204.3,4,1,10215,
2021,6,16,6,182.76,4,1,9138,
2021,6,16,7,178.36,4,1,8918,
2021,6,16,8,178.94,4,1,8947,
2021,6,16,9,182.7,4,1,9135,
2021,6,16,10,191.54,4,1,9577,
2021,6,16,11,192.18,4,1,9609,
2021,6,16,12,198.9,4,1,9945,
2021,6,16,13,201.46,4,1,10073,
2021,6,16,14,197.58,4,1,9879,
2021,6,16,15,203.02,4,1,10151,
2021,6,16,16,198.38,4,1,9919,
2021,6,16,17,193.92,4,1,9696,
2021,6,16,18,190.38,4,1,9519,
2021,6,16,19,209.26,4,1,10463,
2021,6,16,20,233.74,4,1,11687,
2021,6,16,21,237.92,4,1,11896,
2021,6,16,22,235.52,4,1,11776,
2021,6,16,23,230.08,4,1,11504,
2021,6,16,24,224.7,4,1,11235,
2021,6,17,1,217.84,5,1,10892,
2021,6,17,2,208.16,5,1,10408,
2021,6,17,3,202.82,5,1,10141,
2021,6,17,4,197.6,5,1,9880,
2021,6,17,5,191.92,5,1,9596,
2021,6,17,6,173.82,5,1,8691,
2021,6,17,7,171,5,1,8550,
2021,6,17,8,171.88,5,1,8594,
2021,6,17,9,182.56,5,1,9128,
2021,6,17,10,185.22,5,1,9261,
2021,6,17,11,188.76,5,1,9438,
2021,6,17,12,195.32,5,1,9766,
2021,6,17,13,197.3,5,1,9865,
2021,6,17,14,197.36,5,1,9868,
2021,6,17,15,198.54,5,1,9927,
2021,6,17,16,197.2,5,1,9860,
2021,6,17,17,187.96,5,1,9398,
2021,6,17,18,184.3,5,1,9215,
2021,6,17,19,202.56,5,1,10128,
2021,6,17,20,230.38,5,1,11519,
2021,6,17,21,229.1,5,1,11455,
2021,6,17,22,223.82,5,1,11191,
2021,6,17,23,226.44,5,1,11322,
2021,6,17,24,223.66,5,1,11183,
2021,6,18,1,214.06,6,1,10703,
2021,6,18,2,202.18,6,1,10109,
2021,6,18,3,194.9,6,1,9745,
2021,6,18,4,187.18,6,1,9359,
2021,6,18,5,178.96,6,1,8948,
2021,6,18,6,157.44,6,1,7872,
2021,6,18,7,156.64,6,1,7832,
2021,6,18,8,152.68,6,1,7634,
2021,6,18,9,147.38,6,1,7369,
2021,6,18,10,151.46,6,1,7573,
2021,6,18,11,152.18,6,1,7609,
2021,6,18,12,162.3,6,1,8115,
2021,6,18,13,170.46,6,1,8523,
2021,6,18,14,162.64,6,1,8132,
2021,6,18,15,162.66,6,1,8133,
2021,6,18,16,155.36,6,1,7768,
2021,6,18,17,149.82,6,1,7491,
2021,6,18,18,154.8,6,1,7740,
2021,6,18,19,179.96,6,1,8998,
2021,6,18,20,208.2,6,1,10410,
2021,6,18,21,212.56,6,1,10628,
2021,6,18,22,208.34,6,1,10417,
2021,6,18,23,201.34,6,1,10067,
2021,6,18,24,197.22,6,1,9861,
2021,6,19,1,189.64,7,1,9482,
2021,6,19,2,182.74,7,1,9137,
2021,6,19,3,175,7,1,8750,
2021,6,19,4,170.36,7,1,8518,
2021,6,19,5,164.58,7,1,8229,
2021,6,19,6,154.34,7,1,7717,
2021,6,19,7,153.66,7,1,7683,
2021,6,19,8,153.52,7,1,7676,
2021,6,19,9,157.66,7,1,7883,
2021,6,19,10,161.1,7,1,8055,
2021,6,19,11,164.16,7,1,8208,
2021,6,19,12,170.6,7,1,8530,
2021,6,19,13,172.98,7,1,8649,
2021,6,19,14,171.96,7,1,8598,
2021,6,19,15,174.42,7,1,8721,
2021,6,19,16,168.4,7,1,8420,
2021,6,19,17,164.68,7,1,8234,
2021,6,19,18,168.78,7,1,8439,
2021,6,19,19,198.98,7,1,9949,
2021,6,19,20,214.12,7,1,10706,
2021,6,19,21,216.42,7,1,10821,
2021,6,19,22,211.66,7,1,10583,
2021,6,19,23,202.54,7,1,10127,
2021,6,19,24,198.46,7,1,9923,
2021,6,20,1,191.48,1,1,9574,
2021,6,20,2,182.52,1,1,9126,
2021,6,20,3,178.64,1,1,8932,
2021,6,20,4,174.24,1,1,8712,
2021,6,20,5,170.72,1,1,8536,
2021,6,20,6,160.72,1,1,8036,
2021,6,20,7,158.58,1,1,7929,
2021,6,20,8,161.62,1,1,8081,
2021,6,20,9,170.46,1,1,8523,
2021,6,20,10,179.32,1,1,8966,
2021,6,20,11,182.82,1,1,9141,
2021,6,20,12,188.18,1,1,9409,
2021,6,20,13,189.58,1,1,9479,
2021,6,20,14,187.32,1,1,9366,
2021,6,20,15,189.86,1,1,9493,
2021,6,20,16,186.54,1,1,9327,
2021,6,20,17,181.98,1,1,9099,
2021,6,20,18,181.3,1,1,9065,
2021,6,20,19,204.02,1,1,10201,
2021,6,20,20,225.02,1,1,11251,
2021,6,20,21,222.3,1,1,11115,
2021,6,20,22,220.62,1,1,11031,
2021,6,20,23,217.62,1,1,10881,
2021,6,20,24,211.78,1,1,10589,
2021,6,21,1,199.44,2,1,9972,
2021,6,21,2,193.74,2,1,9687,
2021,6,21,3,187.58,2,1,9379,
2021,6,21,4,184.16,2,1,9208,
2021,6,21,5,179.14,2,1,8957,
2021,6,21,6,166.74,2,1,8337,
2021,6,21,7,164.82,2,1,8241,
2021,6,21,8,167.94,2,1,8397,
2021,6,21,9,180.52,2,1,9026,
2021,6,21,10,188.56,2,1,9428,
2021,6,21,11,194.78,2,1,9739,
2021,6,21,12,206.28,2,1,10314,
2021,6,21,13,205.2,2,1,10260,
2021,6,21,14,204.4,2,1,10220,
2021,6,21,15,208.08,2,1,10404,
2021,6,21,16,205.92,2,1,10296,
2021,6,21,17,200.88,2,1,10044,
2021,6,21,18,191.76,2,1,9588,
2021,6,21,19,212.78,2,1,10639,
2021,6,21,20,241.26,2,1,12063,
2021,6,21,21,247.12,2,1,12356,
2021,6,21,22,240.38,2,1,12019,
2021,6,21,23,238.54,2,1,11927,
2021,6,21,24,232.34,2,1,11617,
2021,6,22,1,221.48,3,1,11074,
2021,6,22,2,208.84,3,1,10442,
2021,6,22,3,204.22,3,1,10211,
2021,6,22,4,198.14,3,1,9907,
2021,6,22,5,193.76,3,1,9688,
2021,6,22,6,177.82,3,1,8891,
2021,6,22,7,175.06,3,1,8753,
2021,6,22,8,172.46,3,1,8623,
2021,6,22,9,177.38,3,1,8869,
2021,6,22,10,185.98,3,1,9299,
2021,6,22,11,190.8,3,1,9540,
2021,6,22,12,197.68,3,1,9884,
2021,6,22,13,201.64,3,1,10082,
2021,6,22,14,201.62,3,1,10081,
2021,6,22,15,205.3,3,1,10265,
2021,6,22,16,202.8,3,1,10140,
2021,6,22,17,197.24,3,1,9862,
2021,6,22,18,188.44,3,1,9422,
2021,6,22,19,209.96,3,1,10498,
2021,6,22,20,239.4,3,1,11970,
2021,6,22,21,242.12,3,1,12106,
2021,6,22,22,242.9,3,1,12145,
2021,6,22,23,236.2,3,1,11810,
2021,6,22,24,233.12,3,1,11656,
2021,6,23,1,224.16,4,1,11208,
2021,6,23,2,216.78,4,1,10839,
2021,6,23,3,210.66,4,1,10533,
2021,6,23,4,206.42,4,1,10321,
2021,6,23,5,200.56,4,1,10028,
2021,6,23,6,186,4,1,9300,
2021,6,23,7,179.76,4,1,8988,
2021,6,23,8,185.44,4,1,9272,
2021,6,23,9,193.72,4,1,9686,
2021,6,23,10,201.1,4,1,10055,
2021,6,23,11,207.26,4,1,10363,
2021,6,23,12,213.52,4,1,10676,
2021,6,23,13,218.1,4,1,10905,
2021,6,23,14,217.84,4,1,10892,
2021,6,23,15,221.68,4,1,11084,
2021,6,23,16,217.74,4,1,10887,
2021,6,23,17,206.26,4,1,10313,
2021,6,23,18,196.98,4,1,9849,
2021,6,23,19,214.3,4,1,10715,
2021,6,23,20,245.5,4,1,12275,
2021,6,23,21,252.22,4,1,12611,
2021,6,23,22,245.44,4,1,12272,
2021,6,23,23,243.94,4,1,12197,
2021,6,23,24,242.32,4,1,12116,
2021,6,24,1,233.02,5,1,11651,
2021,6,24,2,227.38,5,1,11369,
2021,6,24,3,222.02,5,1,11101,
2021,6,24,4,216.48,5,1,10824,
2021,6,24,5,208.54,5,1,10427,
2021,6,24,6,192.78,5,1,9639,
2021,6,24,7,188.68,5,1,9434,
2021,6,24,8,189.28,5,1,9464,
2021,6,24,9,197.44,5,1,9872,
2021,6,24,10,206.28,5,1,10314,
2021,6,24,11,209.94,5,1,10497,
2021,6,24,12,214.5,5,1,10725,
2021,6,24,13,214.38,5,1,10719,
2021,6,24,14,217.2,5,1,10860,
2021,6,24,15,218.84,5,1,10942,
2021,6,24,16,219.12,5,1,10956,
2021,6,24,17,209.76,5,1,10488,
2021,6,24,18,199.98,5,1,9999,
2021,6,24,19,217,5,1,10850,
2021,6,24,20,246.66,5,1,12333,
2021,6,24,21,252.08,5,1,12604,
2021,6,24,22,250.5,5,1,12525,
2021,6,24,23,249.26,5,1,12463,
2021,6,24,24,247.04,5,1,12352,
2021,6,25,1,238.14,6,1,11907,
2021,6,25,2,231.28,6,1,11564,
2021,6,25,3,221.08,6,1,11054,
2021,6,25,4,218.68,6,1,10934,
2021,6,25,5,212.02,6,1,10601,
2021,6,25,6,192.04,6,1,9602,
2021,6,25,7,184.52,6,1,9226,
2021,6,25,8,181.48,6,1,9074,
2021,6,25,9,181.24,6,1,9062,
2021,6,25,10,182.22,6,1,9111,
2021,6,25,11,186.66,6,1,9333,
2021,6,25,12,191.8,6,1,9590,
2021,6,25,13,198.64,6,1,9932,
2021,6,25,14,193.76,6,1,9688,
2021,6,25,15,199.04,6,1,9952,
2021,6,25,16,191.16,6,1,9558,
2021,6,25,17,182.58,6,1,9129,
2021,6,25,18,172.5,6,1,8625,
2021,6,25,19,196.34,6,1,9817,
2021,6,25,20,227.4,6,1,11370,
2021,6,25,21,240.5,6,1,12025,
2021,6,25,22,241.8,6,1,12090,
2021,6,25,23,242.1,6,1,12105,
2021,6,25,24,238.54,6,1,11927,
2021,6,26,1,232.64,7,1,11632,
2021,6,26,2,223.9,7,1,11195,
2021,6,26,3,219.78,7,1,10989,
2021,6,26,4,211.08,7,1,10554,
2021,6,26,5,205.48,7,1,10274,
2021,6,26,6,186.74,7,1,9337,
2021,6,26,7,185.56,7,1,9278,
2021,6,26,8,184.26,7,1,9213,
2021,6,26,9,186.46,7,1,9323,
2021,6,26,10,191.38,7,1,9569,
2021,6,26,11,195.48,7,1,9774,
2021,6,26,12,201.26,7,1,10063,
2021,6,26,13,207.12,7,1,10356,
2021,6,26,14,207.88,7,1,10394,
2021,6,26,15,216.22,7,1,10811,
2021,6,26,16,210.7,7,1,10535,
2021,6,26,17,206.46,7,1,10323,
2021,6,26,18,198.92,7,1,9946,
2021,6,26,19,226.56,7,1,11328,
2021,6,26,20,249.56,7,1,12478,
2021,6,26,21,258.76,7,1,12938,
2021,6,26,22,252.7,7,1,12635,
2021,6,26,23,251.78,7,1,12589,
2021,6,26,24,251,7,1,12550,
2021,6,27,1,243.34,1,1,12167,
2021,6,27,2,236.14,1,1,11807,
2021,6,27,3,229.4,1,1,11470,
2021,6,27,4,220.68,1,1,11034,
2021,6,27,5,217.26,1,1,10863,
2021,6,27,6,198.28,1,1,9914,
2021,6,27,7,193.92,1,1,9696,
2021,6,27,8,192.74,1,1,9637,
2021,6,27,9,202.56,1,1,10128,
2021,6,27,10,210.06,1,1,10503,
2021,6,27,11,214.04,1,1,10702,
2021,6,27,12,217.76,1,1,10888,
2021,6,27,13,224.12,1,1,11206,
2021,6,27,14,224.2,1,1,11210,
2021,6,27,15,229.52,1,1,11476,
2021,6,27,16,228.42,1,1,11421,
2021,6,27,17,218.98,1,1,10949,
2021,6,27,18,204.64,1,1,10232,
2021,6,27,19,223.8,1,1,11190,
2021,6,27,20,252.54,1,1,12627,
2021,6,27,21,255.84,1,1,12792,
2021,6,27,22,256.3,1,1,12815,
2021,6,27,23,255.58,1,1,12779,
2021,6,27,24,253.94,1,1,12697,
2021,6,28,1,249.06,2,1,12453,
2021,6,28,2,240.26,2,1,12013,
2021,6,28,3,236.74,2,1,11837,
2021,6,28,4,230.68,2,1,11534,
2021,6,28,5,225.42,2,1,11271,
2021,6,28,6,203.5,2,1,10175,
2021,6,28,7,197.12,2,1,9856,
2021,6,28,8,197.88,2,1,9894,
2021,6,28,9,205.12,2,1,10256,
2021,6,28,10,210.02,2,1,10501,
2021,6,28,11,211.54,2,1,10577,
2021,6,28,12,213.88,2,1,10694,
2021,6,28,13,217.16,2,1,10858,
2021,6,28,14,218.52,2,1,10926,
2021,6,28,15,221.78,2,1,11089,
2021,6,28,16,217.02,2,1,10851,
2021,6,28,17,209.34,2,1,10467,
2021,6,28,18,201.52,2,1,10076,
2021,6,28,19,218.3,2,1,10915,
2021,6,28,20,243.96,2,1,12198,
2021,6,28,21,246.7,2,1,12335,
2021,6,28,22,248.08,2,1,12404,
2021,6,28,23,250.86,2,1,12543,
2021,6,28,24,250.88,2,1,12544,
2021,6,29,1,242.94,3,1,12147,
2021,6,29,2,231.14,3,1,11557,
2021,6,29,3,223.6,3,1,11180,
2021,6,29,4,217.04,3,1,10852,
2021,6,29,5,207.2,3,1,10360,
2021,6,29,6,189.22,3,1,9461,
2021,6,29,7,183.2,3,1,9160,
2021,6,29,8,178.92,3,1,8946,
2021,6,29,9,183.92,3,1,9196,
2021,6,29,10,189.48,3,1,9474,
2021,6,29,11,194.64,3,1,9732,
2021,6,29,12,195.02,3,1,9751,
2021,6,29,13,189.6,3,1,9480,
2021,6,29,14,181.9,3,1,9095,
2021,6,29,15,189.4,3,1,9470,
2021,6,29,16,190.08,3,1,9504,
2021,6,29,17,182.66,3,1,9133,
