Year,Month,Day,Hour,Demand(kW),Day_of_week,Holiday
2022,4,10,7,205.04,1,0
2022,4,10,8,208.74,1,0
2022,4,10,9,322.32,1,0
2022,4,10,10,341.43,1,0
2022,4,10,11,347.01,1,0
2022,4,10,12,354.75,1,0
2022,4,10,13,368.31,1,0
2022,4,10,14,374.34,1,0
2022,4,10,15,378.66,1,0
2022,4,10,16,371.67,1,0
2022,4,10,17,367.35,1,0
2022,4,10,18,244.9,1,0
2022,4,10,19,256.68,1,0
2022,4,10,20,255.2,1,0
2022,4,10,21,248.7,1,0
2022,4,10,22,247.82,1,0
2022,4,10,23,248.68,1,0
2022,4,10,24,242.56,1,0
2022,4,11,1,229.32,2,0
2022,4,11,2,220.98,2,0
2022,4,11,3,225.74,2,0
2022,4,11,4,220.0,2,0
2022,4,11,5,205.6,2,0
2022,4,11,6,193.3,2,0
2022,4,11,7,191.02,2,0
2022,4,11,8,194.82,2,0
2022,4,11,9,308.67,2,0
2022,4,11,10,320.67,2,0
2022,4,11,11,326.49,2,0
2022,4,11,12,337.77,2,0
2022,4,11,13,351.15,2,0
2022,4,11,14,361.59,2,0
2022,4,11,15,372.57,2,0
2022,4,11,16,373.38,2,0
2022,4,11,17,358.35,2,0
2022,4,11,18,242.66,2,0
2022,4,11,19,267.94,2,0
2022,4,11,20,278.58,2,0
2022,4,11,21,280.54,2,0
2022,4,11,22,278.92,2,0
2022,4,11,23,270.58,2,0
2022,4,11,24,264.66,2,0
2022,4,12,1,251.96,3,0
2022,4,12,2,238.66,3,0
2022,4,12,3,236.92,3,0
2022,4,12,4,240.66,3,0
2022,4,12,5,222.12,3,0
2022,4,12,6,208.2,3,0
2022,4,12,7,207.42,3,0
2022,4,12,8,212.24,3,0
2022,4,12,9,327.96,3,0
2022,4,12,10,330.57,3,0
2022,4,12,11,343.2,3,0
2022,4,12,12,352.68,3,0
2022,4,12,13,365.55,3,0
2022,4,12,14,378.99,3,0
2022,4,12,15,389.1,3,0
2022,4,12,16,376.38,3,0
2022,4,12,17,369.93,3,0
2022,4,12,18,245.34,3,0
2022,4,12,19,272.56,3,0
2022,4,12,20,283.68,3,0
2022,4,12,21,292.72,3,0
2022,4,12,22,284.04,3,0
2022,4,12,23,282.4,3,0
2022,4,12,24,275.06,3,0
2022,4,13,1,260.38,4,0
2022,4,13,2,255.5,4,0
2022,4,13,3,256.0,4,0
2022,4,13,4,248.08,4,0
2022,4,13,5,228.86,4,0
2022,4,13,6,214.96,4,0
2022,4,13,7,211.36,4,0
2022,4,13,8,207.18,4,0
2022,4,13,9,330.45,4,0
2022,4,13,10,342.45,4,0
2022,4,13,11,350.1,4,0
2022,4,13,12,358.86,4,0
2022,4,13,13,377.7,4,0
2022,4,13,14,383.28,4,0
2022,4,13,15,389.91,4,0
2022,4,13,16,378.96,4,0
2022,4,13,17,369.99,4,0
2022,4,13,18,249.66,4,0
2022,4,13,19,273.92,4,0
2022,4,13,20,287.26,4,0
2022,4,13,21,287.82,4,0
2022,4,13,22,287.04,4,0
2022,4,13,23,281.9,4,0
2022,4,13,24,273.6,4,0
2022,4,14,1,266.78,5,1
2022,4,14,2,260.9,5,1
2022,4,14,3,260.44,5,1
2022,4,14,4,254.0,5,1
2022,4,14,5,235.94,5,1
2022,4,14,6,219.9,5,1
2022,4,14,7,211.66,5,1
2022,4,14,8,207.2,5,1
2022,4,14,9,206.44,5,1
2022,4,14,10,209.42,5,1
2022,4,14,11,212.0,5,1
2022,4,14,12,219.44,5,1
2022,4,14,13,226.02,5,1
2022,4,14,14,237.96,5,1
2022,4,14,15,241.18,5,1
2022,4,14,16,232.86,5,1
2022,4,14,17,233.4,5,1
2022,4,14,18,239.82,5,1
2022,4,14,19,263.98,5,1
2022,4,14,20,263.02,5,1
2022,4,14,21,267.7,5,1
2022,4,14,22,250.82,5,1
2022,4,14,23,253.92,5,1
2022,4,14,24,261.98,5,1
2022,4,15,1,252.7,6,1
2022,4,15,2,244.8,6,1
2022,4,15,3,246.98,6,1
2022,4,15,4,244.22,6,1
2022,4,15,5,230.38,6,1
2022,4,15,6,216.18,6,1
2022,4,15,7,212.04,6,1
2022,4,15,8,208.18,6,1
2022,4,15,9,208.26,6,1
2022,4,15,10,205.92,6,1
2022,4,15,11,215.34,6,1
2022,4,15,12,223.22,6,1
2022,4,15,13,232.92,6,1
2022,4,15,14,225.2,6,1
2022,4,15,15,234.46,6,1
2022,4,15,16,229.66,6,1
2022,4,15,17,229.04,6,1
2022,4,15,18,235.14,6,1
2022,4,15,19,264.52,6,1
2022,4,15,20,273.66,6,1
2022,4,15,21,277.2,6,1
2022,4,15,22,274.42,6,1
2022,4,15,23,270.68,6,1
2022,4,15,24,265.9,6,1
2022,4,16,1,240.52,7,1
2022,4,16,2,233.26,7,1
2022,4,16,3,236.7,7,1
2022,4,16,4,237.36,7,1
2022,4,16,5,236.24,7,1
2022,4,16,6,230.62,7,1
2022,4,16,7,231.04,7,1
2022,4,16,8,229.44,7,1
2022,4,16,9,224.64,7,1
2022,4,16,10,234.96,7,1
2022,4,16,11,232.18,7,1
2022,4,16,12,235.4,7,1
2022,4,16,13,235.34,7,1
2022,4,16,14,240.46,7,1
2022,4,16,15,243.48,7,1
2022,4,16,16,235.1,7,1
2022,4,16,17,241.24,7,1
2022,4,16,18,234.72,7,1
2022,4,16,19,248.66,7,1
2022,4,16,20,247.4,7,1
2022,4,16,21,251.12,7,1
2022,4,16,22,252.22,7,1
2022,4,16,23,251.02,7,1
2022,4,16,24,250.1,7,1
2022,4,17,1,270.54,1,0
2022,4,17,2,263.14,1,0
2022,4,17,3,257.68,1,0
2022,4,17,4,253.36,1,0
2022,4,17,5,241.64,1,0
2022,4,17,6,221.36,1,0
2022,4,17,7,217.34,1,0
2022,4,17,8,218.78,1,0
2022,4,17,9,339.81,1,0
2022,4,17,10,356.07,1,0
2022,4,17,11,363.06,1,0
2022,4,17,12,370.38,1,0
2022,4,17,13,384.75,1,0
2022,4,17,14,393.24,1,0
2022,4,17,15,398.73,1,0
2022,4,17,16,392.1,1,0
2022,4,17,17,380.49,1,0
2022,4,17,18,253.72,1,0
2022,4,17,19,277.68,1,0
2022,4,17,20,285.6,1,0
2022,4,17,21,290.34,1,0
2022,4,17,22,287.64,1,0
2022,4,17,23,280.96,1,0
2022,4,17,24,264.7,1,0
2022,4,18,1,262.42,2,0
2022,4,18,2,253.56,2,0
2022,4,18,3,259.36,2,0
2022,4,18,4,254.72,2,0
2022,4,18,5,245.74,2,0
2022,4,18,6,232.58,2,0
2022,4,18,7,229.76,2,0
2022,4,18,8,230.24,2,0
2022,4,18,9,354.27,2,0
2022,4,18,10,363.9,2,0
2022,4,18,11,363.12,2,0
2022,4,18,12,373.5,2,0
2022,4,18,13,389.64,2,0
2022,4,18,14,402.15,2,0
2022,4,18,15,404.22,2,0
2022,4,18,16,395.97,2,0
2022,4,18,17,395.55,2,0
2022,4,18,18,258.88,2,0
2022,4,18,19,279.82,2,0
2022,4,18,20,291.22,2,0
2022,4,18,21,293.66,2,0
2022,4,18,22,294.5,2,0
2022,4,18,23,289.54,2,0
2022,4,18,24,280.32,2,0
2022,4,19,1,271.34,3,0
2022,4,19,2,264.3,3,0
2022,4,19,3,264.88,3,0
2022,4,19,4,254.64,3,0
2022,4,19,5,238.9,3,0
2022,4,19,6,221.8,3,0
2022,4,19,7,215.74,3,0
2022,4,19,8,218.5,3,0
2022,4,19,9,340.11,3,0
2022,4,19,10,349.14,3,0
2022,4,19,11,359.16,3,0
2022,4,19,12,374.82,3,0
2022,4,19,13,393.81,3,0
2022,4,19,14,403.02,3,0
2022,4,19,15,398.49,3,0
2022,4,19,16,391.02,3,0
2022,4,19,17,397.41,3,0
2022,4,19,18,261.3,3,0
2022,4,19,19,284.02,3,0
2022,4,19,20,291.36,3,0
2022,4,19,21,292.52,3,0
2022,4,19,22,293.32,3,0
2022,4,19,23,287.5,3,0
2022,4,19,24,282.72,3,0
2022,4,20,1,273.82,4,0
2022,4,20,2,257.02,4,0
2022,4,20,3,241.38,4,0
2022,4,20,4,216.54,4,0
2022,4,20,5,184.16,4,0
2022,4,20,6,162.38,4,0
2022,4,20,7,101.42,4,0
2022,4,20,8,85.24,4,0
2022,4,20,9,146.67,4,0
2022,4,20,10,170.94,4,0
2022,4,20,11,188.46,4,0
2022,4,20,12,207.6,4,0
2022,4,20,13,232.29,4,0
2022,4,20,14,245.82,4,0
2022,4,20,15,250.98,4,0
2022,4,20,16,252.48,4,0
2022,4,20,17,260.34,4,0
2022,4,20,18,179.32,4,0
2022,4,20,19,186.98,4,0
2022,4,20,20,191.66,4,0
2022,4,20,21,200.86,4,0
2022,4,20,22,200.78,4,0
2022,4,20,23,194.04,4,0
2022,4,20,24,186.96,4,0
2022,4,21,1,179.5,5,0
2022,4,21,2,172.04,5,0
2022,4,21,3,176.12,5,0
2022,4,21,4,173.5,5,0
2022,4,21,5,149.26,5,0
2022,4,21,6,141.54,5,0
2022,4,21,7,146.82,5,0
2022,4,21,8,155.36,5,0
2022,4,21,9,253.17,5,0
2022,4,21,10,262.23,5,0
2022,4,21,11,273.63,5,0
2022,4,21,12,291.93,5,0
2022,4,21,13,305.67,5,0
2022,4,21,14,320.61,5,0
2022,4,21,15,333.45,5,0
2022,4,21,16,331.32,5,0
2022,4,21,17,326.46,5,0
2022,4,21,18,214.92,5,0
2022,4,21,19,238.84,5,0
2022,4,21,20,251.18,5,0
2022,4,21,21,260.92,5,0
2022,4,21,22,261.12,5,0
2022,4,21,23,257.7,5,0
2022,4,21,24,251.86,5,0
2022,4,22,1,241.92,6,1
2022,4,22,2,230.22,6,1
2022,4,22,3,232.36,6,1
2022,4,22,4,218.46,6,1
2022,4,22,5,200.7,6,1
2022,4,22,6,184.26,6,1
2022,4,22,7,174.6,6,1
2022,4,22,8,172.24,6,1
2022,4,22,9,175.6,6,1
2022,4,22,10,174.5,6,1
2022,4,22,11,176.9,6,1
2022,4,22,12,185.26,6,1
2022,4,22,13,193.68,6,1
2022,4,22,14,189.52,6,1
2022,4,22,15,186.92,6,1
2022,4,22,16,163.64,6,1
2022,4,22,17,161.26,6,1
2022,4,22,18,164.86,6,1
2022,4,22,19,165.04,6,1
2022,4,22,20,170.96,6,1
2022,4,22,21,186.34,6,1
2022,4,22,22,192.68,6,1
2022,4,22,23,188.02,6,1
2022,4,22,24,186.7,6,1
2022,4,23,1,177.7,7,1
2022,4,23,2,173.9,7,1
2022,4,23,3,181.92,7,1
2022,4,23,4,172.16,7,1
2022,4,23,5,156.26,7,1
2022,4,23,6,145.62,7,1
2022,4,23,7,151.62,7,1
2022,4,23,8,164.82,7,1
2022,4,23,9,171.82,7,1
2022,4,23,10,186.24,7,1
2022,4,23,11,198.14,7,1
2022,4,23,12,207.66,7,1
2022,4,23,13,220.22,7,1
2022,4,23,14,236.5,7,1
2022,4,23,15,242.06,7,1
2022,4,23,16,240.92,7,1
2022,4,23,17,236.66,7,1
2022,4,23,18,238.14,7,1
2022,4,23,19,261.74,7,1
2022,4,23,20,272.5,7,1
2022,4,23,21,277.28,7,1
2022,4,23,22,280.42,7,1
2022,4,23,23,277.92,7,1
2022,4,23,24,270.12,7,1
2022,4,24,1,261.94,1,0
2022,4,24,2,255.1,1,0
2022,4,24,3,255.86,1,0
2022,4,24,4,243.34,1,0
2022,4,24,5,227.76,1,0
2022,4,24,6,212.78,1,0
2022,4,24,7,206.58,1,0
2022,4,24,8,207.86,1,0
2022,4,24,9,319.41,1,0
2022,4,24,10,328.47,1,0
2022,4,24,11,352.14,1,0
2022,4,24,12,364.95,1,0
2022,4,24,13,380.76,1,0
2022,4,24,14,387.96,1,0
2022,4,24,15,393.27,1,0
2022,4,24,16,392.58,1,0
2022,4,24,17,390.27,1,0
2022,4,24,18,257.62,1,0
2022,4,24,19,275.24,1,0
2022,4,24,20,283.16,1,0
2022,4,24,21,283.68,1,0
2022,4,24,22,285.76,1,0
2022,4,24,23,281.8,1,0
2022,4,24,24,278.76,1,0
2022,4,25,1,272.22,2,0
2022,4,25,2,265.0,2,0
2022,4,25,3,267.2,2,0
2022,4,25,4,259.6,2,0
2022,4,25,5,242.72,2,0
2022,4,25,6,227.7,2,0
2022,4,25,7,224.98,2,0
2022,4,25,8,222.14,2,0
2022,4,25,9,344.55,2,0
2022,4,25,10,356.94,2,0
2022,4,25,11,367.83,2,0
2022,4,25,12,385.26,2,0
2022,4,25,13,396.75,2,0
2022,4,25,14,406.38,2,0
2022,4,25,15,407.16,2,0
2022,4,25,16,399.6,2,0
2022,4,25,17,402.21,2,0
2022,4,25,18,263.68,2,0
2022,4,25,19,281.2,2,0
2022,4,25,20,292.94,2,0
2022,4,25,21,298.48,2,0
2022,4,25,22,297.76,2,0
2022,4,25,23,296.46,2,0
2022,4,25,24,291.06,2,0
2022,4,26,1,284.84,3,0
2022,4,26,2,276.26,3,0
2022,4,26,3,272.6,3,0
2022,4,26,4,267.86,3,0
2022,4,26,5,253.86,3,0
2022,4,26,6,238.2,3,0
2022,4,26,7,233.36,3,0
2022,4,26,8,232.42,3,0
2022,4,26,9,352.89,3,0
2022,4,26,10,370.53,3,0
2022,4,26,11,383.31,3,0
2022,4,26,12,393.18,3,0
2022,4,26,13,405.6,3,0
2022,4,26,14,417.3,3,0
2022,4,26,15,421.71,3,0
2022,4,26,16,414.33,3,0
2022,4,26,17,407.58,3,0
2022,4,26,18,268.6,3,0
2022,4,26,19,288.94,3,0
2022,4,26,20,295.9,3,0
2022,4,26,21,298.58,3,0
2022,4,26,22,295.32,3,0
2022,4,26,23,283.56,3,0
2022,4,26,24,276.16,3,0
2022,4,27,1,255.44,4,0
2022,4,27,2,246.72,4,0
2022,4,27,3,248.52,4,0
2022,4,27,4,247.14,4,0
2022,4,27,5,232.64,4,0
2022,4,27,6,216.74,4,0
2022,4,27,7,210.78,4,0
2022,4,27,8,213.6,4,0
2022,4,27,9,333.87,4,0
2022,4,27,10,348.54,4,0
2022,4,27,11,360.09,4,0
2022,4,27,12,375.6,4,0
2022,4,27,13,393.18,4,0
2022,4,27,14,401.49,4,0
2022,4,27,15,409.26,4,0
2022,4,27,16,404.01,4,0
2022,4,27,17,398.37,4,0
2022,4,27,18,259.46,4,0
2022,4,27,19,284.1,4,0
2022,4,27,20,294.98,4,0
2022,4,27,21,297.0,4,0
2022,4,27,22,296.06,4,0
2022,4,27,23,289.54,4,0
2022,4,27,24,288.16,4,0
2022,4,28,1,279.7,5,0
2022,4,28,2,276.86,5,0
2022,4,28,3,273.64,5,0
2022,4,28,4,261.3,5,0
2022,4,28,5,248.98,5,0
2022,4,28,6,227.22,5,0
2022,4,28,7,224.36,5,0
2022,4,28,8,227.06,5,0
2022,4,28,9,349.86,5,0
2022,4,28,10,368.34,5,0
2022,4,28,11,370.92,5,0
2022,4,28,12,388.2,5,0
2022,4,28,13,396.03,5,0
2022,4,28,14,407.37,5,0
2022,4,28,15,411.03,5,0
2022,4,28,16,399.72,5,0
2022,4,28,17,397.62,5,0
2022,4,28,18,257.36,5,0
2022,4,28,19,280.1,5,0
2022,4,28,20,291.24,5,0
2022,4,28,21,295.16,5,0
2022,4,28,22,297.62,5,0
2022,4,28,23,295.28,5,0
2022,4,28,24,294.44,5,0
2022,4,29,1,287.76,6,1
2022,4,29,2,282.18,6,1
2022,4,29,3,279.96,6,1
2022,4,29,4,270.82,6,1
2022,4,29,5,256.3,6,1
2022,4,29,6,237.5,6,1
2022,4,29,7,224.74,6,1
2022,4,29,8,222.1,6,1
2022,4,29,9,222.5,6,1
2022,4,29,10,223.62,6,1
2022,4,29,11,224.58,6,1
2022,4,29,12,232.92,6,1
2022,4,29,13,246.08,6,1
2022,4,29,14,239.4,6,1
2022,4,29,15,250.84,6,1
2022,4,29,16,246.78,6,1
2022,4,29,17,244.24,6,1
2022,4,29,18,234.28,6,1
2022,4,29,19,262.26,6,1
2022,4,29,20,254.08,6,1
2022,4,29,21,240.24,6,1
2022,4,29,22,221.0,6,1
2022,4,29,23,208.24,6,1
2022,4,29,24,190.62,6,1
2022,4,30,1,189.18,7,1
2022,4,30,2,182.54,7,1
2022,4,30,3,181.74,7,1
2022,4,30,4,177.12,7,1
2022,4,30,5,164.04,7,1
2022,4,30,6,157.64,7,1
2022,4,30,7,156.26,7,1
2022,4,30,8,157.84,7,1
2022,4,30,9,162.02,7,1
2022,4,30,10,170.76,7,1
2022,4,30,11,175.86,7,1
2022,4,30,12,186.5,7,1
2022,4,30,13,196.72,7,1
2022,4,30,14,205.66,7,1
2022,4,30,15,206.98,7,1
2022,4,30,16,203.28,7,1
2022,4,30,17,200.4,7,1
2022,4,30,18,203.16,7,1
2022,4,30,19,223.06,7,1
2022,4,30,20,223.32,7,1
2022,4,30,21,231.88,7,1
2022,4,30,22,227.7,7,1
2022,4,30,23,218.8,7,1
2022,4,30,24,209.58,7,1
2022,5,1,1,201.76,1,1
2022,5,1,2,188.26,1,1
2022,5,1,3,195.12,1,1
2022,5,1,4,187.92,1,1
2022,5,1,5,171.22,1,1
2022,5,1,6,154.06,1,1
2022,5,1,7,150.86,1,1
2022,5,1,8,152.3,1,1
2022,5,1,9,155.02,1,1
2022,5,1,10,160.76,1,1
2022,5,1,11,167.08,1,1
2022,5,1,12,172.98,1,1
2022,5,1,13,187.6,1,1
2022,5,1,14,194.86,1,1
2022,5,1,15,199.42,1,1
2022,5,1,16,198.02,1,1
2022,5,1,17,194.88,1,1
2022,5,1,18,195.64,1,1
2022,5,1,19,226.64,1,1
2022,5,1,20,233.98,1,1
2022,5,1,21,242.16,1,1
2022,5,1,22,240.46,1,1
2022,5,1,23,242.72,1,1
2022,5,1,24,233.92,1,1
2022,5,2,1,208.12,2,1
2022,5,2,2,193.3,2,1
2022,5,2,3,184.72,2,1
2022,5,2,4,162.76,2,1
2022,5,2,5,130.8,2,1
2022,5,2,6,128.16,2,1
2022,5,2,7,128.18,2,1
2022,5,2,8,128.86,2,1
2022,5,2,9,132.28,2,1
2022,5,2,10,137.62,2,1
2022,5,2,11,143.18,2,1
2022,5,2,12,150.8,2,1
2022,5,2,13,161.88,2,1
2022,5,2,14,176.34,2,1
2022,5,2,15,179.92,2,1
2022,5,2,16,177.88,2,1
2022,5,2,17,174.88,2,1
2022,5,2,18,175.4,2,1
2022,5,2,19,204.9,2,1
2022,5,2,20,214.5,2,1
2022,5,2,21,215.96,2,1
2022,5,2,22,217.64,2,1
2022,5,2,23,215.1,2,1
2022,5,2,24,213.8,2,1
2022,5,3,1,205.62,3,1
2022,5,3,2,200.24,3,1
2022,5,3,3,191.56,3,1
2022,5,3,4,187.72,3,1
2022,5,3,5,180.78,3,1
2022,5,3,6,161.34,3,1
2022,5,3,7,154.02,3,1
2022,5,3,8,139.06,3,1
2022,5,3,9,120.28,3,1
2022,5,3,10,99.02,3,1
2022,5,3,11,90.52,3,1
2022,5,3,12,90.88,3,1
2022,5,3,13,94.86,3,1
2022,5,3,14,99.5,3,1
2022,5,3,15,103.6,3,1
2022,5,3,16,103.96,3,1
2022,5,3,17,109.1,3,1
2022,5,3,18,109.66,3,1
2022,5,3,19,143.72,3,1
2022,5,3,20,154.5,3,1
2022,5,3,21,157.6,3,1
2022,5,3,22,157.26,3,1
2022,5,3,23,154.86,3,1
2022,5,3,24,148.16,3,1
2022,5,4,1,141.72,4,1
2022,5,4,2,136.72,4,1
2022,5,4,3,130.58,4,1
2022,5,4,4,126.44,4,1
2022,5,4,5,122.76,4,1
2022,5,4,6,112.6,4,1
2022,5,4,7,113.7,4,1
2022,5,4,8,112.22,4,1
2022,5,4,9,109.9,4,1
2022,5,4,10,111.98,4,1
2022,5,4,11,121.08,4,1
2022,5,4,12,128.94,4,1
2022,5,4,13,140.2,4,1
2022,5,4,14,148.12,4,1
2022,5,4,15,152.66,4,1
2022,5,4,16,149.48,4,1
2022,5,4,17,139.08,4,1
2022,5,4,18,137.78,4,1
2022,5,4,19,170.32,4,1
2022,5,4,20,188.72,4,1
2022,5,4,21,192.2,4,1
2022,5,4,22,191.98,4,1
2022,5,4,23,191.08,4,1
2022,5,4,24,185.58,4,1
2022,5,5,1,178.7,5,1
2022,5,5,2,171.6,5,1
2022,5,5,3,164.28,5,1
2022,5,5,4,157.38,5,1
2022,5,5,5,145.96,5,1
2022,5,5,6,134.8,5,1
2022,5,5,7,128.72,5,1
2022,5,5,8,130.78,5,1
2022,5,5,9,135.6,5,1
2022,5,5,10,142.84,5,1
2022,5,5,11,148.92,5,1
2022,5,5,12,158.86,5,1
2022,5,5,13,164.54,5,1
2022,5,5,14,174.56,5,1
2022,5,5,15,175.86,5,1
2022,5,5,16,170.28,5,1
2022,5,5,17,157.48,5,1
2022,5,5,18,153.04,5,1
2022,5,5,19,190.7,5,1
2022,5,5,20,200.98,5,1
2022,5,5,21,210.86,5,1
2022,5,5,22,209.74,5,1
2022,5,5,23,208.64,5,1
2022,5,5,24,205.54,5,1
2022,5,6,1,197.42,6,1
2022,5,6,2,189.06,6,1
2022,5,6,3,183.98,6,1
2022,5,6,4,177.7,6,1
2022,5,6,5,171.58,6,1
2022,5,6,6,157.08,6,1
2022,5,6,7,147.88,6,1
2022,5,6,8,147.86,6,1
2022,5,6,9,149.92,6,1
2022,5,6,10,154.16,6,1
2022,5,6,11,138.38,6,1
2022,5,6,12,147.72,6,1
2022,5,6,13,166.26,6,1
2022,5,6,14,164.88,6,1
2022,5,6,15,160.4,6,1
2022,5,6,16,156.44,6,1
2022,5,6,17,150.24,6,1
2022,5,6,18,148.46,6,1
2022,5,6,19,187.52,6,1
2022,5,6,20,203.06,6,1
2022,5,6,21,210.86,6,1
2022,5,6,22,212.04,6,1
2022,5,6,23,210.1,6,1
2022,5,6,24,207.66,6,1
2022,5,7,1,198.54,7,1
2022,5,7,2,192.96,7,1
2022,5,7,3,186.96,7,1
2022,5,7,4,183.82,7,1
2022,5,7,5,180.48,7,1
2022,5,7,6,161.02,7,1
2022,5,7,7,162.36,7,1
2022,5,7,8,160.64,7,1
2022,5,7,9,169.6,7,1
2022,5,7,10,180.9,7,1
2022,5,7,11,185.04,7,1
2022,5,7,12,190.82,7,1
2022,5,7,13,196.84,7,1
2022,5,7,14,201.2,7,1
2022,5,7,15,199.94,7,1
2022,5,7,16,196.94,7,1
2022,5,7,17,187.1,7,1
2022,5,7,18,177.14,7,1
2022,5,7,19,212.2,7,1
2022,5,7,20,232.64,7,1
2022,5,7,21,238.74,7,1
2022,5,7,22,238.94,7,1
2022,5,7,23,237.82,7,1
2022,5,7,24,231.52,7,1
2022,5,8,1,220.68,1,1
2022,5,8,2,219.02,1,1
2022,5,8,3,211.78,1,1
2022,5,8,4,206.16,1,1
2022,5,8,5,201.76,1,1
2022,5,8,6,184.62,1,1
2022,5,8,7,182.78,1,1
2022,5,8,8,184.22,1,1
2022,5,8,9,194.72,1,1
2022,5,8,10,205.46,1,1
2022,5,8,11,212.06,1,1
2022,5,8,12,218.02,1,1
2022,5,8,13,224.9,1,1
2022,5,8,14,223.38,1,1
2022,5,8,15,223.92,1,1
2022,5,8,16,218.92,1,1
2022,5,8,17,215.16,1,1
2022,5,8,18,201.06,1,1
2022,5,8,19,233.22,1,1
2022,5,8,20,252.74,1,1
2022,5,8,21,254.68,1,1
2022,5,8,22,255.78,1,1
2022,5,8,23,253.92,1,1
2022,5,8,24,253.26,1,1
2022,5,9,1,244.1,2,1
2022,5,9,2,232.24,2,1
2022,5,9,3,227.44,2,1
2022,5,9,4,219.58,2,1
2022,5,9,5,212.92,2,1
2022,5,9,6,193.46,2,1
2022,5,9,7,188.2,2,1
2022,5,9,8,187.54,2,1
2022,5,9,9,191.74,2,1
2022,5,9,10,198.1,2,1
2022,5,9,11,203.66,2,1
2022,5,9,12,207.56,2,1
2022,5,9,13,211.72,2,1
2022,5,9,14,207.98,2,1
2022,5,9,15,206.1,2,1
2022,5,9,16,199.6,2,1
2022,5,9,17,189.74,2,1
2022,5,9,18,185.44,2,1
2022,5,9,19,216.2,2,1
2022,5,9,20,232.4,2,1
2022,5,9,21,236.4,2,1
2022,5,9,22,234.4,2,1
2022,5,9,23,230.16,2,1
2022,5,9,24,223.66,2,1
2022,5,10,1,214.46,3,1
2022,5,10,2,208.24,3,1
2022,5,10,3,200.06,3,1
2022,5,10,4,194.2,3,1
2022,5,10,5,188.08,3,1
2022,5,10,6,172.68,3,1
2022,5,10,7,172.44,3,1
2022,5,10,8,172.86,3,1
2022,5,10,9,179.54,3,1
2022,5,10,10,189.78,3,1
2022,5,10,11,191.86,3,1
2022,5,10,12,193.9,3,1
2022,5,10,13,200.56,3,1
2022,5,10,14,192.12,3,1
2022,5,10,15,193.7,3,1
2022,5,10,16,187.68,3,1
2022,5,10,17,186.22,3,1
2022,5,10,18,190.62,3,1
2022,5,10,19,215.54,3,1
2022,5,10,20,227.1,3,1
2022,5,10,21,229.44,3,1
2022,5,10,22,227.22,3,1
2022,5,10,23,220.6,3,1
2022,5,10,24,212.8,3,1
2022,5,11,1,205.9,4,1
2022,5,11,2,201.58,4,1
2022,5,11,3,196.0,4,1
2022,5,11,4,191.64,4,1
2022,5,11,5,184.78,4,1
2022,5,11,6,174.5,4,1
2022,5,11,7,174.12,4,1
2022,5,11,8,179.94,4,1
2022,5,11,9,188.52,4,1
2022,5,11,10,197.94,4,1
2022,5,11,11,202.96,4,1
2022,5,11,12,204.08,4,1
2022,5,11,13,202.44,4,1
2022,5,11,14,188.72,4,1
2022,5,11,15,193.68,4,1
2022,5,11,16,196.06,4,1
2022,5,11,17,194.04,4,1
2022,5,11,18,190.96,4,1
2022,5,11,19,223.86,4,1
2022,5,11,20,225.84,4,1
2022,5,11,21,230.42,4,1
2022,5,11,22,229.7,4,1
2022,5,11,23,222.78,4,1
2022,5,11,24,220.92,4,1
2022,5,12,1,212.18,5,1
2022,5,12,2,202.48,5,1
2022,5,12,3,198.18,5,1
2022,5,12,4,196.4,5,1
2022,5,12,5,189.64,5,1
2022,5,12,6,177.0,5,1
2022,5,12,7,178.26,5,1
2022,5,12,8,179.88,5,1
2022,5,12,9,195.06,5,1
2022,5,12,10,204.88,5,1
2022,5,12,11,209.3,5,1
2022,5,12,12,214.88,5,1
2022,5,12,13,220.96,5,1
2022,5,12,14,222.2,5,1
2022,5,12,15,199.82,5,1
2022,5,12,16,196.52,5,1
2022,5,12,17,197.52,5,1
2022,5,12,18,197.48,5,1
2022,5,12,19,229.92,5,1
2022,5,12,20,249.0,5,1
2022,5,12,21,254.72,5,1
2022,5,12,22,249.62,5,1
2022,5,12,23,249.22,5,1
2022,5,12,24,246.12,5,1
2022,5,13,1,230.04,6,1
2022,5,13,2,222.56,6,1
2022,5,13,3,215.02,6,1
2022,5,13,4,210.6,6,1
2022,5,13,5,202.86,6,1
2022,5,13,6,183.42,6,1
2022,5,13,7,174.94,6,1
2022,5,13,8,170.38,6,1
2022,5,13,9,165.14,6,1
2022,5,13,10,164.6,6,1
2022,5,13,11,170.18,6,1
2022,5,13,12,176.54,6,1
2022,5,13,13,183.06,6,1
2022,5,13,14,171.72,6,1
2022,5,13,15,176.78,6,1
2022,5,13,16,175.54,6,1
2022,5,13,17,170.44,6,1
2022,5,13,18,169.16,6,1
2022,5,13,19,199.42,6,1
2022,5,13,20,214.56,6,1
2022,5,13,21,217.78,6,1
2022,5,13,22,221.4,6,1
2022,5,13,23,217.6,6,1
2022,5,13,24,214.44,6,1
2022,5,14,1,204.96,7,1
2022,5,14,2,194.52,7,1
2022,5,14,3,190.46,7,1
2022,5,14,4,185.44,7,1
2022,5,14,5,184.84,7,1
2022,5,14,6,178.5,7,1
2022,5,14,7,176.82,7,1
2022,5,14,8,179.3,7,1
2022,5,14,9,185.6,7,1
2022,5,14,10,192.5,7,1
2022,5,14,11,196.36,7,1
