Year,Month,Day,Hour,Demand(kW),Day_of_week,Holiday
2021,11,21,3,146.08,1,1
2021,11,21,4,141.58,1,1
2021,11,21,5,140.48,1,1
2021,11,21,6,141.78,1,1
2021,11,21,7,149.2,1,1
2021,11,21,8,164.16,1,1
2021,11,21,9,165.64,1,1
2021,11,21,10,169.88,1,1
2021,11,21,11,172.62,1,1
2021,11,21,12,182.7,1,1
2021,11,21,13,186.62,1,1
2021,11,21,14,179.42,1,1
2021,11,21,15,173.26,1,1
2021,11,21,16,170.98,1,1
2021,11,21,17,181.42,1,1
2021,11,21,18,210.52,1,1
2021,11,21,19,207.3,1,1
2021,11,21,20,202.4,1,1
2021,11,21,21,195.08,1,1
2021,11,21,22,184.26,1,1
2021,11,21,23,174.58,1,1
2021,11,21,24,167.66,1,1
2021,11,22,1,160.34,2,1
2021,11,22,2,152.18,2,1
2021,11,22,3,146.08,2,1
2021,11,22,4,141.58,2,1
2021,11,22,5,140.48,2,1
2021,11,22,6,141.78,2,1
2021,11,22,7,149.2,2,1
2021,11,22,8,164.16,2,1
2021,11,22,9,165.64,2,1
2021,11,22,10,169.88,2,1
2021,11,22,11,172.62,2,1
2021,11,22,12,182.7,2,1
2021,11,22,13,186.62,2,1
2021,11,22,14,179.42,2,1
2021,11,22,15,173.26,2,1
2021,11,22,16,170.98,2,1
2021,11,22,17,181.42,2,1
2021,11,22,18,210.52,2,1
2021,11,22,19,207.3,2,1
2021,11,22,20,202.4,2,1
2021,11,22,21,195.08,2,1
2021,11,22,22,184.26,2,1
2021,11,22,23,174.58,2,1
2021,11,22,24,167.66,2,1
2021,11,23,1,150.94,3,1
2021,11,23,2,146.76,3,1
2021,11,23,3,143.1,3,1
2021,11,23,4,135.48,3,1
2021,11,23,5,134.7,3,1
2021,11,23,6,138.46,3,1
2021,11,23,7,150.28,3,1
2021,11,23,8,159.52,3,1
2021,11,23,9,162.28,3,1
2021,11,23,10,161.32,3,1
2021,11,23,11,165.62,3,1
2021,11,23,12,173.68,3,1
2021,11,23,13,179.98,3,1
2021,11,23,14,171.76,3,1
2021,11,23,15,171.8,3,1
2021,11,23,16,169.44,3,1
2021,11,23,17,170.2,3,1
2021,11,23,18,203.12,3,1
2021,11,23,19,200.5,3,1
2021,11,23,20,196.96,3,1
2021,11,23,21,190.62,3,1
2021,11,23,22,181.32,3,1
2021,11,23,23,173.9,3,1
2021,11,23,24,163.78,3,1
2021,11,24,1,151.46,4,1
2021,11,24,2,142.96,4,1
2021,11,24,3,137.68,4,1
2021,11,24,4,134.98,4,1
2021,11,24,5,132.08,4,1
2021,11,24,6,136.8,4,1
2021,11,24,7,144.42,4,1
2021,11,24,8,159.2,4,1
2021,11,24,9,165.2,4,1
2021,11,24,10,161.94,4,1
2021,11,24,11,171.14,4,1
2021,11,24,12,181.62,4,1
2021,11,24,13,179.62,4,1
2021,11,24,14,173.72,4,1
2021,11,24,15,172.52,4,1
2021,11,24,16,171.32,4,1
2021,11,24,17,177.5,4,1
2021,11,24,18,202.14,4,1
2021,11,24,19,201.24,4,1
2021,11,24,20,197.72,4,1
2021,11,24,21,192.0,4,1
2021,11,24,22,181.88,4,1
2021,11,24,23,175.86,4,1
2021,11,24,24,167.76,4,1
2021,11,25,1,158.92,5,1
2021,11,25,2,149.82,5,1
2021,11,25,3,142.76,5,1
2021,11,25,4,138.3,5,1
2021,11,25,5,134.24,5,1
2021,11,25,6,133.9,5,1
2021,11,25,7,133.48,5,1
2021,11,25,8,144.58,5,1
2021,11,25,9,143.0,5,1
2021,11,25,10,143.12,5,1
2021,11,25,11,150.5,5,1
2021,11,25,12,164.28,5,1
2021,11,25,13,167.22,5,1
2021,11,25,14,150.88,5,1
2021,11,25,15,148.08,5,1
2021,11,25,16,143.48,5,1
2021,11,25,17,150.92,5,1
2021,11,25,18,183.74,5,1
2021,11,25,19,179.7,5,1
2021,11,25,20,181.94,5,1
2021,11,25,21,176.78,5,1
2021,11,25,22,171.32,5,1
2021,11,25,23,164.1,5,1
2021,11,25,24,153.58,5,1
2021,11,26,1,143.82,6,1
2021,11,26,2,136.32,6,1
2021,11,26,3,131.2,6,1
2021,11,26,4,126.86,6,1
2021,11,26,5,125.72,6,1
2021,11,26,6,130.48,6,1
2021,11,26,7,135.52,6,1
2021,11,26,8,147.66,6,1
2021,11,26,9,149.34,6,1
2021,11,26,10,150.28,6,1
2021,11,26,11,154.72,6,1
2021,11,26,12,163.1,6,1
2021,11,26,13,145.38,6,1
2021,11,26,14,151.36,6,1
2021,11,26,15,156.62,6,1
2021,11,26,16,161.12,6,1
2021,11,26,17,172.4,6,1
2021,11,26,18,205.18,6,1
2021,11,26,19,204.46,6,1
2021,11,26,20,200.18,6,1
2021,11,26,21,194.5,6,1
2021,11,26,22,182.7,6,1
2021,11,26,23,175.48,6,1
2021,11,26,24,168.28,6,1
2021,11,27,1,157.78,7,1
2021,11,27,2,147.86,7,1
2021,11,27,3,145.54,7,1
2021,11,27,4,136.52,7,1
2021,11,27,5,132.78,7,1
2021,11,27,6,138.16,7,1
2021,11,27,7,145.68,7,1
2021,11,27,8,152.44,7,1
2021,11,27,9,152.52,7,1
2021,11,27,10,155.58,7,1
2021,11,27,11,173.92,7,1
2021,11,27,12,178.32,7,1
2021,11,27,13,177.74,7,1
2021,11,27,14,167.62,7,1
2021,11,27,15,163.92,7,1
2021,11,27,16,166.46,7,1
2021,11,27,17,170.32,7,1
2021,11,27,18,191.26,7,1
2021,11,27,19,194.26,7,1
2021,11,27,20,196.86,7,1
2021,11,27,21,190.84,7,1
2021,11,27,22,183.58,7,1
2021,11,27,23,177.0,7,1
2021,11,27,24,166.58,7,1
2021,11,28,1,153.52,1,1
2021,11,28,2,147.86,1,1
2021,11,28,3,141.98,1,1
2021,11,28,4,136.32,1,1
2021,11,28,5,135.42,1,1
2021,11,28,6,139.26,1,1
2021,11,28,7,150.76,1,1
2021,11,28,8,155.54,1,1
2021,11,28,9,157.44,1,1
2021,11,28,10,157.44,1,1
2021,11,28,11,165.78,1,1
2021,11,28,12,169.12,1,1
2021,11,28,13,170.12,1,1
2021,11,28,14,163.2,1,1
2021,11,28,15,165.12,1,1
2021,11,28,16,164.96,1,1
2021,11,28,17,170.32,1,1
2021,11,28,18,191.28,1,1
2021,11,28,19,198.9,1,1
2021,11,28,20,201.4,1,1
2021,11,28,21,191.96,1,1
2021,11,28,22,183.08,1,1
2021,11,28,23,179.5,1,1
2021,11,28,24,171.22,1,1
2021,11,29,1,155.4,2,1
2021,11,29,2,149.76,2,1
2021,11,29,3,147.56,2,1
2021,11,29,4,141.86,2,1
2021,11,29,5,140.96,2,1
2021,11,29,6,144.3,2,1
2021,11,29,7,152.0,2,1
2021,11,29,8,152.02,2,1
2021,11,29,9,149.78,2,1
2021,11,29,10,153.58,2,1
2021,11,29,11,160.78,2,1
2021,11,29,12,170.7,2,1
2021,11,29,13,173.82,2,1
2021,11,29,14,168.62,2,1
2021,11,29,15,166.26,2,1
2021,11,29,16,164.86,2,1
2021,11,29,17,174.78,2,1
2021,11,29,18,194.56,2,1
2021,11,29,19,202.32,2,1
2021,11,29,20,205.08,2,1
2021,11,29,21,192.9,2,1
2021,11,29,22,186.34,2,1
2021,11,29,23,178.76,2,1
2021,11,29,24,171.54,2,1
2021,11,30,1,159.08,3,1
2021,11,30,2,154.78,3,1
2021,11,30,3,148.24,3,1
2021,11,30,4,145.84,3,1
2021,11,30,5,143.34,3,1
2021,11,30,6,148.72,3,1
2021,11,30,7,156.68,3,1
2021,11,30,8,161.1,3,1
2021,11,30,9,160.24,3,1
2021,11,30,10,159.14,3,1
2021,11,30,11,167.82,3,1
2021,11,30,12,173.82,3,1
2021,11,30,13,177.24,3,1
2021,11,30,14,173.72,3,1
2021,11,30,15,170.46,3,1
2021,11,30,16,163.06,3,1
2021,11,30,17,176.68,3,1
2021,11,30,18,199.66,3,1
2021,11,30,19,204.86,3,1
2021,11,30,20,203.62,3,1
2021,11,30,21,199.52,3,1
2021,11,30,22,192.88,3,1
2021,11,30,23,185.2,3,1
2021,11,30,24,175.26,3,1
2021,12,1,1,138.58,4,1
2021,12,1,2,130.16,4,1
2021,12,1,3,124.52,4,1
2021,12,1,4,123.82,4,1
2021,12,1,5,122.54,4,1
2021,12,1,6,127.16,4,1
2021,12,1,7,131.08,4,1
2021,12,1,8,143.5,4,1
2021,12,1,9,152.66,4,1
2021,12,1,10,153.98,4,1
2021,12,1,11,158.44,4,1
2021,12,1,12,165.08,4,1
2021,12,1,13,168.76,4,1
2021,12,1,14,160.26,4,1
2021,12,1,15,157.78,4,1
2021,12,1,16,158.0,4,1
2021,12,1,17,160.12,4,1
2021,12,1,18,190.28,4,1
2021,12,1,19,190.74,4,1
2021,12,1,20,183.52,4,1
2021,12,1,21,176.96,4,1
2021,12,1,22,169.26,4,1
2021,12,1,23,156.36,4,1
2021,12,1,24,147.46,4,1
2021,12,2,1,138.84,5,1
2021,12,2,2,131.12,5,1
2021,12,2,3,125.32,5,1
2021,12,2,4,120.26,5,1
2021,12,2,5,121.94,5,1
2021,12,2,6,126.54,5,1
2021,12,2,7,133.22,5,1
2021,12,2,8,142.96,5,1
2021,12,2,9,154.34,5,1
2021,12,2,10,157.0,5,1
2021,12,2,11,161.3,5,1
2021,12,2,12,168.0,5,1
2021,12,2,13,172.2,5,1
2021,12,2,14,165.24,5,1
2021,12,2,15,159.82,5,1
2021,12,2,16,159.0,5,1
2021,12,2,17,163.28,5,1
2021,12,2,18,187.58,5,1
2021,12,2,19,191.76,5,1
2021,12,2,20,186.62,5,1
2021,12,2,21,181.1,5,1
2021,12,2,22,170.68,5,1
2021,12,2,23,160.48,5,1
2021,12,2,24,152.4,5,1
2021,12,3,1,142.84,6,1
2021,12,3,2,134.38,6,1
2021,12,3,3,129.2,6,1
2021,12,3,4,125.1,6,1
2021,12,3,5,122.08,6,1
2021,12,3,6,123.14,6,1
2021,12,3,7,124.26,6,1
2021,12,3,8,128.74,6,1
2021,12,3,9,125.52,6,1
2021,12,3,10,123.98,6,1
2021,12,3,11,128.6,6,1
2021,12,3,12,133.96,6,1
2021,12,3,13,140.44,6,1
2021,12,3,14,127.58,6,1
2021,12,3,15,124.8,6,1
2021,12,3,16,122.12,6,1
2021,12,3,17,126.74,6,1
2021,12,3,18,159.06,6,1
2021,12,3,19,164.88,6,1
2021,12,3,20,164.46,6,1
2021,12,3,21,165.02,6,1
2021,12,3,22,157.28,6,1
2021,12,3,23,144.88,6,1
2021,12,3,24,137.0,6,1
2021,12,4,1,126.82,7,1
2021,12,4,2,123.52,7,1
2021,12,4,3,118.46,7,1
2021,12,4,4,115.6,7,1
2021,12,4,5,113.88,7,1
2021,12,4,6,115.38,7,1
2021,12,4,7,124.74,7,1
2021,12,4,8,134.7,7,1
2021,12,4,9,138.78,7,1
2021,12,4,10,136.84,7,1
2021,12,4,11,133.12,7,1
2021,12,4,12,143.62,7,1
2021,12,4,13,149.58,7,1
2021,12,4,14,145.06,7,1
2021,12,4,15,144.28,7,1
2021,12,4,16,144.74,7,1
2021,12,4,17,157.74,7,1
2021,12,4,18,187.02,7,1
2021,12,4,19,188.18,7,1
2021,12,4,20,181.02,7,1
2021,12,4,21,176.42,7,1
2021,12,4,22,165.72,7,1
2021,12,4,23,154.76,7,1
2021,12,4,24,148.52,7,1
2021,12,5,1,117.76,1,1
2021,12,5,2,135.48,1,1
2021,12,5,3,130.76,1,1
2021,12,5,4,122.54,1,1
2021,12,5,5,118.84,1,1
2021,12,5,6,120.48,1,1
2021,12,5,7,125.72,1,1
2021,12,5,8,131.52,1,1
2021,12,5,9,147.94,1,1
2021,12,5,10,153.76,1,1
2021,12,5,11,153.34,1,1
2021,12,5,12,154.24,1,1
2021,12,5,13,161.88,1,1
2021,12,5,14,159.48,1,1
2021,12,5,15,150.88,1,1
2021,12,5,16,150.8,1,1
2021,12,5,17,149.56,1,1
2021,12,5,18,165.22,1,1
2021,12,5,19,129.92,1,1
2021,12,5,20,179.9,1,1
2021,12,5,21,178.54,1,1
2021,12,5,22,166.7,1,1
2021,12,5,23,152.4,1,1
2021,12,5,24,140.98,1,1
2021,12,6,1,123.38,2,1
2021,12,6,2,117.9,2,1
2021,12,6,3,111.82,2,1
2021,12,6,4,108.64,2,1
2021,12,6,5,106.68,2,1
2021,12,6,6,112.22,2,1
2021,12,6,7,123.42,2,1
2021,12,6,8,129.36,2,1
2021,12,6,9,140.88,2,1
2021,12,6,10,143.98,2,1
2021,12,6,11,142.52,2,1
2021,12,6,12,151.86,2,1
2021,12,6,13,158.56,2,1
2021,12,6,14,148.62,2,1
2021,12,6,15,145.68,2,1
2021,12,6,16,144.38,2,1
2021,12,6,17,149.14,2,1
2021,12,6,18,172.88,2,1
2021,12,6,19,172.34,2,1
2021,12,6,20,169.8,2,1
2021,12,6,21,162.06,2,1
2021,12,6,22,149.76,2,1
2021,12,6,23,140.68,2,1
2021,12,6,24,130.42,2,1
2021,12,7,1,122.24,3,1
2021,12,7,2,117.64,3,1
2021,12,7,3,114.76,3,1
2021,12,7,4,112.96,3,1
2021,12,7,5,113.2,3,1
2021,12,7,6,115.3,3,1
2021,12,7,7,124.52,3,1
2021,12,7,8,138.7,3,1
2021,12,7,9,148.24,3,1
2021,12,7,10,153.24,3,1
2021,12,7,11,155.72,3,1
2021,12,7,12,160.02,3,1
2021,12,7,13,165.44,3,1
2021,12,7,14,156.6,3,1
2021,12,7,15,152.78,3,1
2021,12,7,16,149.86,3,1
2021,12,7,17,156.28,3,1
2021,12,7,18,185.3,3,1
2021,12,7,19,186.42,3,1
2021,12,7,20,180.42,3,1
2021,12,7,21,174.84,3,1
2021,12,7,22,164.32,3,1
2021,12,7,23,155.16,3,1
2021,12,7,24,143.3,3,1
2021,12,8,1,135.44,4,1
2021,12,8,2,128.12,4,1
2021,12,8,3,124.4,4,1
2021,12,8,4,120.18,4,1
2021,12,8,5,118.24,4,1
2021,12,8,6,122.58,4,1
2021,12,8,7,128.8,4,1
2021,12,8,8,143.12,4,1
2021,12,8,9,150.5,4,1
2021,12,8,10,153.1,4,1
2021,12,8,11,153.54,4,1
2021,12,8,12,160.74,4,1
2021,12,8,13,167.14,4,1
2021,12,8,14,159.88,4,1
2021,12,8,15,157.06,4,1
2021,12,8,16,152.28,4,1
2021,12,8,17,159.28,4,1
2021,12,8,18,188.54,4,1
2021,12,8,19,189.2,4,1
2021,12,8,20,183.18,4,1
2021,12,8,21,178.18,4,1
2021,12,8,22,169.08,4,1
2021,12,8,23,156.86,4,1
2021,12,8,24,147.36,4,1
2021,12,9,1,139.32,5,1
2021,12,9,2,131.04,5,1
2021,12,9,3,127.48,5,1
2021,12,9,4,121.48,5,1
2021,12,9,5,119.66,5,1
2021,12,9,6,123.76,5,1
2021,12,9,7,133.0,5,1
2021,12,9,8,141.24,5,1
2021,12,9,9,149.0,5,1
2021,12,9,10,154.46,5,1
2021,12,9,11,156.56,5,1
2021,12,9,12,163.72,5,1
2021,12,9,13,167.62,5,1
2021,12,9,14,158.48,5,1
2021,12,9,15,158.36,5,1
2021,12,9,16,154.6,5,1
2021,12,9,17,158.82,5,1
2021,12,9,18,188.88,5,1
2021,12,9,19,188.38,5,1
2021,12,9,20,183.26,5,1
2021,12,9,21,178.34,5,1
2021,12,9,22,168.92,5,1
2021,12,9,23,157.84,5,1
2021,12,9,24,151.36,5,1
2021,12,10,1,142.6,6,1
2021,12,10,2,133.7,6,1
2021,12,10,3,127.76,6,1
2021,12,10,4,127.14,6,1
2021,12,10,5,121.12,6,1
2021,12,10,6,122.84,6,1
2021,12,10,7,123.66,6,1
2021,12,10,8,129.52,6,1
2021,12,10,9,128.06,6,1
2021,12,10,10,125.78,6,1
2021,12,10,11,127.82,6,1
2021,12,10,12,135.02,6,1
2021,12,10,13,141.06,6,1
2021,12,10,14,126.9,6,1
2021,12,10,15,120.68,6,1
2021,12,10,16,121.24,6,1
2021,12,10,17,126.14,6,1
2021,12,10,18,158.92,6,1
2021,12,10,19,164.28,6,1
2021,12,10,20,162.54,6,1
2021,12,10,21,161.0,6,1
2021,12,10,22,153.26,6,1
2021,12,10,23,145.02,6,1
2021,12,10,24,135.08,6,1
2021,12,11,1,126.62,7,1
2021,12,11,2,117.66,7,1
2021,12,11,3,115.32,7,1
2021,12,11,4,111.94,7,1
2021,12,11,5,110.3,7,1
2021,12,11,6,114.66,7,1
2021,12,11,7,124.24,7,1
2021,12,11,8,132.32,7,1
2021,12,11,9,135.72,7,1
2021,12,11,10,132.84,7,1
2021,12,11,11,138.68,7,1
2021,12,11,12,145.06,7,1
2021,12,11,13,149.7,7,1
2021,12,11,14,142.54,7,1
2021,12,11,15,143.64,7,1
2021,12,11,16,139.36,7,1
2021,12,11,17,154.62,7,1
2021,12,11,18,183.04,7,1
2021,12,11,19,186.52,7,1
2021,12,11,20,180.64,7,1
2021,12,11,21,178.2,7,1
2021,12,11,22,165.22,7,1
2021,12,11,23,155.04,7,1
2021,12,11,24,143.88,7,1
2021,12,12,1,133.64,1,1
2021,12,12,2,126.7,1,1
2021,12,12,3,120.96,1,1
2021,12,12,4,118.64,1,1
2021,12,12,5,117.14,1,1
2021,12,12,6,120.14,1,1
2021,12,12,7,128.64,1,1
2021,12,12,8,136.76,1,1
2021,12,12,9,149.1,1,1
2021,12,12,10,148.4,1,1
2021,12,12,11,148.66,1,1
2021,12,12,12,156.66,1,1
2021,12,12,13,159.38,1,1
2021,12,12,14,152.38,1,1
2021,12,12,15,147.28,1,1
2021,12,12,16,147.12,1,1
2021,12,12,17,153.18,1,1
2021,12,12,18,182.9,1,1
2021,12,12,19,184.92,1,1
2021,12,12,20,179.94,1,1
2021,12,12,21,173.74,1,1
2021,12,12,22,164.2,1,1
2021,12,12,23,150.54,1,1
2021,12,12,24,141.66,1,1
2021,12,13,1,134.14,2,1
2021,12,13,2,125.72,2,1
2021,12,13,3,119.42,2,1
2021,12,13,4,116.4,2,1
2021,12,13,5,115.54,2,1
2021,12,13,6,120.98,2,1
2021,12,13,7,127.38,2,1
2021,12,13,8,136.8,2,1
2021,12,13,9,146.22,2,1
2021,12,13,10,144.9,2,1
2021,12,13,11,147.92,2,1
2021,12,13,12,155.38,2,1
2021,12,13,13,159.68,2,1
2021,12,13,14,150.1,2,1
2021,12,13,15,150.24,2,1
2021,12,13,16,148.64,2,1
2021,12,13,17,151.1,2,1
2021,12,13,18,184.6,2,1
2021,12,13,19,186.26,2,1
2021,12,13,20,178.96,2,1
2021,12,13,21,176.66,2,1
2021,12,13,22,164.46,2,1
2021,12,13,23,150.54,2,1
2021,12,13,24,143.46,2,1
2021,12,14,1,132.38,3,1
2021,12,14,2,124.22,3,1
2021,12,14,3,120.6,3,1
2021,12,14,4,118.44,3,1
2021,12,14,5,116.28,3,1
2021,12,14,6,118.38,3,1
2021,12,14,7,125.66,3,1
2021,12,14,8,138.68,3,1
2021,12,14,9,145.38,3,1
2021,12,14,10,146.7,3,1
2021,12,14,11,148.4,3,1
2021,12,14,12,152.76,3,1
2021,12,14,13,158.9,3,1
2021,12,14,14,147.88,3,1
2021,12,14,15,146.38,3,1
2021,12,14,16,146.84,3,1
2021,12,14,17,155.66,3,1
2021,12,14,18,177.2,3,1
2021,12,14,19,181.12,3,1
2021,12,14,20,180.42,3,1
2021,12,14,21,177.96,3,1
2021,12,14,22,167.26,3,1
2021,12,14,23,156.4,3,1
2021,12,14,24,146.08,3,1
2021,12,15,1,134.74,4,1
2021,12,15,2,125.9,4,1
2021,12,15,3,121.44,4,1
2021,12,15,4,118.22,4,1
2021,12,15,5,115.86,4,1
2021,12,15,6,120.12,4,1
2021,12,15,7,128.02,4,1
2021,12,15,8,141.06,4,1
2021,12,15,9,149.0,4,1
2021,12,15,10,147.72,4,1
2021,12,15,11,152.36,4,1
2021,12,15,12,156.56,4,1
2021,12,15,13,161.24,4,1
2021,12,15,14,154.36,4,1
2021,12,15,15,150.76,4,1
2021,12,15,16,149.46,4,1
2021,12,15,17,155.24,4,1
2021,12,15,18,180.02,4,1
2021,12,15,19,182.74,4,1
2021,12,15,20,176.5,4,1
2021,12,15,21,173.22,4,1
2021,12,15,22,164.36,4,1
2021,12,15,23,153.72,4,1
2021,12,15,24,144.0,4,1
2021,12,16,1,133.02,5,1
2021,12,16,2,125.98,5,1
2021,12,16,3,121.48,5,1
2021,12,16,4,118.5,5,1
2021,12,16,5,115.7,5,1
2021,12,16,6,116.88,5,1
2021,12,16,7,119.14,5,1
2021,12,16,8,122.92,5,1
2021,12,16,9,121.76,5,1
2021,12,16,10,119.6,5,1
2021,12,16,11,121.54,5,1
2021,12,16,12,129.6,5,1
2021,12,16,13,136.48,5,1
2021,12,16,14,131.22,5,1
2021,12,16,15,119.68,5,1
2021,12,16,16,115.82,5,1
2021,12,16,17,118.04,5,1
2021,12,16,18,152.46,5,1
2021,12,16,19,155.9,5,1
2021,12,16,20,156.04,5,1
2021,12,16,21,154.04,5,1
2021,12,16,22,147.22,5,1
2021,12,16,23,136.26,5,1
2021,12,16,24,127.64,5,1
2021,12,17,1,118.86,6,1
2021,12,17,2,112.1,6,1
2021,12,17,3,107.26,6,1
2021,12,17,4,104.06,6,1
2021,12,17,5,103.34,6,1
2021,12,17,6,107.44,6,1
2021,12,17,7,110.26,6,1
2021,12,17,8,118.6,6,1
2021,12,17,9,122.68,6,1
2021,12,17,10,120.42,6,1
2021,12,17,11,122.24,6,1
2021,12,17,12,128.36,6,1
2021,12,17,13,136.72,6,1
2021,12,17,14,118.84,6,1
2021,12,17,15,115.06,6,1
2021,12,17,16,114.16,6,1
2021,12,17,17,118.2,6,1
2021,12,17,18,150.7,6,1
2021,12,17,19,159.1,6,1
2021,12,17,20,157.14,6,1
2021,12,17,21,155.02,6,1
2021,12,17,22,146.16,6,1
2021,12,17,23,136.8,6,1
2021,12,17,24,126.92,6,1
2021,12,18,1,119.34,7,1
2021,12,18,2,112.26,7,1
2021,12,18,3,108.78,7,1
2021,12,18,4,107.0,7,1
2021,12,18,5,105.34,7,1
2021,12,18,6,111.32,7,1
2021,12,18,7,117.76,7,1
2021,12,18,8,128.92,7,1
2021,12,18,9,127.8,7,1
2021,12,18,10,131.08,7,1
2021,12,18,11,125.9,7,1
2021,12,18,12,138.76,7,1
2021,12,18,13,144.88,7,1
2021,12,18,14,140.42,7,1
2021,12,18,15,140.04,7,1
2021,12,18,16,138.58,7,1
2021,12,18,17,142.4,7,1
2021,12,18,18,176.88,7,1
2021,12,18,19,180.94,7,1
2021,12,18,20,178.0,7,1
2021,12,18,21,169.82,7,1
2021,12,18,22,159.98,7,1
2021,12,18,23,148.36,7,1
2021,12,18,24,138.66,7,1
2021,12,19,1,127.08,1,1
2021,12,19,2,120.94,1,1
2021,12,19,3,116.68,1,1
2021,12,19,4,113.7,1,1
2021,12,19,5,112.22,1,1
2021,12,19,6,118.54,1,1
2021,12,19,7,123.54,1,1
2021,12,19,8,136.18,1,1
2021,12,19,9,141.98,1,1
2021,12,19,10,145.52,1,1
2021,12,19,11,146.4,1,1
2021,12,19,12,152.88,1,1
2021,12,19,13,157.06,1,1
2021,12,19,14,152.24,1,1
2021,12,19,15,147.04,1,1
2021,12,19,16,146.68,1,1
2021,12,19,17,151.18,1,1
2021,12,19,18,180.9,1,1
2021,12,19,19,181.22,1,1
2021,12,19,20,178.38,1,1
2021,12,19,21,172.66,1,1
2021,12,19,22,161.62,1,1
2021,12,19,23,149.36,1,1
2021,12,19,24,138.76,1,1
2021,12,20,1,129.9,2,1
2021,12,20,2,123.28,2,1
2021,12,20,3,117.58,2,1
2021,12,20,4,113.68,2,1
2021,12,20,5,114.18,2,1
2021,12,20,6,114.34,2,1
2021,12,20,7,126.34,2,1
2021,12,20,8,139.6,2,1
2021,12,20,9,147.12,2,1
2021,12,20,10,146.06,2,1
2021,12,20,11,148.0,2,1
2021,12,20,12,152.08,2,1
2021,12,20,13,159.54,2,1
2021,12,20,14,152.28,2,1
2021,12,20,15,148.5,2,1
2021,12,20,16,148.54,2,1
2021,12,20,17,151.64,2,1
2021,12,20,18,181.36,2,1
2021,12,20,19,181.64,2,1
2021,12,20,20,177.6,2,1
2021,12,20,21,169.0,2,1
2021,12,20,22,163.16,2,1
2021,12,20,23,151.98,2,1
2021,12,20,24,141.72,2,1
2021,12,21,1,132.46,3,1
2021,12,21,2,122.44,3,1
2021,12,21,3,122.06,3,1
2021,12,21,4,116.92,3,1
2021,12,21,5,115.98,3,1
2021,12,21,6,119.62,3,1
2021,12,21,7,130.46,3,1
2021,12,21,8,137.08,3,1
2021,12,21,9,147.84,3,1
2021,12,21,10,146.12,3,1
2021,12,21,11,151.74,3,1
2021,12,21,12,156.06,3,1
2021,12,21,13,163.46,3,1
2021,12,21,14,156.46,3,1
2021,12,21,15,151.6,3,1
2021,12,21,16,152.64,3,1
2021,12,21,17,154.72,3,1
2021,12,21,18,183.86,3,1
2021,12,21,19,186.72,3,1
2021,12,21,20,179.68,3,1
2021,12,21,21,175.2,3,1
2021,12,21,22,165.9,3,1
2021,12,21,23,155.44,3,1
2021,12,21,24,141.04,3,1
2021,12,22,1,132.26,4,1
2021,12,22,2,126.0,4,1
2021,12,22,3,121.18,4,1
2021,12,22,4,117.26,4,1
2021,12,22,5,116.64,4,1
2021,12,22,6,120.82,4,1
2021,12,22,7,128.24,4,1
2021,12,22,8,141.84,4,1
2021,12,22,9,148.02,4,1
2021,12,22,10,151.64,4,1
2021,12,22,11,152.5,4,1
2021,12,22,12,159.18,4,1
2021,12,22,13,164.02,4,1
2021,12,22,14,156.24,4,1
2021,12,22,15,150.6,4,1
2021,12,22,16,151.38,4,1
2021,12,22,17,153.82,4,1
2021,12,22,18,183.42,4,1
2021,12,22,19,186.24,4,1
2021,12,22,20,180.64,4,1
2021,12,22,21,172.84,4,1
2021,12,22,22,165.3,4,1
2021,12,22,23,154.5,4,1
2021,12,22,24,144.18,4,1
2021,12,23,1,135.32,5,1
2021,12,23,2,125.84,5,1
2021,12,23,3,122.74,5,1
2021,12,23,4,118.66,5,1
2021,12,23,5,117.06,5,1
2021,12,23,6,120.46,5,1
2021,12,23,7,126.92,5,1
2021,12,23,8,139.1,5,1
2021,12,23,9,147.18,5,1
2021,12,23,10,147.76,5,1
2021,12,23,11,151.64,5,1
2021,12,23,12,158.54,5,1
2021,12,23,13,163.78,5,1
2021,12,23,14,153.04,5,1
2021,12,23,15,153.44,5,1
2021,12,23,16,148.88,5,1
2021,12,23,17,152.8,5,1
2021,12,23,18,176.74,5,1
2021,12,23,19,183.98,5,1
2021,12,23,20,180.36,5,1
2021,12,23,21,174.8,5,1
2021,12,23,22,166.46,5,1
2021,12,23,23,153.56,5,1
2021,12,23,24,144.64,5,1
2021,12,24,1,134.46,6,1
2021,12,24,2,126.72,6,1
2021,12,24,3,121.98,6,1
2021,12,24,4,118.82,6,1
2021,12,24,5,116.74,6,1
2021,12,24,6,121.12,6,1
2021,12,24,7,118.54,6,1
2021,12,24,8,125.1,6,1
2021,12,24,9,128.68,6,1
2021,12,24,10,126.32,6,1
2021,12,24,11,128.4,6,1
2021,12,24,12,134.0,6,1
2021,12,24,13,144.9,6,1
2021,12,24,14,124.36,6,1
2021,12,24,15,121.28,6,1
2021,12,24,16,119.32,6,1
2021,12,24,17,124.88,6,1
2021,12,24,18,153.08,6,1
2021,12,24,19,161.1,6,1
2021,12,24,20,161.9,6,1
2021,12,24,21,159.5,6,1
2021,12,24,22,152.94,6,1
2021,12,24,23,141.24,6,1
2021,12,24,24,133.54,6,1
2021,12,25,1,124.66,7,1
2021,12,25,2,116.8,7,1
2021,12,25,3,111.62,7,1
2021,12,25,4,109.04,7,1
2021,12,25,5,109.06,7,1
2021,12,25,6,112.9,7,1
2021,12,25,7,119.98,7,1
