Year,Month,Day,Hour,Demand
2016,10,8,23,1011.1281
2016,10,9,0,961.8658
2016,10,9,1,925.3066
2016,10,9,2,902.6582
2016,10,9,3,888.084
2016,10,9,4,868.3881
2016,10,9,5,871.1236
2016,10,9,6,808.0912
2016,10,9,7,853.237
2016,10,9,8,919.9413
2016,10,9,9,992.7819
2016,10,9,10,1075.6235
2016,10,9,11,1120.9885
2016,10,9,12,1139.9827
2016,10,9,13,1143.3038
2016,10,9,14,1150.84
2016,10,9,15,1138.9141
2016,10,9,16,1119.7913
2016,10,9,17,1104.4368
2016,10,9,18,1193.0248
2016,10,9,19,1178.6439
2016,10,9,20,1185.0793
2016,10,9,21,1161.4864
2016,10,9,22,1112.4026
2016,10,9,23,1049.6825
2016,10,10,0,982.2028
2016,10,10,1,921.7002
2016,10,10,2,909.8173
2016,10,10,3,892.6535
2016,10,10,4,906.3798
2016,10,10,5,939.9484
2016,10,10,6,958.575
2016,10,10,7,1083.4546
2016,10,10,8,1260.7722
2016,10,10,9,1357.4382
2016,10,10,10,1427.6266
2016,10,10,11,1463.0527
2016,10,10,12,1471.3892
2016,10,10,13,1488.1092
2016,10,10,14,1500.0346
2016,10,10,15,1471.1141
2016,10,10,16,1383.7522
2016,10,10,17,1284.3107
2016,10,10,18,1316.1401
2016,10,10,19,1302.503
2016,10,10,20,1280.48
2016,10,10,21,1232.8759
2016,10,10,22,1156.8809
2016,10,10,23,1110.7547
2016,10,11,0,1036.4242
2016,10,11,1,993.2416
2016,10,11,2,961.5377
2016,10,11,3,940.5846
2016,10,11,4,935.8091
2016,10,11,5,960.9973
2016,10,11,6,974.2712
2016,10,11,7,1090.6322
2016,10,11,8,1280.2509
2016,10,11,9,1361.2956
2016,10,11,10,1437.9303
2016,10,11,11,1477.6403
2016,10,11,12,1483.0291
2016,10,11,13,1491.2786
2016,10,11,14,1469.7985
2016,10,11,15,1417.2693
2016,10,11,16,1315.4229
2016,10,11,17,1210.8909
2016,10,11,18,1237.7391
2016,10,11,19,1244.8262
2016,10,11,20,1223.9573
2016,10,11,21,1174.7283
2016,10,11,22,1117.7951
2016,10,11,23,1057.0167
2016,10,12,0,1004.3729
2016,10,12,1,965.2485
2016,10,12,2,939.7293
2016,10,12,3,920.0476
2016,10,12,4,917.8046
2016,10,12,5,939.8117
2016,10,12,6,949.9575
2016,10,12,7,1053.6523
2016,10,12,8,1206.2245
2016,10,12,9,1274.839
2016,10,12,10,1331.2427
2016,10,12,11,1347.9789
2016,10,12,12,1317.4736
2016,10,12,13,1326.6977
2016,10,12,14,1321.283
2016,10,12,15,1274.8136
2016,10,12,16,1230.4194
2016,10,12,17,1170.3409
2016,10,12,18,1216.3919
2016,10,12,19,1232.2438
2016,10,12,20,1217.9643
2016,10,12,21,1174.954
2016,10,12,22,1118.7148
2016,10,12,23,1049.8807
2016,10,13,0,989.3929
2016,10,13,1,953.4601
2016,10,13,2,919.8898
2016,10,13,3,906.4164
2016,10,13,4,909.3727
2016,10,13,5,937.0813
2016,10,13,6,948.5699
2016,10,13,7,1082.753
2016,10,13,8,1260.1671
2016,10,13,9,1333.4114
2016,10,13,10,1407.4817
2016,10,13,11,1349.7911
2016,10,13,12,1359.7223
2016,10,13,13,1434.2073
2016,10,13,14,1467.1471
2016,10,13,15,1441.1765
2016,10,13,16,1357.3831
2016,10,13,17,1270.3991
2016,10,13,18,1296.0952
2016,10,13,19,1312.0333
2016,10,13,20,1288.297
2016,10,13,21,1243.8653
2016,10,13,22,1184.0081
2016,10,13,23,1100.056
2016,10,14,0,1056.3578
2016,10,14,1,1000.3875
2016,10,14,2,961.2267
2016,10,14,3,942.376
2016,10,14,4,931.1001
2016,10,14,5,946.0771
2016,10,14,6,952.4276
2016,10,14,7,1087.5264
2016,10,14,8,1275.0264
2016,10,14,9,1368.4094
2016,10,14,10,1447.5885
2016,10,14,11,1491.0417
2016,10,14,12,1488.318
2016,10,14,13,1521.9151
2016,10,14,14,1534.6912
2016,10,14,15,1508.3051
2016,10,14,16,1425.9243
2016,10,14,17,1304.4721
2016,10,14,18,1336.9376
2016,10,14,19,1338.2678
2016,10,14,20,1305.9157
2016,10,14,21,1284.1247
2016,10,14,22,1228.5929
2016,10,14,23,1177.5282
2016,10,15,0,1117.638
2016,10,15,1,1073.3849
2016,10,15,2,1041.5511
2016,10,15,3,1013.8243
2016,10,15,4,1003.6838
2016,10,15,5,1003.5803
2016,10,15,6,975.5506
2016,10,15,7,1039.965
2016,10,15,8,1182.5707
2016,10,15,9,1274.8626
2016,10,15,10,1345.0518
2016,10,15,11,1352.6841
2016,10,15,12,1328.2688
2016,10,15,13,1315.8499
2016,10,15,14,1295.1403
2016,10,15,15,1234.7618
2016,10,15,16,1188.0681
2016,10,15,17,1168.0418
2016,10,15,18,1238.3407
2016,10,15,19,1246.949
2016,10,15,20,1225.3023
2016,10,15,21,1184.1816
2016,10,15,22,1151.0795
2016,10,15,23,1098.0653
2016,10,16,0,1043.278
2016,10,16,1,1015.4291
2016,10,16,2,996.3037
2016,10,16,3,972.1457
2016,10,16,4,942.543
2016,10,16,5,937.1072
2016,10,16,6,899.4833
2016,10,16,7,909.9084
2016,10,16,8,936.3364
2016,10,16,9,976.3836
2016,10,16,10,1006.7831
2016,10,16,11,1022.8905
2016,10,16,12,1023.4995
2016,10,16,13,1026.9304
2016,10,16,14,1024.0226
2016,10,16,15,1028.0074
2016,10,16,16,1017.7864
2016,10,16,17,1019.0288
2016,10,16,18,1116.229
2016,10,16,19,1121.8309
2016,10,16,20,1110.1917
2016,10,16,21,1096.8733
2016,10,16,22,1042.9638
2016,10,16,23,988.5188
2016,10,17,0,940.2028
2016,10,17,1,911.5731
2016,10,17,2,892.0158
2016,10,17,3,875.9875
2016,10,17,4,874.046
2016,10,17,5,909.6977
2016,10,17,6,929.2775
2016,10,17,7,1058.3993
2016,10,17,8,1246.2352
2016,10,17,9,1353.5416
2016,10,17,10,1432.2616
2016,10,17,11,1450.8572
2016,10,17,12,1438.7277
2016,10,17,13,1439.1444
2016,10,17,14,1415.6312
2016,10,17,15,1369.7282
2016,10,17,16,1293.9189
2016,10,17,17,1212.6218
2016,10,17,18,1224.6373
2016,10,17,19,1202.2508
2016,10,17,20,1172.0032
2016,10,17,21,1129.4613
2016,10,17,22,1075.3524
2016,10,17,23,1015.5751
2016,10,18,0,971.3702
2016,10,18,1,936.5855
2016,10,18,2,910.032
2016,10,18,3,897.1931
2016,10,18,4,902.9765
2016,10,18,5,939.5715
2016,10,18,6,950.5025
2016,10,18,7,1075.9998
2016,10,18,8,1217.274
2016,10,18,9,1312.0974
2016,10,18,10,1390.9886
2016,10,18,11,1422.1004
2016,10,18,12,1411.2717
2016,10,18,13,1443.7399
2016,10,18,14,1422.5934
2016,10,18,15,1393.9704
2016,10,18,16,1346.3877
2016,10,18,17,1267.9141
2016,10,18,18,1318.3523
2016,10,18,19,1301.6392
2016,10,18,20,1249.5027
2016,10,18,21,1198.4605
2016,10,18,22,1133.1349
2016,10,18,23,1064.1523
2016,10,19,0,1008.1485
2016,10,19,1,971.5856
2016,10,19,2,949.315
2016,10,19,3,941.4018
2016,10,19,4,940.4101
2016,10,19,5,966.8464
2016,10,19,6,980.3543
2016,10,19,7,1094.7319
2016,10,19,8,1251.9166
2016,10,19,9,1328.5196
2016,10,19,10,1383.9505
2016,10,19,11,1420.6462
2016,10,19,12,1409.1308
2016,10,19,13,1446.7495
2016,10,19,14,1461.8635
2016,10,19,15,1425.9647
2016,10,19,16,1335.063
2016,10,19,17,1246.2622
2016,10,19,18,1301.6276
2016,10,19,19,1310.2543
2016,10,19,20,1265.29
2016,10,19,21,1205.6913
2016,10,19,22,1148.5034
2016,10,19,23,1103.5379
2016,10,20,0,1041.8022
2016,10,20,1,998.0682
2016,10,20,2,972.1351
2016,10,20,3,953.2884
2016,10,20,4,954.1914
2016,10,20,5,980.2813
2016,10,20,6,984.1264
2016,10,20,7,1113.9128
2016,10,20,8,1288.591
2016,10,20,9,1364.9824
2016,10,20,10,1444.1309
2016,10,20,11,1479.0309
2016,10,20,12,1476.0338
2016,10,20,13,1507.072
2016,10,20,14,1506.7702
2016,10,20,15,1480.3072
2016,10,20,16,1404.7142
2016,10,20,17,1304.3941
2016,10,20,18,1330.9516
2016,10,20,19,1322.5187
2016,10,20,20,1291.9417
2016,10,20,21,1246.1022
2016,10,20,22,1185.1569
2016,10,20,23,1118.9883
2016,10,21,0,1059.2664
2016,10,21,1,1005.1282
2016,10,21,2,984.2896
2016,10,21,3,958.6175
2016,10,21,4,945.4849
2016,10,21,5,968.6005
2016,10,21,6,977.4936
2016,10,21,7,1108.9404
2016,10,21,8,1313.7585
2016,10,21,9,1424.1248
2016,10,21,10,1503.3931
2016,10,21,11,1522.0801
2016,10,21,12,1498.9549
2016,10,21,13,1505.7139
2016,10,21,14,1496.7115
2016,10,21,15,1449.2375
2016,10,21,16,1359.428
2016,10,21,17,1262.1229
2016,10,21,18,1301.1151
2016,10,21,19,1274.2531
2016,10,21,20,1194.2686
2016,10,21,21,1184.644
2016,10,21,22,1134.3376
2016,10,21,23,1071.3254
2016,10,22,0,1017.7802
2016,10,22,1,979.5837
2016,10,22,2,947.1495
2016,10,22,3,927.422
2016,10,22,4,906.9531
2016,10,22,5,914.5133
2016,10,22,6,892.8549
2016,10,22,7,972.8448
2016,10,22,8,1106.9981
2016,10,22,9,1214.9599
2016,10,22,10,1291.0032
2016,10,22,11,1296.9165
2016,10,22,12,1259.6125
2016,10,22,13,1227.3238
2016,10,22,14,1198.2208
2016,10,22,15,1173.3514
2016,10,22,16,1140.2956
2016,10,22,17,1124.8255
2016,10,22,18,1205.4493
2016,10,22,19,1200.8371
2016,10,22,20,1160.2735
2016,10,22,21,1137.5121
2016,10,22,22,1072.8682
2016,10,22,23,1022.9501
2016,10,23,0,984.4321
2016,10,23,1,950.9006
2016,10,23,2,921.5222
2016,10,23,3,907.1467
2016,10,23,4,883.9271
2016,10,23,5,880.1593
2016,10,23,6,845.2816
2016,10,23,7,883.8265
2016,10,23,8,955.417
2016,10,23,9,1019.8508
2016,10,23,10,1081.6666
2016,10,23,11,1128.2887
2016,10,23,12,1124.1254
2016,10,23,13,1111.6829
2016,10,23,14,1078.9408
2016,10,23,15,1051.0889
2016,10,23,16,1041.6725
2016,10,23,17,1052.1509
2016,10,23,18,1148.6609
2016,10,23,19,1153.1694
2016,10,23,20,1142.7683
2016,10,23,21,1122.0094
2016,10,23,22,1065.2697
2016,10,23,23,1004.2021
2016,10,24,0,960.3402
2016,10,24,1,917.5264
2016,10,24,2,901.7983
2016,10,24,3,883.2853
2016,10,24,4,883.223
2016,10,24,5,911.2499
2016,10,24,6,925.2257
2016,10,24,7,1082.0657
2016,10,24,8,1293.5602
2016,10,24,9,1393.9002
2016,10,24,10,1461.3018
2016,10,24,11,1519.1571
2016,10,24,12,1505.4435
2016,10,24,13,1501.5014
2016,10,24,14,1488.9784
2016,10,24,15,1445.3299
2016,10,24,16,1387.3466
2016,10,24,17,1301.3
2016,10,24,18,1345.8605
2016,10,24,19,1331.9665
2016,10,24,20,1294.0263
2016,10,24,21,1259.1136
2016,10,24,22,1191.4345
2016,10,24,23,1122.5359
2016,10,25,0,1020.171
2016,10,25,1,978.5862
2016,10,25,2,948.64
2016,10,25,3,921.221
2016,10,25,4,908.1284
2016,10,25,5,928.1855
2016,10,25,6,928.442
2016,10,25,7,1084.0616
2016,10,25,8,1252.7659
2016,10,25,9,1379.8562
2016,10,25,10,1431.2281
2016,10,25,11,1440.9294
2016,10,25,12,1421.9378
2016,10,25,13,1386.4338
2016,10,25,14,1383.5636
2016,10,25,15,1344.8303
2016,10,25,16,1284.8391
2016,10,25,17,1203.7677
2016,10,25,18,1270.4258
2016,10,25,19,1271.3488
2016,10,25,20,1216.9465
2016,10,25,21,1176.9288
2016,10,25,22,1118.1956
2016,10,25,23,1047.1211
2016,10,26,0,991.6052
2016,10,26,1,949.4808
2016,10,26,2,923.6559
2016,10,26,3,913.222
2016,10,26,4,910.3545
2016,10,26,5,928.517
2016,10,26,6,934.3816
2016,10,26,7,1042.8578
2016,10,26,8,1212.0886
2016,10,26,9,1294.339
2016,10,26,10,1327.5692
2016,10,26,11,1321.2634
2016,10,26,12,1284.2132
2016,10,26,13,1320.5442
2016,10,26,14,1302.3782
2016,10,26,15,1274.9896
2016,10,26,16,1218.2181
2016,10,26,17,1156.6276
2016,10,26,18,1229.8453
2016,10,26,19,1213.6204
2016,10,26,20,1164.7817
2016,10,26,21,1113.0202
2016,10,26,22,1055.7723
2016,10,26,23,992.3292
2016,10,27,0,932.4437
2016,10,27,1,899.1397
2016,10,27,2,872.9522
2016,10,27,3,862.5457
2016,10,27,4,861.2165
2016,10,27,5,886.2146
2016,10,27,6,900.2704
2016,10,27,7,1038.9462
2016,10,27,8,1211.5039
2016,10,27,9,1294.507
2016,10,27,10,1363.7798
2016,10,27,11,1407.0916
2016,10,27,12,1398.2283
2016,10,27,13,1418.9988
2016,10,27,14,1415.9467
2016,10,27,15,1379.3898
2016,10,27,16,1305.4937
2016,10,27,17,1230.2068
2016,10,27,18,1280.4108
2016,10,27,19,1267.9936
2016,10,27,20,1216.6191
2016,10,27,21,1171.3759
2016,10,27,22,1115.0035
2016,10,27,23,1056.1206
2016,10,28,0,974.9507
2016,10,28,1,930.8589
2016,10,28,2,912.8137
2016,10,28,3,889.3113
2016,10,28,4,889.3598
2016,10,28,5,898.185
2016,10,28,6,908.015
2016,10,28,7,1040.0147
2016,10,28,8,1234.8874
2016,10,28,9,1341.4434
2016,10,28,10,1416.0723
2016,10,28,11,1446.4579
2016,10,28,12,1438.231
2016,10,28,13,1462.7012
2016,10,28,14,1459.5044
2016,10,28,15,1436.4552
2016,10,28,16,1372.617
2016,10,28,17,1281.281
2016,10,28,18,1312.7573
2016,10,28,19,1299.35
2016,10,28,20,1263.2177
2016,10,28,21,1194.094
2016,10,28,22,1130.9683
2016,10,28,23,1081.132
2016,10,29,0,1033.3029
2016,10,29,1,989.3221
2016,10,29,2,947.5555
2016,10,29,3,933.9828
2016,10,29,4,914.0644
2016,10,29,5,922.132
2016,10,29,6,898.3527
2016,10,29,7,979.3759
2016,10,29,8,1109.0741
2016,10,29,9,1189.2131
2016,10,29,10,1255.7542
2016,10,29,11,1257.4417
2016,10,29,12,1225.8913
2016,10,29,13,1193.9918
2016,10,29,14,1166.2706
2016,10,29,15,1125.9721
2016,10,29,16,1100.9836
2016,10,29,17,1096.1862
2016,10,29,18,1182.6008
2016,10,29,19,1164.6759
2016,10,29,20,1137.5492
2016,10,29,21,1090.2916
2016,10,29,22,1046.2728
2016,10,29,23,999.3512
2016,10,30,0,950.9826
2016,10,30,1,907.2106
2016,10,30,2,873.4676
2016,10,30,3,859.1264
2016,10,30,4,847.7048
2016,10,30,5,842.7175
2016,10,30,6,803.6365
2016,10,30,7,835.4062
2016,10,30,8,898.6564
2016,10,30,9,975.9823
2016,10,30,10,1042.979
2016,10,30,11,1097.9633
2016,10,30,12,1105.5932
2016,10,30,13,1125.5539
2016,10,30,14,1113.6074
2016,10,30,15,1088.9185
2016,10,30,16,1080.6127
2016,10,30,17,1082.2962
2016,10,30,18,1151.6532
2016,10,30,19,1149.0358
2016,10,30,20,1136.77
2016,10,30,21,1110.7692
2016,10,30,22,1065.9166
2016,10,30,23,1007.9955
2016,10,31,0,959.942
2016,10,31,1,923.7835
2016,10,31,2,902.275
2016,10,31,3,891.2039
2016,10,31,4,891.5195
2016,10,31,5,921.1552
2016,10,31,6,930.4367
2016,10,31,7,1055.5265
2016,10,31,8,1251.6404
2016,10,31,9,1358.4944
2016,10,31,10,1433.4485
2016,10,31,11,1467.9333
2016,10,31,12,1443.6932
2016,10,31,13,1432.4852
2016,10,31,14,1404.1439
2016,10,31,15,1362.3571
2016,10,31,16,1294.6285
2016,10,31,17,1222.6833
2016,10,31,18,1254.9935
2016,10,31,19,1226.9249
2016,10,31,20,1189.907
2016,10,31,21,1140.2376
2016,10,31,22,1085.398
2016,10,31,23,1022.1499
2016,11,1,0,960.5032
2016,11,1,1,924.1583
2016,11,1,2,884.4847
2016,11,1,3,883.2997
2016,11,1,4,884.2716
2016,11,1,5,915.9598
2016,11,1,6,931.5378
2016,11,1,7,1047.9963
2016,11,1,8,1204.9378
2016,11,1,9,1271.0046
2016,11,1,10,1340.7245
2016,11,1,11,1364.5894
2016,11,1,12,1346.435
2016,11,1,13,1359.2497
2016,11,1,14,1354.8642
2016,11,1,15,1312.4899
2016,11,1,16,1247.1974
2016,11,1,17,1186.5096
2016,11,1,18,1218.7356
2016,11,1,19,1197.0691
2016,11,1,20,1153.4618
2016,11,1,21,1103.3813
2016,11,1,22,1043.7327
2016,11,1,23,981.7453
2016,11,2,0,915.9817
2016,11,2,1,867.9722
2016,11,2,2,858.4777
2016,11,2,3,850.8847
2016,11,2,4,855.8867
2016,11,2,5,858.5046
2016,11,2,6,868.351
2016,11,2,7,980.2727
2016,11,2,8,1120.1954
2016,11,2,9,1224.7998
2016,11,2,10,1312.3123
2016,11,2,11,1349.2765
2016,11,2,12,1339.054
2016,11,2,13,1341.9796
2016,11,2,14,1316.1919
2016,11,2,15,1295.4403
2016,11,2,16,1219.9607
2016,11,2,17,1164.2928
2016,11,2,18,1207.1721
2016,11,2,19,1178.6952
2016,11,2,20,1145.9552
2016,11,2,21,1103.2715
2016,11,2,22,1051.5953
2016,11,2,23,993.0165
2016,11,3,0,942.3196
2016,11,3,1,896.3384
2016,11,3,2,868.2087
2016,11,3,3,848.4142
2016,11,3,4,849.9906
2016,11,3,5,857.6068
2016,11,3,6,818.5834
2016,11,3,7,849.9995
2016,11,3,8,909.1303
2016,11,3,9,960.597
2016,11,3,10,1017.7779
2016,11,3,11,1064.1398
2016,11,3,12,1073.1551
2016,11,3,13,1083.2547
2016,11,3,14,1085.5016
2016,11,3,15,1046.4375
2016,11,3,16,1017.3338
2016,11,3,17,1027.0812
2016,11,3,18,1117.2057
2016,11,3,19,1108.8671
2016,11,3,20,1096.0482
2016,11,3,21,1068.8058
2016,11,3,22,1024.5552
2016,11,3,23,981.2285
2016,11,4,0,931.2078
2016,11,4,1,909.2984
2016,11,4,2,885.1463
2016,11,4,3,866.8076
2016,11,4,4,851.8069
2016,11,4,5,862.8256
2016,11,4,6,835.4213
2016,11,4,7,900.1257
2016,11,4,8,971.3227
2016,11,4,9,1063.6601
2016,11,4,10,1111.2988
2016,11,4,11,1145.4717
2016,11,4,12,1137.9474
2016,11,4,13,1121.5986
2016,11,4,14,1107.5731
2016,11,4,15,1111.3377
2016,11,4,16,1065.1572
2016,11,4,17,1054.7558
2016,11,4,18,1138.7248
2016,11,4,19,1131.1365
2016,11,4,20,1111.657
2016,11,4,21,1065.655
2016,11,4,22,1017.0442
2016,11,4,23,973.8178
2016,11,5,0,920.1524
2016,11,5,1,883.4792
2016,11,5,2,866.8948
2016,11,5,3,835.9538
2016,11,5,4,832.9716
2016,11,5,5,823.8348
2016,11,5,6,802.4354
2016,11,5,7,832.8577
2016,11,5,8,914.3408
2016,11,5,9,992.1147
2016,11,5,10,1051.7041
2016,11,5,11,1099.7771
2016,11,5,12,1079.2885
2016,11,5,13,1070.8959
2016,11,5,14,1045.8508
2016,11,5,15,1017.6832
2016,11,5,16,998.2524
2016,11,5,17,1015.0916
2016,11,5,18,1082.3358
2016,11,5,19,1072.4401
2016,11,5,20,1072.8166
2016,11,5,21,1039.7451
2016,11,5,22,1013.6476
2016,11,5,23,969.2942
2016,11,6,0,922.3344
2016,11,6,1,888.5492
2016,11,6,2,863.2325
2016,11,6,3,838.9336
2016,11,6,4,822.4101
2016,11,6,5,817.174
2016,11,6,6,776.2791
2016,11,6,7,809.3867
2016,11,6,8,874.983
2016,11,6,9,929.0951
2016,11,6,10,994.3906
2016,11,6,11,1035.9265
2016,11,6,12,1013.4982
2016,11,6,13,974.4691
2016,11,6,14,968.9072
2016,11,6,15,965.9246
2016,11,6,16,967.9005
2016,11,6,17,978.9638
2016,11,6,18,1078.5392
2016,11,6,19,1078.3088
2016,11,6,20,1076.9372
2016,11,6,21,1043.1141
2016,11,6,22,992.8451
2016,11,6,23,934.0786
2016,11,7,0,890.4323
2016,11,7,1,862.7849
2016,11,7,2,841.5837
2016,11,7,3,827.8601
2016,11,7,4,828.1367
2016,11,7,5,859.1305
2016,11,7,6,881.0058
2016,11,7,7,1014.8585
2016,11,7,8,1207.2067
2016,11,7,9,1291.512
2016,11,7,10,1350.0641
2016,11,7,11,1347.6399
2016,11,7,12,1307.4709
2016,11,7,13,1306.2933
2016,11,7,14,1289.8798
2016,11,7,15,1254.2204
2016,11,7,16,1200.2843
2016,11,7,17,1138.2271
2016,11,7,18,1177.4038
2016,11,7,19,1162.0764
2016,11,7,20,1113.3961
2016,11,7,21,1054.5056
2016,11,7,22,993.7607
2016,11,7,23,957.219
2016,11,8,0,907.4425
2016,11,8,1,881.8551
2016,11,8,2,862.3585
2016,11,8,3,852.4447
2016,11,8,4,850.4466
2016,11,8,5,880.2968
2016,11,8,6,877.9894
2016,11,8,7,989.5477
2016,11,8,8,1155.5404
2016,11,8,9,1259.296
2016,11,8,10,1368.4485
2016,11,8,11,1399.0355
2016,11,8,12,1403.4816
2016,11,8,13,1420.758
2016,11,8,14,1410.0989
2016,11,8,15,1387.5813
2016,11,8,16,1328.3894
2016,11,8,17,1231.016
2016,11,8,18,1280.9644
2016,11,8,19,1246.4377
2016,11,8,20,1219.2373
2016,11,8,21,1194.9226
2016,11,8,22,1141.1825
2016,11,8,23,1072.0654
2016,11,9,0,1019.5509
2016,11,9,1,977.3976
2016,11,9,2,947.0371
2016,11,9,3,925.3414
2016,11,9,4,911.245
2016,11,9,5,932.2333
2016,11,9,6,936.5725
2016,11,9,7,1060.6949
2016,11,9,8,1238.0226
2016,11,9,9,1324.3435
2016,11,9,10,1407.537
2016,11,9,11,1442.85
2016,11,9,12,1435.8731
2016,11,9,13,1458.9237
2016,11,9,14,1457.5526
2016,11,9,15,1438.0745
2016,11,9,16,1360.6202
2016,11,9,17,1266.8745
2016,11,9,18,1303.0122
2016,11,9,19,1301.6398
2016,11,9,20,1251.5938
2016,11,9,21,1194.8974
2016,11,9,22,1150.234
2016,11,9,23,1089.9457
2016,11,10,0,1016.2903
2016,11,10,1,986.843
2016,11,10,2,963.0258
2016,11,10,3,925.6377
2016,11,10,4,928.7302
2016,11,10,5,927.7455
2016,11,10,6,892.1228
2016,11,10,7,951.7964
2016,11,10,8,1018.2819
2016,11,10,9,1091.7416
2016,11,10,10,1146.9254
2016,11,10,11,1208.0376
2016,11,10,12,1185.7276
2016,11,10,13,1189.0019
2016,11,10,14,1182.3289
2016,11,10,15,1189.8906
2016,11,10,16,1150.0592
2016,11,10,17,1113.2742
2016,11,10,18,1184.6435
2016,11,10,19,1193.9852
2016,11,10,20,1182.3694
2016,11,10,21,1163.2578
2016,11,10,22,1124.1319
2016,11,10,23,1056.9746
2016,11,11,0,1004.7009
2016,11,11,1,972.7613
2016,11,11,2,951.0164
2016,11,11,3,944.5067
2016,11,11,4,926.2943
2016,11,11,5,961.6387
2016,11,11,6,981.5763
2016,11,11,7,1098.1413
2016,11,11,8,1264.5996
2016,11,11,9,1367.1222
2016,11,11,10,1454.1827
2016,11,11,11,1461.8168
2016,11,11,12,1442.4515
2016,11,11,13,1392.69
2016,11,11,14,1367.7967
2016,11,11,15,1314.0347
2016,11,11,16,1250.5952
2016,11,11,17,1198.376
2016,11,11,18,1230.5175
2016,11,11,19,1213.7474
2016,11,11,20,1167.7437
2016,11,11,21,1106.1447
2016,11,11,22,1066.5749
2016,11,11,23,1022.2617
2016,11,12,0,956.343
2016,11,12,1,920.7713
2016,11,12,2,897.6066
2016,11,12,3,881.8021
2016,11,12,4,878.377
2016,11,12,5,890.3114
2016,11,12,6,894.0765
2016,11,12,7,953.0535
2016,11,12,8,1072.5025
2016,11,12,9,1155.964
2016,11,12,10,1207.1422
2016,11,12,11,1241.4175
2016,11,12,12,1217.3442
2016,11,12,13,1200.7893
2016,11,12,14,1179.5884
2016,11,12,15,1152.4478
2016,11,12,16,1118.2566
2016,11,12,17,1085.1042
2016,11,12,18,1163.5926
2016,11,12,19,1146.2361
2016,11,12,20,1134.2065
2016,11,12,21,1094.1266
2016,11,12,22,1033.5253
2016,11,12,23,975.2156
2016,11,13,0,935.8629
2016,11,13,1,908.6325
2016,11,13,2,881.4645
2016,11,13,3,866.6378
2016,11,13,4,847.363
2016,11,13,5,849.2076
2016,11,13,6,802.1147
2016,11,13,7,834.8735
2016,11,13,8,909.2785
2016,11,13,9,962.8658
2016,11,13,10,1017.4755
2016,11,13,11,1057.9353
2016,11,13,12,1067.3185
2016,11,13,13,1071.1164
2016,11,13,14,1074.0882
2016,11,13,15,1043.216
2016,11,13,16,1021.306
2016,11,13,17,1007.6984
2016,11,13,18,1097.6429
2016,11,13,19,1103.0025
2016,11,13,20,1122.5246
2016,11,13,21,1083.6333
2016,11,13,22,1057.3854
2016,11,13,23,999.2218
2016,11,14,0,961.6483
2016,11,14,1,930.3584
2016,11,14,2,902.5154
2016,11,14,3,885.5339
2016,11,14,4,878.3624
2016,11,14,5,901.9728
2016,11,14,6,917.7275
2016,11,14,7,1028.6513
2016,11,14,8,1207.8532
2016,11,14,9,1299.6641
2016,11,14,10,1363.9102
2016,11,14,11,1387.9985
2016,11,14,12,1388.0377
2016,11,14,13,1387.9087
2016,11,14,14,1393.1431
2016,11,14,15,1391.1935
2016,11,14,16,1291.1205
2016,11,14,17,1216.7614
2016,11,14,18,1268.2171
2016,11,14,19,1224.9043
2016,11,14,20,1182.0916
2016,11,14,21,1123.1438
2016,11,14,22,1071.0793
2016,11,14,23,1014.7159
2016,11,15,0,953.2904
2016,11,15,1,920.938
2016,11,15,2,883.5807
2016,11,15,3,874.2946
2016,11,15,4,872.0763
2016,11,15,5,905.5682
2016,11,15,6,927.4356
2016,11,15,7,1028.699
2016,11,15,8,1172.2705
2016,11,15,9,1247.8351
2016,11,15,10,1307.3272
2016,11,15,11,1317.6253
2016,11,15,12,1315.6206
2016,11,15,13,1322.2536
2016,11,15,14,1305.2666
2016,11,15,15,1282.1005
2016,11,15,16,1205.0282
2016,11,15,17,1154.6447
2016,11,15,18,1208.6425
2016,11,15,19,1185.7477
2016,11,15,20,1151.495
2016,11,15,21,1127.0617
2016,11,15,22,1061.7042
2016,11,15,23,1001.3024
2016,11,16,0,967.3953
2016,11,16,1,941.0137
2016,11,16,2,912.7292
2016,11,16,3,899.442
2016,11,16,4,904.062
2016,11,16,5,938.0003
2016,11,16,6,956.7201
2016,11,16,7,1039.1917
2016,11,16,8,1178.5159
2016,11,16,9,1251.4334
2016,11,16,10,1324.6479
2016,11,16,11,1331.4904
2016,11,16,12,1349.3833
2016,11,16,13,1369.6707
2016,11,16,14,1343.8625
2016,11,16,15,1302.9164
2016,11,16,16,1232.7355
2016,11,16,17,1199.8414
2016,11,16,18,1206.6777
2016,11,16,19,1201.9867
2016,11,16,20,1164.6811
2016,11,16,21,1118.7856
2016,11,16,22,1055.5508
2016,11,16,23,1001.261
2016,11,17,0,949.0558
2016,11,17,1,913.1065
2016,11,17,2,888.0821
2016,11,17,3,860.4629
2016,11,17,4,871.386
2016,11,17,5,919.6749
2016,11,17,6,933.9611
2016,11,17,7,1058.1927
2016,11,17,8,1192.4128
2016,11,17,9,1284.9183
2016,11,17,10,1337.5654
2016,11,17,11,1379.0107
2016,11,17,12,1373.2236
2016,11,17,13,1375.2908
2016,11,17,14,1325.0578
2016,11,17,15,1321.0454
2016,11,17,16,1259.3665
2016,11,17,17,1208.4071
2016,11,17,18,1245.7525
2016,11,17,19,1240.1196
2016,11,17,20,1193.2969
