Year,Month,Day,Hour,Demand
2015,5,11,22,1176.0628
2015,5,11,23,1090.2902
2015,5,12,0,1034.1691
2015,5,12,1,991.5059
2015,5,12,2,969.3879
2015,5,12,3,951.2992
2015,5,12,4,938.5195
2015,5,12,5,959.7289
2015,5,12,6,956.2879
2015,5,12,7,1121.6411
2015,5,12,8,1320.3739
2015,5,12,9,1396.7043
2015,5,12,10,1480.2656
2015,5,12,11,1523.4475
2015,5,12,12,1532.8692
2015,5,12,13,1574.42
2015,5,12,14,1569.6435
2015,5,12,15,1537.6629
2015,5,12,16,1434.7707
2015,5,12,17,1304.0953
2015,5,12,18,1279.357
2015,5,12,19,1327.6287
2015,5,12,20,1291.7248
2015,5,12,21,1267.3275
2015,5,12,22,1194.739
2015,5,12,23,1127.4031
2015,5,13,0,1073.3819
2015,5,13,1,1022.7107
2015,5,13,2,997.6593
2015,5,13,3,977.3298
2015,5,13,4,962.6559
2015,5,13,5,974.1948
2015,5,13,6,980.1556
2015,5,13,7,1148.4271
2015,5,13,8,1331.9011
2015,5,13,9,1415.6736
2015,5,13,10,1483.7497
2015,5,13,11,1502.1158
2015,5,13,12,1502.633
2015,5,13,13,1544.8822
2015,5,13,14,1557.6939
2015,5,13,15,1511.1435
2015,5,13,16,1408.7714
2015,5,13,17,1278.8863
2015,5,13,18,1274.6355
2015,5,13,19,1298.2501
2015,5,13,20,1256.6576
2015,5,13,21,1221.4194
2015,5,13,22,1173.922
2015,5,13,23,1116.4742
2015,5,14,0,1040.9891
2015,5,14,1,1007.8652
2015,5,14,2,998.4596
2015,5,14,3,964.2066
2015,5,14,4,941.7901
2015,5,14,5,964.7822
2015,5,14,6,973.4073
2015,5,14,7,1125.5009
2015,5,14,8,1308.9762
2015,5,14,9,1412.985
2015,5,14,10,1466.733
2015,5,14,11,1477.9035
2015,5,14,12,1455.3543
2015,5,14,13,1472.7094
2015,5,14,14,1479.3043
2015,5,14,15,1460.4072
2015,5,14,16,1411.4206
2015,5,14,17,1276.8018
2015,5,14,18,1279.3544
2015,5,14,19,1305.5852
2015,5,14,20,1271.0872
2015,5,14,21,1252.8946
2015,5,14,22,1195.7753
2015,5,14,23,1111.3059
2015,5,15,0,1051.803
2015,5,15,1,1007.5718
2015,5,15,2,983.6475
2015,5,15,3,967.3792
2015,5,15,4,965.6464
2015,5,15,5,975.9692
2015,5,15,6,955.9253
2015,5,15,7,1104.8916
2015,5,15,8,1291.6383
2015,5,15,9,1380.2411
2015,5,15,10,1459.1782
2015,5,15,11,1471.1963
2015,5,15,12,1456.1447
2015,5,15,13,1476.6585
2015,5,15,14,1430.7158
2015,5,15,15,1396.1081
2015,5,15,16,1333.7015
2015,5,15,17,1215.3352
2015,5,15,18,1228.0018
2015,5,15,19,1264.6338
2015,5,15,20,1246.2667
2015,5,15,21,1191.8792
2015,5,15,22,1123.8075
2015,5,15,23,1094.291
2015,5,16,0,1036.0611
2015,5,16,1,999.8904
2015,5,16,2,968.6855
2015,5,16,3,938.9862
2015,5,16,4,931.2133
2015,5,16,5,939.9844
2015,5,16,6,926.9406
2015,5,16,7,995.9594
2015,5,16,8,1096.1483
2015,5,16,9,1165.5993
2015,5,16,10,1198.2274
2015,5,16,11,1211.5859
2015,5,16,12,1190.9621
2015,5,16,13,1177.2397
2015,5,16,14,1151.4714
2015,5,16,15,1135.5135
2015,5,16,16,1084.0338
2015,5,16,17,1062.1524
2015,5,16,18,1132.0079
2015,5,16,19,1178.3656
2015,5,16,20,1149.6018
2015,5,16,21,1084.99
2015,5,16,22,1040.7783
2015,5,16,23,996.18
2015,5,17,0,958.9959
2015,5,17,1,932.214
2015,5,17,2,903.2224
2015,5,17,3,887.6552
2015,5,17,4,861.2162
2015,5,17,5,869.1559
2015,5,17,6,840.5518
2015,5,17,7,866.2555
2015,5,17,8,923.0511
2015,5,17,9,953.8279
2015,5,17,10,978.2252
2015,5,17,11,994.3043
2015,5,17,12,1001.1472
2015,5,17,13,1018.1375
2015,5,17,14,1014.3241
2015,5,17,15,989.3307
2015,5,17,16,995.1344
2015,5,17,17,985.5908
2015,5,17,18,1048.7997
2015,5,17,19,1104.761
2015,5,17,20,1092.2143
2015,5,17,21,1083.6931
2015,5,17,22,1025.2344
2015,5,17,23,978.8955
2015,5,18,0,908.2659
2015,5,18,1,876.8744
2015,5,18,2,874.4671
2015,5,18,3,867.182
2015,5,18,4,863.4718
2015,5,18,5,892.8524
2015,5,18,6,899.0384
2015,5,18,7,1025.6756
2015,5,18,8,1239.0101
2015,5,18,9,1344.9578
2015,5,18,10,1415.7341
2015,5,18,11,1440.8095
2015,5,18,12,1432.6425
2015,5,18,13,1474.6606
2015,5,18,14,1490.9192
2015,5,18,15,1479.1944
2015,5,18,16,1359.7121
2015,5,18,17,1232.0545
2015,5,18,18,1234.8897
2015,5,18,19,1273.2599
2015,5,18,20,1211.4518
2015,5,18,21,1190.4028
2015,5,18,22,1135.4138
2015,5,18,23,1053.9727
2015,5,19,0,1017.9621
2015,5,19,1,1018.3181
2015,5,19,2,994.7147
2015,5,19,3,982.4917
2015,5,19,4,985.1119
2015,5,19,5,1036.8896
2015,5,19,6,983.5627
2015,5,19,7,1111.9075
2015,5,19,8,1294.3816
2015,5,19,9,1399.7126
2015,5,19,10,1434.3073
2015,5,19,11,1424.6179
2015,5,19,12,1451.5303
2015,5,19,13,1499.5887
2015,5,19,14,1509.8828
2015,5,19,15,1430.9705
2015,5,19,16,1364.5939
2015,5,19,17,1284.5872
2015,5,19,18,1269.6392
2015,5,19,19,1308.5746
2015,5,19,20,1229.6509
2015,5,19,21,1190.0947
2015,5,19,22,1145.7603
2015,5,19,23,1075.4822
2015,5,20,0,1007.3545
2015,5,20,1,972.839
2015,5,20,2,950.6634
2015,5,20,3,931.3622
2015,5,20,4,925.8997
2015,5,20,5,931.2089
2015,5,20,6,947.518
2015,5,20,7,1102.5628
2015,5,20,8,1291.4318
2015,5,20,9,1391.6831
2015,5,20,10,1460.804
2015,5,20,11,1502.3922
2015,5,20,12,1448.4788
2015,5,20,13,1467.2802
2015,5,20,14,1451.9597
2015,5,20,15,1415.6888
2015,5,20,16,1297.7257
2015,5,20,17,1199.3641
2015,5,20,18,1222.726
2015,5,20,19,1236.7502
2015,5,20,20,1222.7931
2015,5,20,21,1181.847
2015,5,20,22,1119.6761
2015,5,20,23,1025.4061
2015,5,21,0,967.0319
2015,5,21,1,931.6202
2015,5,21,2,919.6852
2015,5,21,3,910.2265
2015,5,21,4,900.5414
2015,5,21,5,935.3884
2015,5,21,6,949.4316
2015,5,21,7,1086.7919
2015,5,21,8,1267.3402
2015,5,21,9,1361.0395
2015,5,21,10,1462.7939
2015,5,21,11,1468.8053
2015,5,21,12,1429.0878
2015,5,21,13,1430.7044
2015,5,21,14,1391.3975
2015,5,21,15,1315.7837
2015,5,21,16,1231.8329
2015,5,21,17,1165.0311
2015,5,21,18,1178.4131
2015,5,21,19,1175.4167
2015,5,21,20,1115.862
2015,5,21,21,1095.2593
2015,5,21,22,1036.7263
2015,5,21,23,993.3027
2015,5,22,0,945.8215
2015,5,22,1,917.6487
2015,5,22,2,880.2994
2015,5,22,3,869.3967
2015,5,22,4,873.2536
2015,5,22,5,904.5349
2015,5,22,6,907.5419
2015,5,22,7,1034.1435
2015,5,22,8,1243.7543
2015,5,22,9,1322.2767
2015,5,22,10,1421.3763
2015,5,22,11,1448.1835
2015,5,22,12,1438.535
2015,5,22,13,1463.3279
2015,5,22,14,1452.0212
2015,5,22,15,1388.1511
2015,5,22,16,1312.137
2015,5,22,17,1196.3049
2015,5,22,18,1205.5459
2015,5,22,19,1260.9953
2015,5,22,20,1227.9885
2015,5,22,21,1181.005
2015,5,22,22,1128.1951
2015,5,22,23,1068.8379
2015,5,23,0,1026.2036
2015,5,23,1,988.3766
2015,5,23,2,956.8459
2015,5,23,3,938.5991
2015,5,23,4,922.5064
2015,5,23,5,907.9898
2015,5,23,6,908.7129
2015,5,23,7,991.1376
2015,5,23,8,1125.5128
2015,5,23,9,1240.1744
2015,5,23,10,1327.2835
2015,5,23,11,1293.001
2015,5,23,12,1275.2443
2015,5,23,13,1261.797
2015,5,23,14,1224.9952
2015,5,23,15,1189.9538
2015,5,23,16,1183.8109
2015,5,23,17,1155.677
2015,5,23,18,1198.3316
2015,5,23,19,1244.6953
2015,5,23,20,1208.1692
2015,5,23,21,1167.3629
2015,5,23,22,1143.8073
2015,5,23,23,1081.9575
2015,5,24,0,1039.5885
2015,5,24,1,1006.2694
2015,5,24,2,974.7549
2015,5,24,3,952.866
2015,5,24,4,929.2608
2015,5,24,5,919.6455
2015,5,24,6,887.4832
2015,5,24,7,941.5954
2015,5,24,8,997.628
2015,5,24,9,1014.316
2015,5,24,10,1084.6229
2015,5,24,11,1116.6005
2015,5,24,12,1102.4869
2015,5,24,13,1103.3178
2015,5,24,14,1101.2728
2015,5,24,15,1061.968
2015,5,24,16,1036.8862
2015,5,24,17,1024.5366
2015,5,24,18,1090.2056
2015,5,24,19,1109.7858
2015,5,24,20,1089.3218
2015,5,24,21,1051.6683
2015,5,24,22,1016.2258
2015,5,24,23,964.66
2015,5,25,0,925.3896
2015,5,25,1,898.9679
2015,5,25,2,874.1658
2015,5,25,3,842.091
2015,5,25,4,843.8544
2015,5,25,5,904.7855
2015,5,25,6,883.1628
2015,5,25,7,1020.8898
2015,5,25,8,1212.4794
2015,5,25,9,1315.0844
2015,5,25,10,1384.2632
2015,5,25,11,1406.3311
2015,5,25,12,1379.0359
2015,5,25,13,1399.0864
2015,5,25,14,1414.6762
2015,5,25,15,1392.5351
2015,5,25,16,1298.2481
2015,5,25,17,1192.7966
2015,5,25,18,1197.5261
2015,5,25,19,1239.3398
2015,5,25,20,1200.4819
2015,5,25,21,1151.9802
2015,5,25,22,1041.2742
2015,5,25,23,1058.4405
2015,5,26,0,983.2491
2015,5,26,1,968.1255
2015,5,26,2,935.3255
2015,5,26,3,891.866
2015,5,26,4,881.6898
2015,5,26,5,906.0505
2015,5,26,6,917.9333
2015,5,26,7,1068.8754
2015,5,26,8,1272.4225
2015,5,26,9,1371.1873
2015,5,26,10,1433.7141
2015,5,26,11,1462.7214
2015,5,26,12,1449.9967
2015,5,26,13,1492.3979
2015,5,26,14,1488.1141
2015,5,26,15,1445.94
2015,5,26,16,1367.0437
2015,5,26,17,1257.7851
2015,5,26,18,1245.4279
2015,5,26,19,1288.8073
2015,5,26,20,1250.106
2015,5,26,21,1199.8663
2015,5,26,22,1130.1588
2015,5,26,23,1080.8795
2015,5,27,0,1017.0649
2015,5,27,1,993.3766
2015,5,27,2,947.6763
2015,5,27,3,918.3354
2015,5,27,4,927.8237
2015,5,27,5,945.8113
2015,5,27,6,968.3472
2015,5,27,7,1108.4611
2015,5,27,8,1304.1144
2015,5,27,9,1389.5401
2015,5,27,10,1454.1716
2015,5,27,11,1474.4127
2015,5,27,12,1469.3684
2015,5,27,13,1486.5116
2015,5,27,14,1477.2627
2015,5,27,15,1458.2864
2015,5,27,16,1378.241
2015,5,27,17,1263.713
2015,5,27,18,1254.8244
2015,5,27,19,1275.494
2015,5,27,20,1236.0212
2015,5,27,21,1184.2919
2015,5,27,22,1111.4339
2015,5,27,23,1071.0207
2015,5,28,0,1011.8643
2015,5,28,1,981.4301
2015,5,28,2,949.5026
2015,5,28,3,917.8444
2015,5,28,4,914.9453
2015,5,28,5,933.2394
2015,5,28,6,938.8934
2015,5,28,7,1087.6655
2015,5,28,8,1260.4845
2015,5,28,9,1342.2393
2015,5,28,10,1416.979
2015,5,28,11,1417.2903
2015,5,28,12,1375.5895
2015,5,28,13,1346.3148
2015,5,28,14,1333.5075
2015,5,28,15,1302.1612
2015,5,28,16,1229.1788
2015,5,28,17,1147.3844
2015,5,28,18,1172.3
2015,5,28,19,1209.9772
2015,5,28,20,1153.8957
2015,5,28,21,1115.3331
2015,5,28,22,1057.071
2015,5,28,23,992.1879
2015,5,29,0,1021.0594
2015,5,29,1,1015.6636
2015,5,29,2,994.3609
2015,5,29,3,949.7238
2015,5,29,4,951.4553
2015,5,29,5,983.1125
2015,5,29,6,1017.4031
2015,5,29,7,1178.1365
2015,5,29,8,1175.2756
2015,5,29,9,1217.9198
2015,5,29,10,1296.3927
2015,5,29,11,1348.8772
2015,5,29,12,1380.9076
2015,5,29,13,1413.8566
2015,5,29,14,1417.8442
2015,5,29,15,1532.4548
2015,5,29,16,1527.8305
2015,5,29,17,1388.5228
2015,5,29,18,1354.6971
2015,5,29,19,1390.0338
2015,5,29,20,1280.602
2015,5,29,21,1246.404
2015,5,29,22,1201.5203
2015,5,29,23,1100.0991
2015,5,30,0,1023.717
2015,5,30,1,957.3763
2015,5,30,2,924.9873
2015,5,30,3,898.5354
2015,5,30,4,890.9447
2015,5,30,5,884.7551
2015,5,30,6,871.3094
2015,5,30,7,956.5186
2015,5,30,8,1052.018
2015,5,30,9,1173.3489
2015,5,30,10,1240.8079
2015,5,30,11,1251.2319
2015,5,30,12,1213.8518
2015,5,30,13,1195.3084
2015,5,30,14,1199.3628
2015,5,30,15,1186.7824
2015,5,30,16,1149.0675
2015,5,30,17,1109.0804
2015,5,30,18,1138.0773
2015,5,30,19,1209.6977
2015,5,30,20,1176.234
2015,5,30,21,1126.2123
2015,5,30,22,1085.4792
2015,5,30,23,1038.5162
2015,5,31,0,993.9692
2015,5,31,1,940.4797
2015,5,31,2,926.2936
2015,5,31,3,890.0127
2015,5,31,4,871.3653
2015,5,31,5,851.0477
2015,5,31,6,814.196
2015,5,31,7,847.1121
2015,5,31,8,908.117
2015,5,31,9,947.99
2015,5,31,10,1025.2114
2015,5,31,11,1065.1829
2015,5,31,12,1070.2674
2015,5,31,13,1083.8787
2015,5,31,14,1020.9544
2015,5,31,15,1000.2089
2015,5,31,16,1026.4989
2015,5,31,17,1034.852
2015,5,31,18,1069.3905
2015,5,31,19,1125.976
2015,5,31,20,1131.4726
2015,5,31,21,1115.5843
2015,5,31,22,1069.6954
2015,5,31,23,1017.3809
2015,6,1,0,805.8462
2015,6,1,1,766.4758
2015,6,1,2,705.4952
2015,6,1,3,666.7528
2015,6,1,4,682.5229
2015,6,1,5,708.4881
2015,6,1,6,741.1823
2015,6,1,7,939.1126
2015,6,1,8,1086.0238
2015,6,1,9,1193.5457
2015,6,1,10,1286.2354
2015,6,1,11,1301.6952
2015,6,1,12,1302.5645
2015,6,1,13,1314.5846
2015,6,1,14,1346.1368
2015,6,1,15,1335.1732
2015,6,1,16,1305.4413
2015,6,1,17,1209.3135
2015,6,1,18,1147.8977
2015,6,1,19,1165.3988
2015,6,1,20,1129.316
2015,6,1,21,1116.2678
2015,6,1,22,1134.3888
2015,6,1,23,1100.1792
2015,6,2,0,1067.4969
2015,6,2,1,1007.0886
2015,6,2,2,978.6451
2015,6,2,3,960.2705
2015,6,2,4,949.137
2015,6,2,5,955.714
2015,6,2,6,960.4791
2015,6,2,7,1148.4937
2015,6,2,8,1292.217
2015,6,2,9,1410.6039
2015,6,2,10,1456.9558
2015,6,2,11,1472.4429
2015,6,2,12,1471.5289
2015,6,2,13,1460.5133
2015,6,2,14,1446.5713
2015,6,2,15,1412.8548
2015,6,2,16,1351.3207
2015,6,2,17,1264.8659
2015,6,2,18,1273.042
2015,6,2,19,1293.2376
2015,6,2,20,1273.3932
2015,6,2,21,1222.573
2015,6,2,22,1166.9379
2015,6,2,23,1115.9436
2015,6,3,0,1045.6071
2015,6,3,1,1016.224
2015,6,3,2,967.1239
2015,6,3,3,942.4824
2015,6,3,4,929.9846
2015,6,3,5,939.6783
2015,6,3,6,923.7338
2015,6,3,7,1041.9305
2015,6,3,8,1224.6655
2015,6,3,9,1358.9558
2015,6,3,10,1436.9175
2015,6,3,11,1456.4712
2015,6,3,12,1424.3965
2015,6,3,13,1440.8569
2015,6,3,14,1448.6478
2015,6,3,15,1409.5388
2015,6,3,16,1353.3615
2015,6,3,17,1276.5069
2015,6,3,18,1290.302
2015,6,3,19,1300.8629
2015,6,3,20,1254.6023
2015,6,3,21,1205.0389
2015,6,3,22,1142.9753
2015,6,3,23,1094.8001
2015,6,4,0,1024.9486
2015,6,4,1,988.1638
2015,6,4,2,964.6867
2015,6,4,3,962.0712
2015,6,4,4,959.5177
2015,6,4,5,977.6141
2015,6,4,6,990.8539
2015,6,4,7,1101.0316
2015,6,4,8,1249.4489
2015,6,4,9,1335.5924
2015,6,4,10,1419.9229
2015,6,4,11,1421.4031
2015,6,4,12,1418.5486
2015,6,4,13,1406.1893
2015,6,4,14,1373.1754
2015,6,4,15,1305.0965
2015,6,4,16,1258.6891
2015,6,4,17,1188.9218
2015,6,4,18,1182.9681
2015,6,4,19,1221.1084
2015,6,4,20,1182.8421
2015,6,4,21,1157.1707
2015,6,4,22,1090.5336
2015,6,4,23,1041.6697
2015,6,5,0,1005.8913
2015,6,5,1,971.9792
2015,6,5,2,929.2741
2015,6,5,3,908.4282
2015,6,5,4,907.5902
2015,6,5,5,923.8511
2015,6,5,6,930.7451
2015,6,5,7,1079.9336
2015,6,5,8,1211.3112
2015,6,5,9,1290.8381
2015,6,5,10,1279.089
2015,6,5,11,1248.3591
2015,6,5,12,1223.1686
2015,6,5,13,1199.8402
2015,6,5,14,1200.2451
2015,6,5,15,1211.5745
2015,6,5,16,1134.0977
2015,6,5,17,1069.8947
2015,6,5,18,1093.2679
2015,6,5,19,1152.9788
2015,6,5,20,1111.9422
2015,6,5,21,1062.991
2015,6,5,22,1007.3337
2015,6,5,23,935.0482
2015,6,6,0,880.0747
2015,6,6,1,863.0837
2015,6,6,2,845.732
2015,6,6,3,822.5837
2015,6,6,4,794.9989
2015,6,6,5,825.1892
2015,6,6,6,810.8477
2015,6,6,7,909.1417
2015,6,6,8,992.5366
2015,6,6,9,1083.1792
2015,6,6,10,1167.2568
2015,6,6,11,1195.3671
2015,6,6,12,1174.1976
2015,6,6,13,1170.4869
2015,6,6,14,1173.3119
2015,6,6,15,1160.3046
2015,6,6,16,1123.6907
2015,6,6,17,1104.9543
2015,6,6,18,1138.9178
2015,6,6,19,1195.4071
2015,6,6,20,1146.641
2015,6,6,21,1108.5073
2015,6,6,22,1055.1393
2015,6,6,23,1001.9354
2015,6,7,0,940.7145
2015,6,7,1,906.4311
2015,6,7,2,878.7391
2015,6,7,3,857.3121
2015,6,7,4,844.5291
2015,6,7,5,837.7042
2015,6,7,6,795.953
2015,6,7,7,831.9345
2015,6,7,8,905.4755
2015,6,7,9,937.2173
2015,6,7,10,990.0375
2015,6,7,11,1031.8337
2015,6,7,12,1033.3386
2015,6,7,13,1044.797
2015,6,7,14,1021.6999
2015,6,7,15,1004.4238
2015,6,7,16,980.3496
2015,6,7,17,978.2427
2015,6,7,18,1003.8701
2015,6,7,19,1025.1106
2015,6,7,20,1021.6121
2015,6,7,21,1009.4866
2015,6,7,22,961.7995
2015,6,7,23,909.5442
2015,6,8,0,885.745
2015,6,8,1,857.7092
2015,6,8,2,822.2942
2015,6,8,3,798.3848
2015,6,8,4,797.2735
2015,6,8,5,828.223
2015,6,8,6,852.6413
2015,6,8,7,975.4129
2015,6,8,8,1129.6878
2015,6,8,9,1259.927
2015,6,8,10,1346.9251
2015,6,8,11,1382.457
2015,6,8,12,1364.7596
2015,6,8,13,1363.2908
2015,6,8,14,1362.6446
2015,6,8,15,1315.4295
2015,6,8,16,1241.2083
2015,6,8,17,1127.6503
2015,6,8,18,1144.3871
2015,6,8,19,1152.5271
2015,6,8,20,1111.4674
2015,6,8,21,1071.3403
2015,6,8,22,1041.5211
2015,6,8,23,936.6476
2015,6,9,0,892.8097
2015,6,9,1,851.2981
2015,6,9,2,831.2799
2015,6,9,3,815.0829
2015,6,9,4,816.3805
2015,6,9,5,849.1651
2015,6,9,6,899.5134
2015,6,9,7,1060.464
2015,6,9,8,1243.2775
2015,6,9,9,1319.5002
2015,6,9,10,1383.1382
2015,6,9,11,1385.1728
2015,6,9,12,1350.627
2015,6,9,13,1378.1565
2015,6,9,14,1377.9494
2015,6,9,15,1324.3753
2015,6,9,16,1239.7069
2015,6,9,17,1146.467
2015,6,9,18,1175.4628
2015,6,9,19,1177.6124
2015,6,9,20,1144.1746
2015,6,9,21,1078.7651
2015,6,9,22,1043.1867
2015,6,9,23,953.1159
2015,6,10,0,901.8762
2015,6,10,1,871.7145
2015,6,10,2,845.7241
2015,6,10,3,833.7035
2015,6,10,4,819.086
2015,6,10,5,832.957
2015,6,10,6,864.5993
2015,6,10,7,1022.8124
2015,6,10,8,1184.2547
2015,6,10,9,1257.657
2015,6,10,10,1338.8646
2015,6,10,11,1370.0882
2015,6,10,12,1349.8396
2015,6,10,13,1372.4927
2015,6,10,14,1360.9104
2015,6,10,15,1308.4863
2015,6,10,16,1246.1718
2015,6,10,17,1155.7171
2015,6,10,18,1149.0618
2015,6,10,19,1198.0297
2015,6,10,20,1197.9153
2015,6,10,21,1146.3963
2015,6,10,22,1080.8344
2015,6,10,23,999.8029
2015,6,11,0,947.5733
2015,6,11,1,913.1513
2015,6,11,2,882.6347
2015,6,11,3,857.5487
2015,6,11,4,867.1509
2015,6,11,5,870.8584
2015,6,11,6,872.9791
2015,6,11,7,1015.8015
2015,6,11,8,1191.2223
2015,6,11,9,1277.5595
2015,6,11,10,1362.5336
2015,6,11,11,1392.9823
2015,6,11,12,1386.1594
2015,6,11,13,1402.2152
2015,6,11,14,1432.235
2015,6,11,15,1423.1654
2015,6,11,16,1349.0699
2015,6,11,17,1200.4588
2015,6,11,18,1202.6915
2015,6,11,19,1260.4939
2015,6,11,20,1224.9426
2015,6,11,21,1180.6955
2015,6,11,22,1128.9225
2015,6,11,23,1016.858
2015,6,12,0,978.8749
2015,6,12,1,933.3995
2015,6,12,2,903.8945
2015,6,12,3,887.6683
2015,6,12,4,877.2383
2015,6,12,5,889.3912
2015,6,12,6,925.0365
2015,6,12,7,1075.5103
2015,6,12,8,1239.9224
2015,6,12,9,1322.9222
2015,6,12,10,1385.7164
2015,6,12,11,1404.5253
2015,6,12,12,1405.6269
2015,6,12,13,1432.4031
2015,6,12,14,1438.7961
2015,6,12,15,1435.8426
2015,6,12,16,1369.1838
2015,6,12,17,1258.6139
2015,6,12,18,1226.1656
2015,6,12,19,1286.3386
2015,6,12,20,1264.7262
2015,6,12,21,1203.8252
2015,6,12,22,1163.241
2015,6,12,23,1100.1606
2015,6,13,0,1010.0646
2015,6,13,1,977.1639
2015,6,13,2,959.7496
2015,6,13,3,936.6932
2015,6,13,4,919.3033
2015,6,13,5,898.3559
2015,6,13,6,846.6072
2015,6,13,7,985.7013
2015,6,13,8,1103.6564
2015,6,13,9,1223.6266
2015,6,13,10,1296.8329
2015,6,13,11,1333.728
2015,6,13,12,1304.404
2015,6,13,13,1280.0079
2015,6,13,14,1270.8052
2015,6,13,15,1235.205
2015,6,13,16,1203.4244
2015,6,13,17,1158.4959
2015,6,13,18,1152.4264
2015,6,13,19,1213.8937
2015,6,13,20,1209.3289
2015,6,13,21,1174.4812
2015,6,13,22,1128.6487
2015,6,13,23,1081.7252
2015,6,14,0,1043.2989
2015,6,14,1,994.0979
2015,6,14,2,952.7531
2015,6,14,3,938.0103
2015,6,14,4,914.9086
2015,6,14,5,879.6038
2015,6,14,6,823.717
2015,6,14,7,883.293
2015,6,14,8,948.0469
2015,6,14,9,1029.9747
2015,6,14,10,1070.0177
2015,6,14,11,1109.0189
2015,6,14,12,1119.7426
2015,6,14,13,1118.3942
2015,6,14,14,1109.9396
2015,6,14,15,1086.5648
2015,6,14,16,1062.7734
2015,6,14,17,1065.8
2015,6,14,18,1074.9201
2015,6,14,19,1126.2402
2015,6,14,20,1158.9185
2015,6,14,21,1129.7928
2015,6,14,22,1091.6014
2015,6,14,23,1013.2374
2015,6,15,0,970.0339
2015,6,15,1,927.6869
2015,6,15,2,899.5199
2015,6,15,3,894.0245
2015,6,15,4,886.9849
2015,6,15,5,905.4048
2015,6,15,6,915.5754
2015,6,15,7,1079.3586
2015,6,15,8,1261.5397
2015,6,15,9,1370.5871
2015,6,15,10,1444.5356
2015,6,15,11,1486.7639
2015,6,15,12,1454.6881
2015,6,15,13,1499.4634
2015,6,15,14,1501.3656
2015,6,15,15,1462.6662
2015,6,15,16,1409.9317
2015,6,15,17,1296.0625
2015,6,15,18,1274.7259
2015,6,15,19,1330.9901
2015,6,15,20,1282.6425
2015,6,15,21,1246.799
2015,6,15,22,1191.5839
2015,6,15,23,1099.8689
2015,6,16,0,1042.7059
2015,6,16,1,994.8974
2015,6,16,2,978.4678
2015,6,16,3,922.0778
2015,6,16,4,919.9497
2015,6,16,5,951.4694
2015,6,16,6,958.4125
2015,6,16,7,1131.8555
2015,6,16,8,1322.2119
2015,6,16,9,1413.2868
2015,6,16,10,1494.3966
2015,6,16,11,1502.0054
2015,6,16,12,1481.612
2015,6,16,13,1512.6219
2015,6,16,14,1516.96
2015,6,16,15,1475.7697
2015,6,16,16,1403.1
2015,6,16,17,1274.3187
2015,6,16,18,1278.901
2015,6,16,19,1322.1334
2015,6,16,20,1286.6918
2015,6,16,21,1253.7953
2015,6,16,22,1215.4307
2015,6,16,23,1105.9436
2015,6,17,0,1048.9569
2015,6,17,1,999.7007
2015,6,17,2,959.4538
2015,6,17,3,953.7221
2015,6,17,4,929.6141
2015,6,17,5,945.9002
2015,6,17,6,983.7309
2015,6,17,7,1122.904
2015,6,17,8,1336.7591
2015,6,17,9,1433.3373
2015,6,17,10,1526.452
2015,6,17,11,1539.7314
2015,6,17,12,1534.3864
2015,6,17,13,1579.5413
2015,6,17,14,1534.0862
2015,6,17,15,1492.809
2015,6,17,16,1409.195
2015,6,17,17,1315.6665
2015,6,17,18,1329.3833
2015,6,17,19,1329.4985
2015,6,17,20,1288.3129
2015,6,17,21,1227.8019
2015,6,17,22,1154.2402
2015,6,17,23,1137.8699
2015,6,18,0,1078.2051
2015,6,18,1,1062.3804
2015,6,18,2,1001.4792
2015,6,18,3,985.1214
2015,6,18,4,980.005
2015,6,18,5,986.2008
2015,6,18,6,1009.2427
2015,6,18,7,1163.0677
2015,6,18,8,1368.7623
2015,6,18,9,1458.5989
2015,6,18,10,1530.8537
2015,6,18,11,1539.4375
2015,6,18,12,1531.2057
2015,6,18,13,1562.965
2015,6,18,14,1548.4446
2015,6,18,15,1505.4921
2015,6,18,16,1437.5041
2015,6,18,17,1342.3358
2015,6,18,18,1317.6958
2015,6,18,19,1397.5338
2015,6,18,20,1350.34
2015,6,18,21,1302.2815
2015,6,18,22,1236.9272
2015,6,18,23,1130.2199
2015,6,19,0,926.7512
2015,6,19,1,777.9586
2015,6,19,2,720.303
2015,6,19,3,674.4172
2015,6,19,4,701.7733
2015,6,19,5,732.2891
2015,6,19,6,829.942
2015,6,19,7,1069.2073
2015,6,19,8,1298.6235
2015,6,19,9,1432.9705
2015,6,19,10,1488.1791
2015,6,19,11,1611.7683
2015,6,19,12,1602.0654
2015,6,19,13,1639.0955
2015,6,19,14,1645.4773
2015,6,19,15,1510.4696
2015,6,19,16,1407.2156
2015,6,19,17,1332.4345
2015,6,19,18,1338.697
2015,6,19,19,1437.3089
2015,6,19,20,1390.4611
2015,6,19,21,1345.7644
2015,6,19,22,1271.0772
2015,6,19,23,1177.3512
2015,6,20,0,1105.794
2015,6,20,1,1054.0936
2015,6,20,2,1018.585
2015,6,20,3,991.3276
2015,6,20,4,964.8976
2015,6,20,5,966.3526
2015,6,20,6,960.8732
2015,6,20,7,1052.7014
2015,6,20,8,1183.3022
2015,6,20,9,1286.3672
2015,6,20,10,1355.7269
2015,6,20,11,1364.5709
2015,6,20,12,1323.8878
2015,6,20,13,1306.3159
2015,6,20,14,1270.4971
2015,6,20,15,1255.7617
2015,6,20,16,1218.577
2015,6,20,17,1181.6137
2015,6,20,18,1221.1391
